hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",1273806,1273112,1254915964688,985170,0,238304487347,59012345465022,46327576,0,522230587119
"scan with file YARA rules",105803,0,256994650063,2428992,998576,3487727893,4872520630,46052,13736,2821700359
"schedule scan for symlink target",59432,0,119125170288,2004394,20108,17047281852,873316272,14694,13736,346551
"scan with meta YARA rules",248984,0,61991828059,248979,89040,26133211,7013510927,28168,13736,2821700359
"scan with process YARA rules",68,0,58928001917,866588263,37665549,3931454432,1186872,17454,17454,17454
"scan object with YARA",49633,0,51962342720,1046931,325921,19894436,489751580327,9867458,4859,6677542147
"parse GZIP archive",10164,0,47361216696,4659702,98128,2464548283,148678992,14628,14628,14628
"parse ZIP archive",190,0,44259898640,232946834,3679071,16983482151,2779320,14628,14628,14628
"apply Sigma rules",995179,0,39665618636,39857,7043,12736726,503583027215,506022,4859,6677542147
"parse log file",135,0,24447587919,181093243,2174,2299615688,1974780,14628,14628,14628
"parse file content",105803,0,9777487746,92412,1943,480613341,4872520630,46052,13736,2821700359
"compare to ThorDB",156,0,4924867520,31569663,27788741,39814859,473668407802,3036335947,13736,6677542147
"check file excludes",90286,0,4561345725,50521,110,25427643,4702864311,52088,13736,2821700359
"parse journald format",5,0,2732281718,546456343,31739599,2027527090,73140,14628,14628,14628
"add meta information",45268,0,2476251127,54702,1923,5490868,4033553279,89103,13736,2821700359
"check file existence",308815,0,1616009439,5232,200,270205,7899506523,25580,13736,2821700359
"scan process for malicious indicators",68,0,1437301355,21136784,203199,173541846,1186872,17454,17454,17454
"check with STIX IOCs",105803,0,1052287222,9945,872,119769,4872520630,46052,13736,2821700359
"extract process environment variables",68,0,929957607,13675847,131431,25444347,1186872,17454,17454,17454
"extract process handles",68,0,808675312,11892284,2240436,84577553,1186872,17454,17454,17454
"schedule scan for executable",156,0,791196487,5071772,19979,159187693,473668407802,3036335947,13736,6677542147
"check if file was already scanned",308682,0,659868019,2137,120,27735379,7897560999,25584,13736,2821700359
"search for Cobalt Strike beacons",179781,0,624338985,3472,871,3284748,5997456635,33359,13736,2821700359
"check if object should be logged",995179,0,582154989,584,220,236792,503583027215,506022,4859,6677542147
"apply hash IOCs",105803,0,530076991,5010,1924,74963,4872520630,46052,13736,2821700359
"parse TARGZ archive",1,0,465703579,465703579,465703579,465703579,14628,14628,14628,14628
"apply false positive filters",995179,0,366533892,368,189,184932,503583027215,506022,4859,6677542147
"deduplicate reasons",248984,0,331788190,1332,160,357341,7013510927,28168,13736,2821700359
"limit frequent matches",995179,0,326695650,328,131,5159607,503583027215,506022,4859,6677542147
"store time information about deep scan",105803,0,310199866,2931,1002,305132,4872520630,46052,13736,2821700359
"check if deep scan is needed",248984,0,274456298,1102,150,278463,7013510927,28168,13736,2821700359
"check if maximum file size is exceeded",248984,0,154468552,620,180,106753,7013510927,28168,13736,2821700359
"fill in interesting content",248984,0,106920360,429,169,315243,7013510927,28168,13736,2821700359
"scan object's command line with YARA",68,0,85413140,1256075,899266,4323551,1186872,17454,17454,17454
"log file",248984,0,61373537,246,120,135259,7013510927,28168,13736,2821700359
"parse TAR archive",1,0,42675550,42675550,42675550,42675550,14628,14628,14628,14628
"parsing Firefox history",1,0,39797377,39797377,39797377,39797377,14628,14628,14628,14628
"parse authorized_keys format",1,0,36172750,36172750,36172750,36172750,14628,14628,14628,14628
"initialize process memory reader",68,0,9219188,135576,86445,195323,1186872,17454,17454,17454
"check process excludes",207,0,9181002,44352,220,577811,6305943909840,30463497148,17454,63089625232
"parse OLE format",14,0,8778663,627047,41699,1537515,204792,14628,14628,14628
"enrich finding with file information",45,0,8767399,194831,11131,658337,43241252,960916,4859,42608281
"log object",502,0,7710363,15359,2184,1139845,485579340230,967289522,4859,6677542147
"truncate long values",502,0,7404214,14749,621,333867,485579340230,967289522,4859,6677542147
"parse system crontab",3,0,7107451,2369150,7784,4657377,43884,14628,14628,14628
"analyze process connection",68,0,7085270,104195,2435,2534125,1186872,17454,17454,17454
"scan eBPF program with file YARA rules",1,0,2033700,2033700,2033700,2033700,11181,11181,11181,11181
"retrieve interesting process memory",68,0,1590156,23384,2554,79371,1186872,17454,17454,17454
"check for C2 IOCs",8,0,1431734,178966,95664,346511,133980,16747,14628,17454
"truncate unimportant process memory sections",68,0,1177444,17315,5482,54314,1186872,17454,17454,17454
"unpack UPX",3,0,1065523,355174,319370,423298,43884,14628,14628,14628
"check file mode",156,0,461956,2961,1042,4579,473668407802,3036335947,13736,6677542147
"log md5 to csv",38,0,441223,11611,120,42991,43149517,1135513,14628,42608281
"check for known evil services",156,0,390073,2500,1102,17124,473668407802,3036335947,13736,6677542147
"parse mail",5,0,89929,17985,10841,36318,73140,14628,14628,14628
"scan dependent files",35,0,13083,373,181,682,388943566,11112673,1148943,21875955
"check for port 0",6,0,10071,1678,902,2164,104724,17454,17454,17454
"check if profile is recent",1,0,5030,5030,5030,5030,4859,4859,4859,4859
"check for network pipes",6,0,3577,596,380,852,104724,17454,17454,17454
