Time_ms;Thor_WorkingSet_MB;Thor_Private_MB;Free_RAM_MB
1;112;112;10298
1029;208;208;10177
2050;255;255;10127
3071;280;280;10077
4093;344;344;9997
5120;337;337;9978
6149;413;413;9860
7174;486;486;9886
8197;371;371;10049
9217;424;424;9956
10238;460;460;9892
11259;386;386;9906
12280;431;431;9877
13301;437;437;9878
14321;462;462;9835
15341;482;482;9829
16363;649;649;9703
17383;683;683;9668
18404;731;731;9608
19424;739;739;9596
20446;779;779;9596
21477;810;810;9534
22499;794;794;9516
23520;880;880;9526
24544;946;946;9465
25564;977;977;9431
26586;1036;1036;9362
27607;893;893;9465
28627;923;923;9447
29648;812;812;9566
30666;870;870;9495
31686;879;879;9484
32707;908;908;9471
33727;963;963;9460
34748;935;935;9435
35769;1036;1036;9343
36789;949;949;9399
37809;944;944;9411
38831;947;947;9400
39854;939;939;9392
40875;992;992;9406
41896;1049;1049;9395
42917;962;962;9365
43937;921;921;9395
44959;970;970;9387
45980;929;929;9381
47000;972;972;9387
48022;951;951;9371
49043;1033;1033;9289
50064;965;965;9349
51085;994;994;9341
52111;1011;1011;9332
53131;991;991;9314
54153;950;950;9373
55172;932;932;9365
56192;967;967;9360
57214;1011;1011;9349
58234;978;978;9330
59255;932;932;9372
60277;928;928;9374
61297;921;921;9384
62317;924;924;9384
63337;911;911;9394
64358;915;915;9391
65379;915;915;9392
66399;915;915;9392
67419;909;909;9393
68437;876;876;9415
69456;876;876;9417
70474;858;858;9441
71494;858;858;9444
72512;860;860;9444
73531;825;825;9482
74550;825;825;9482
75568;826;826;9479
76586;826;826;9475
77605;826;826;9471
78624;826;826;9475
79644;826;826;9477
80663;830;830;9456
81684;830;830;9456
82705;830;830;9440
83725;830;830;9426
84745;830;830;9428
85767;830;830;9428
86788;830;830;9405
87809;830;830;9404
88830;830;830;9402
89852;830;830;9404
90872;830;830;9404
91892;830;830;9403
92914;830;830;9404
93935;830;830;9400
94956;830;830;9401
95975;830;830;9392
96997;830;830;9396
98018;830;830;9392
99039;830;830;9392
100060;830;830;9398
101081;868;868;9355
102100;869;869;9354
103120;876;876;9356
104140;1038;1038;9190
105161;1136;1136;9113
106180;1244;1244;9039
107200;1291;1291;8996
108219;1327;1327;8951
109239;1357;1357;8920
110258;1365;1365;8910
111291;1402;1402;8870
112328;1399;1399;8878
113347;1436;1436;8837
114367;1484;1484;8799
115387;1530;1530;8764
116407;1616;1616;8689
117428;1694;1694;8638
118459;1731;1731;8600
119481;2023;2023;8584
120502;2287;2287;8534
121522;2456;2456;8467
122544;2204;2204;8437
123566;2215;2215;8461
124587;2104;2104;8463
125608;2192;2192;8455
126630;2066;2066;8438
127652;1891;1891;8434
128676;1899;1899;8423
129702;1900;1900;8421
130729;1994;1994;8328
131754;2113;2113;8209
132775;2174;2174;8217
133796;2211;2211;8209
134816;2230;2230;8227
135837;2259;2259;8220
136857;2407;2407;8212
137879;2288;2288;8179
138903;2188;2188;8190
139924;2252;2252;8189
140946;2304;2304;8171
141966;2131;2131;8169
142988;2002;2002;8262
144014;2002;2002;8275
145036;1992;1992;8278
146060;1997;1997;8280
147081;1999;1999;8276
148105;2043;2043;8258
149131;2062;2062;8229
150152;1964;1964;8300
151178;1902;1902;8375
152205;1905;1905;8371
153226;1907;1907;8371
154249;1914;1914;8370
155271;1916;1916;8366
156295;1929;1929;8365
157316;1939;1939;8365
158337;1924;1924;8365
159359;1945;1945;8363
160380;1933;1933;8353
161402;1948;1948;8378
162422;1913;1913;8388
163443;1927;1927;8382
164465;1910;1910;8382
165489;1911;1911;8381
166511;1908;1908;8380
167533;1911;1911;8380
168557;1910;1910;8379
169582;1913;1913;8378
170614;1875;1875;8414
171638;2006;2006;8282
172659;2028;2028;8266
173680;2135;2135;8153
174702;2100;2100;8167
175724;2179;2179;8106
176745;2084;2084;8152
177769;2085;2085;8181
178797;1979;1979;8302
179816;2004;2004;8270
180838;2197;2197;8088
181866;2172;2172;8088
182893;2182;2182;8062
183919;2230;2230;8037
184947;2266;2266;8002
185971;2193;2193;8040
186994;2112;2112;8095
188041;2110;2110;8109
189063;2130;2130;8115
190084;2070;2070;8150
191106;2150;2150;8108
192131;2194;2194;8079
193167;2206;2206;8043
194189;2096;2096;8100
195211;2077;2077;8139
196233;2028;2028;8178
197256;2056;2056;8180
198280;1982;1982;8258
199305;1979;1979;8259
200333;1988;1988;8252
201357;1856;1856;8344
202380;1856;1856;8351
203406;1857;1857;8358
204431;1859;1859;8364
205453;1840;1840;8390
206476;1840;1840;8392
207500;1841;1841;8396
208524;1873;1873;8382
209551;1863;1863;8386
210574;1859;1859;8392
211597;1859;1859;8394
212621;1860;1860;8395
213644;1860;1860;8395
214671;1866;1866;8392
215697;1850;1850;8404
216721;1850;1850;8405
217743;1851;1851;8405
218768;1851;1851;8404
219795;1852;1852;8404
220819;1860;1860;8397
221843;1860;1860;8396
222867;1856;1856;8396
223892;1857;1857;8396
224915;1856;1856;8396
225946;1857;1857;8396
226969;1854;1854;8400
227995;1839;1839;8411
229019;1839;1839;8411
230047;1840;1840;8411
231069;1840;1840;8410
232094;1848;1848;8406
233120;1865;1865;8392
234144;1865;1865;8392
235171;1865;1865;8392
236195;1865;1865;8392
237218;1865;1865;8391
238244;1865;1865;8389
239268;1867;1867;8390
240289;1873;1873;8387
241311;2052;2052;8209
242336;2031;2031;8223
243361;2032;2032;8223
244383;2029;2029;8222
245407;2029;2029;8222
246432;2029;2029;8222
247459;2034;2034;8232
248481;1930;1930;8297
249506;1964;1964;8302
250529;1955;1955;8315
251554;1935;1935;8338
252579;1942;1942;8336
253605;1936;1936;8335
254632;1951;1951;8333
255655;1946;1946;8332
256680;1948;1948;8330
257702;1932;1932;8342
258726;2161;2161;8093
259762;2216;2216;8015
260785;2217;2217;8022
261806;2166;2166;8063
262828;2113;2113;8111
263849;2004;2004;8204
264870;0;0;10355
