hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",3425336,1829163,3711186981200,1083451,0,172350570800,292901084215000,85510175,0,273593603400
"scan with file YARA rules",55742,0,1155205167700,20724142,0,11228902800,93120592780400,1670564256,0,132334105700
"scan with meta YARA rules",95827,0,494378682300,5159075,0,11158818200,156656840365400,1634788111,0,132334105700
"scan with process YARA rules",119,0,221383687900,1860367125,0,17080149300,4100591010300,34458747985,0,96085142000
"scan object with YARA",99604,0,220902702900,2217809,0,6928826600,282843965658800,2839684808,0,96085142000
"parse CAB archive",26,0,136020473800,5231556684,0,100758928900,260763785500,10029376365,0,125043847100
"apply Sigma rules",2931060,0,80647013300,27514,0,42871600,3673871249726100,1253427514,0,132334105700
"scan process for malicious indicators",119,0,56409012400,474025314,1033700,17070244900,4100591010300,34458747985,0,96085142000
"parse file content",55742,0,55379077200,993489,0,3878987500,93120592780400,1670564256,0,132334105700
"parse GZIP archive",6632,0,49030728300,7393053,0,1105781900,5030694028700,758548556,0,128666174200
"parse log file",202,0,45969940000,227573960,0,16347129600,970379863100,4803860708,0,124680971500
"parse registry hive",383,0,42350877800,110576704,0,15530431800,776351288900,2027026863,0,61749371400
"parse Shim database",21,0,41399254800,1971393085,0,13438651600,183899433600,8757115885,0,56493949700
"parse ETL file",234,0,36960041300,157948894,4601500,16239600200,2785964707700,11905832084,0,91395423000
"parse ZIP archive",312,0,32543289500,104305415,0,14730130300,379783446800,1217254637,0,81741881100
"parse SHIM cache",2,0,25325525500,12662762750,8294646700,17030878800,0,0,0,0
"parse Amcache",4,0,22820090400,5705022600,0,22820090400,13267818000,3316954500,0,8152425600
"schedule scan for executed file",884,0,19026937700,21523685,0,4732347800,3557699496000,4024546941,0,33031797400
"check file excludes",24782,0,16553060700,667946,0,4108416100,13431355503600,541980288,0,78682381700
"parsing Chrome history",5,0,14934341200,2986868240,9463300,14816927200,1132733800,226546760,0,1073172000
"check file existence",107715,0,11400291100,105837,0,8010900,169228714556600,1571078443,0,132334105700
"apply handle IOCs",6415,0,11260701500,1755370,0,2568539000,8031623333300,1252006754,0,76039929500
"parse CHM file",23,0,11024512600,479326634,43372700,1200535000,27139046200,1179958530,0,7902877700
"scan object's command line with YARA",119,0,9006511600,75684971,0,3483610400,4100591010300,34458747985,0,96085142000
"check process excludes",133,0,7379568300,55485475,0,3398663400,4364885854300,32818690633,0,96085142000
"scan SHIM cache entry for executed file",884,0,7290749400,8247454,0,4108416100,3557699496000,4024546941,0,33031797400
"check if file was already scanned",106539,0,6491792900,60933,0,6270100,168504030033800,1581618280,0,132334105700
"add meta information",21047,0,6308526000,299735,0,992823900,11651926296500,553614590,0,78682381700
"check for suspicious locations",885,0,6214147000,7021635,0,5801056400,3557700017100,4020000019,0,33031797400
"scan entry",726,0,4903066400,6753534,0,1155438700,3823709267000,5266817172,691272800,35686587000
"analyze prefetch file",343,0,4545207600,13251334,0,1469482800,2484135934800,7242378818,0,54471965300
"extract process handles",119,0,3063154200,25740791,7055600,1437774800,4100591010300,34458747985,0,96085142000
"parse RAR archive",15,0,2542466100,169497740,0,1985035200,270949534100,18063302273,0,81737611400
"check with STIX IOCs",1150037,0,1742271100,1514,0,16187800,447516048381700,389131870,0,132334105700
"enrich finding with file information",335,0,1614887900,4820560,0,297463300,171448308700,511785996,0,40401690100
"check if object should be logged",2931060,0,1387050400,473,0,5667100,3673871249726100,1253427514,0,132334105700
"parse Atjobs file",237,0,1257670400,5306626,0,204647000,614049820000,2590927510,0,26059955800
"apply false positive filters",2931060,0,1242427700,423,0,14733200,3673871249726100,1253427514,0,132334105700
"log object",73761,0,1117405600,15149,0,12803700,146669857002100,1988447241,0,132334105700
"parse PowerShell module cache",1,0,1112319100,1112319100,1112319100,1112319100,0,0,0,0
"limit frequent matches",2931060,0,947208000,323,0,2540800,3673871249726100,1253427514,0,132334105700
"parse OLE format",22,0,600591100,27299595,0,207231500,129663510900,5893795950,0,42726460000
"parse ESE database",8,0,499784100,62473012,0,399045100,2754594500,344324312,0,1673763500
"scan scheduled task image",180,0,480763100,2670906,0,198376200,61126202700,339590015,0,634515700
"apply hash IOCs",55742,0,468317600,8401,0,2081200,93120592780400,1670564256,0,132334105700
"check size",1094295,0,447075700,408,0,2538200,354395455601300,323857328,0,61749371400
"parse SRUM database",1,0,443918700,443918700,443918700,443918700,28216800,28216800,28216800,28216800
"search for Cobalt Strike beacons",81173,0,379024200,4669,0,2547900,136662584726100,1683596574,0,132334105700
"store time information about deep scan",55742,0,351396300,6303,0,2520000,93120592780400,1670564256,0,132334105700
"deduplicate reasons",95827,0,287603100,3001,0,5353000,156656840365400,1634788111,0,132334105700
"check for suspicious event ID",297502,0,230528900,774,0,2541300,778388485031400,2616414293,0,91395423000
"check if deep scan is needed",95827,0,180259700,1881,0,2519600,156656840365400,1634788111,0,132334105700
"parse WMI persistence file",1,0,99058800,99058800,99058800,99058800,6878471500,6878471500,6878471500,6878471500
"extract process environment variables",119,0,93017800,781662,0,28362400,4100591010300,34458747985,0,96085142000
"check if maximum file size is exceeded",95827,0,75476600,787,0,3210600,156656840365400,1634788111,0,132334105700
"fill in interesting content",95827,0,57171400,596,0,2512400,156656840365400,1634788111,0,132334105700
"truncate long values",2476,0,53014400,21411,0,2509300,7981208866900,3223428459,0,96085142000
"log found WER report",12,0,41561000,3463416,1103300,7993700,2174091700,181174308,0,1251124700
"check for webserver directory",6415,0,33922800,5288,0,2078100,8031623333300,1252006754,0,76039929500
"log file",95827,0,25075800,261,0,2015200,156656840365400,1634788111,0,132334105700
"parse LNK format",184,0,23217900,126184,0,3093900,1024955008200,5570407653,0,52956235500
"parse jumplist file",11,0,18308200,1664381,0,6405500,328248500,29840772,0,98457300
"compare to ThorDB",1,0,15301100,15301100,15301100,15301100,521100,521100,521100,521100
"compare cache to last scan",2,0,14850200,7425100,6047400,8802800,300133900,150066950,0,300133900
"scan with pipe IOCs",41,0,14546100,354782,0,2253800,446507400,10890424,0,19660200
"check for C2 IOCs",33,0,13003100,394033,0,3194400,12026247600,364431745,0,1073172000
"WER",12,0,5849200,487433,0,1574600,2174091700,181174308,0,1251124700
"retrieve interesting process memory",119,0,5285000,44411,0,563100,4100591010300,34458747985,0,96085142000
"analyze process connection",119,0,4670500,39247,0,2036900,4100591010300,34458747985,0,96085142000
"initialize process memory reader",119,0,4311400,36230,0,1009800,4100591010300,34458747985,0,96085142000
"truncate unimportant process memory sections",110,0,2621200,23829,0,531900,3880687895200,35278980865,0,96085142000
"check for service overlap",683,0,2580100,3777,0,1529500,17286664900,25309904,0,165756000
"parse EVTX file",179,0,2184700,12205,0,565600,723145344300,4039918124,0,68044949900
"check service permissions",688,0,2102300,3055,0,2102300,3180529100,4622862,0,175814300
"check for known suspicious indicators",5,0,1576000,315200,0,536400,2606500,521300,0,2606500
"scan network share metadata",3,0,1557300,519100,519100,519100,0,0,0,0
"check for suspicious user",1,0,540900,540900,540900,540900,0,0,0,0
"parse Microsoft Defender Protection log",9,0,527700,58633,0,527700,243241300,27026811,0,241226300
"log md5 to csv",6,0,520600,86766,0,520600,28237414000,4706235666,0,27120178100
"check for unusual last logon",5,0,519800,103960,0,519800,2606500,521300,0,2606500
"check for network pipes",15,0,0,0,0,0,2348186500,156545766,0,521424600
"check for empty SHIM cache",2,0,0,0,0,0,300133900,150066950,0,300133900
"check for known malicious patterns",1,0,0,0,0,0,4037700,4037700,4037700,4037700
"check for golden ticket",1,0,0,0,0,0,0,0,0,0
"check permissions on file",1,0,0,0,0,0,521100,521100,521100,521100
"check for port 0",15,0,0,0,0,0,2348186500,156545766,0,521424600
"check if profile is recent",3,0,0,0,0,0,0,0,0,0
"scan started image",9,0,0,0,0,0,760386600,84487400,76590600,102045600
