Time_ms;Thor_WorkingSet_MB;Thor_Private_MB;Free_RAM_MB
1;114;114;10296
1030;210;210;10196
2052;261;261;10122
3074;290;290;10090
4096;329;329;9981
5118;350;350;9973
6141;475;475;9953
7163;560;560;9858
8186;497;497;9953
9207;446;446;9934
10229;522;522;9883
11253;566;566;9831
12275;475;475;9809
13296;495;495;9815
14319;513;513;9791
15341;549;549;9761
16362;689;689;9607
17383;766;766;9545
18410;790;790;9508
19431;799;799;9494
20454;813;813;9500
21476;901;901;9425
22497;839;839;9446
23517;987;987;9429
24540;1066;1066;9347
25562;1090;1090;9320
26585;1130;1130;9265
27607;1193;1193;9191
28629;1032;1032;9314
29651;1008;1008;9340
30672;833;833;9497
31692;822;822;9473
32714;836;836;9459
33734;864;864;9435
34755;876;876;9451
35776;870;870;9433
36797;846;846;9437
37817;899;899;9369
38839;875;875;9411
39859;863;863;9404
40880;850;850;9405
41901;886;886;9413
42922;934;934;9414
43944;872;872;9398
44965;836;836;9424
45988;884;884;9416
47010;856;856;9399
48032;864;864;9400
49053;874;874;9402
50073;908;908;9349
51094;850;850;9397
52115;887;887;9387
53135;888;888;9397
54157;858;858;9393
55178;870;870;9397
56198;841;841;9415
57219;883;883;9405
58241;860;860;9397
59263;890;890;9375
60284;915;915;9374
61305;890;890;9363
62326;881;881;9376
63347;881;881;9378
64368;881;881;9380
65388;878;878;9381
66410;878;878;9383
67431;869;869;9392
68449;855;855;9404
69468;870;870;9383
70487;821;821;9417
71507;821;821;9423
72526;803;803;9466
73545;799;799;9474
74565;805;805;9465
75585;807;807;9468
76604;807;807;9462
77624;803;803;9467
78642;803;803;9470
79661;803;803;9473
80679;731;731;9530
81698;736;736;9532
82720;736;736;9537
83741;736;736;9533
84763;736;736;9526
85784;736;736;9527
86805;736;736;9521
87827;736;736;9506
88849;736;736;9512
89871;736;736;9510
90893;736;736;9505
91915;736;736;9505
92936;736;736;9504
93958;736;736;9498
94979;736;736;9508
96001;736;736;9488
97023;736;736;9491
98045;736;736;9490
99066;736;736;9489
100087;736;736;9485
101109;736;736;9489
102131;736;736;9484
103152;795;795;9453
104172;804;804;9453
105195;1010;1010;9281
106215;1015;1015;9274
107235;1149;1149;9154
108255;1180;1180;9122
109275;1215;1215;9089
110295;1245;1245;9050
111315;1274;1274;9026
112335;1418;1418;8881
113355;1420;1420;8880
114375;1466;1466;8830
115395;1516;1516;8777
116415;1516;1516;8776
117435;1545;1545;8754
118455;1607;1607;8706
119481;1743;1743;8604
120503;1927;1927;8577
121526;2054;2054;8578
122548;2176;2176;8524
123569;2053;2053;8500
124591;2124;2124;8513
125613;2041;2041;8507
126634;2149;2149;8483
127656;1826;1826;8497
128678;1819;1819;8506
129703;1820;1820;8505
130747;1819;1819;8495
131774;1832;1832;8493
132795;1833;1833;8492
