Time_ms;Thor_WorkingSet_MB;Thor_Private_MB;Free_RAM_MB
2;111;111;10295
1034;208;208;10179
2056;239;239;10138
3080;286;286;10089
4101;326;326;10019
5129;340;340;10016
6170;465;465;9964
7196;542;542;9889
8220;372;372;10055
9244;456;456;9951
10266;487;487;9922
11287;445;445;9896
12309;492;492;9839
13329;499;499;9835
14351;519;519;9815
15373;578;578;9745
16395;740;740;9630
17417;770;770;9573
18438;796;796;9554
19460;848;848;9499
20490;857;857;9490
21514;915;915;9420
22536;871;871;9437
23558;932;932;9471
24579;1010;1010;9390
25600;1047;1047;9347
26623;1096;1096;9290
27644;997;997;9357
28667;1006;1006;9324
29689;852;852;9452
30708;907;907;9413
31731;985;985;9364
32751;1106;1106;9302
33778;1042;1042;9279
34799;983;983;9305
35818;1100;1100;9302
36843;1133;1133;9207
37867;1032;1032;9237
38887;1090;1090;9239
39911;1088;1088;9210
40938;1078;1078;9194
41962;1053;1053;9208
42984;1127;1127;9192
44005;1063;1063;9179
45033;1061;1061;9181
46055;1061;1061;9183
47074;1061;1061;9185
48095;1056;1056;9190
49116;1056;1056;9191
50136;1056;1056;9191
51156;1056;1056;9192
52175;1056;1056;9192
53193;973;973;9290
54213;973;973;9292
55232;974;974;9290
56250;909;909;9364
57269;909;909;9368
58287;848;848;9409
59306;848;848;9406
60324;855;855;9404
61344;855;855;9391
62363;857;857;9384
63385;810;810;9422
64404;799;799;9442
65423;799;799;9448
66442;768;768;9478
67464;768;768;9485
68486;768;768;9476
69507;768;768;9482
70529;768;768;9469
71550;768;768;9474
72572;768;768;9441
73594;768;768;9449
74616;768;768;9443
75637;768;768;9446
76659;768;768;9447
77680;768;768;9447
78702;768;768;9450
79723;768;768;9461
80745;768;768;9458
81766;768;768;9454
82786;768;768;9458
83808;768;768;9463
84831;768;768;9459
85852;768;768;9449
86873;768;768;9440
87894;806;806;9455
88914;806;806;9454
89935;1124;1124;9176
90954;1131;1131;9180
91975;1295;1295;9029
92995;1396;1396;8919
94014;1513;1513;8806
95035;1523;1523;8799
96055;1579;1579;8729
97075;1627;1627;8698
98095;1643;1643;8686
99116;1691;1691;8629
100136;1694;1694;8628
101156;1932;1932;8406
102177;1927;1927;8403
103197;2095;2095;8231
104223;2206;2206;8125
105258;2562;2562;8088
106285;2918;2918;8084
107306;3200;3200;7965
108331;2715;2715;7920
109361;2839;2839;7907
110390;2557;2557;7895
111421;2537;2537;7919
112455;2734;2734;7940
113489;2924;2924;7922
114518;2895;2895;7900
115540;2436;2436;7894
116571;2528;2528;7803
117605;2651;2651;7729
118631;2606;2606;7709
119656;2550;2550;7781
120688;2581;2581;7756
121713;2589;2589;7753
122737;2598;2598;7743
123782;2548;2548;7770
124815;2547;2547;7775
125843;2525;2525;7785
126874;2581;2581;7780
127896;2522;2522;7782
128922;2525;2525;7782
129948;2524;2524;7782
130977;2523;2523;7787
132004;2549;2549;7778
133035;2639;2639;7674
134072;2896;2896;7348
135120;2933;2933;7360
136143;2919;2919;7373
137170;2920;2920;7375
138200;3078;3078;7208
139229;3075;3075;7186
140260;3009;3009;7249
141286;2997;2997;7266
142310;3041;3041;7235
143336;3003;3003;7245
144361;3006;3006;7243
145386;2889;2889;7349
146421;2897;2897;7355
147448;2898;2898;7358
148479;2889;2889;7379
149505;2660;2660;7564
150537;2670;2670;7574
151561;2677;2677;7563
152588;2683;2683;7566
153619;2691;2691;7560
154646;2769;2769;7493
155677;2757;2757;7481
156706;2758;2758;7477
157733;2752;2752;7477
158765;2767;2767;7465
159793;2764;2764;7473
160817;2744;2744;7485
161844;2740;2740;7498
162870;2741;2741;7501
163898;2739;2739;7509
164922;2738;2738;7512
165951;2768;2768;7503
166979;2771;2771;7502
168005;2785;2785;7490
169035;2554;2554;7671
170068;2555;2555;7675
171095;2566;2566;7669
172130;2601;2601;7638
173156;2712;2712;7538
174189;2776;2776;7476
175216;2843;2843;7415
176245;2893;2893;7360
177272;2923;2923;7322
178301;2830;2830;7392
179326;2770;2770;7447
180353;2773;2773;7463
181379;2783;2783;7466
182409;2783;2783;7466
183435;2550;2550;7686
184465;2555;2555;7686
185491;2563;2563;7686
186521;2563;2563;7686
187548;2559;2559;7686
188575;2557;2557;7690
189602;2558;2558;7690
190637;2577;2577;7697
191666;2545;2545;7717
192695;2552;2552;7713
193732;2552;2552;7715
194757;2552;2552;7717
195782;2554;2554;7717
196805;2617;2617;7653
197829;2656;2656;7610
198866;2657;2657;7610
199896;2655;2655;7613
200927;2655;2655;7612
201954;2658;2658;7612
202979;2663;2663;7610
204003;2683;2683;7600
205029;2605;2605;7647
206055;2620;2620;7645
207084;2650;2650;7625
208113;2635;2635;7640
209140;2645;2645;7627
210162;2640;2640;7625
211187;2621;2621;7628
212211;2610;2610;7645
213239;3082;3082;7191
214263;3106;3106;7157
215285;3106;3106;7150
216305;2937;2937;7293
217326;2933;2933;7297
218347;2935;2935;7297
219367;2939;2939;7295
220387;3029;3029;7198
221409;0;0;10399
222427;0;0;10414
