hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",1273853,1273460,628963117218,493748,3647,21167063355,30130637749385,23653151,0,522652598770
"scan with file YARA rules",105849,0,256799453021,2426092,942759,3500428009,6490596470,61319,6022,4589170264
"schedule scan for symlink target",59432,0,119256805582,2006609,15910,17327724582,5163528955,86881,6022,4622530897
"scan with meta YARA rules",249033,0,61017041470,245015,83980,41754802,12187117429,48937,6022,4622530897
"scan with process YARA rules",68,0,58323208601,857694244,36654088,3924935281,460564,6773,6773,6773
"scan object with YARA",49633,0,51598762321,1039605,324219,13634779,298823704230,6020665,6022,6391957486
"parse GZIP archive",10164,0,47714895878,4694499,101673,2535697860,61207608,6022,6022,6022
"parse ZIP archive",190,0,44526683119,234350963,3503456,17262434105,1144180,6022,6022,6022
"apply Sigma rules",995226,0,39874441045,40065,7005,42028295,304518065276,305978,6022,6391957486
"parse log file",135,0,24899295976,184439229,1623,2360806340,812970,6022,6022,6022
"parse file content",105849,0,9773889147,92338,2465,483125676,6490596470,61319,6022,4589170264
"compare to ThorDB",156,0,4607481974,29535140,25345026,36240921,280228752195,1796338155,13405,6391957486
"check file excludes",90286,0,4466148143,49466,120,5139178,16666296452,184594,6022,4622530897
"parse journald format",5,0,2800449275,560089855,56791056,2066486990,30110,6022,6022,6022
"add meta information",45268,0,2493617991,55085,2044,4047334,10960044599,242114,6022,4622530897
"check file existence",308864,0,1664810534,5390,201,345229,17982573168,58221,6022,4622530897
"scan process for malicious indicators",68,0,1446092179,21266061,197177,176265654,460564,6773,6773,6773
"schedule scan for executable",156,0,1129969076,7243391,12876,164382858,280228752195,1796338155,13405,6391957486
"check with STIX IOCs",105849,0,1069420868,10103,892,253735,6490596470,61319,6022,4589170264
"extract process environment variables",68,0,916736901,13481425,166999,24191436,460564,6773,6773,6773
"extract process handles",68,0,797507740,11728055,2084788,97392447,460564,6773,6773,6773
"check if file was already scanned",308731,0,676738673,2192,109,26658564,17981772242,58244,6022,4622530897
"search for Cobalt Strike beacons",179830,0,625201973,3476,792,243194,6964798580,38729,6022,4589170264
"check if object should be logged",995226,0,577347348,580,230,262260,304518065276,305978,6022,6391957486
"apply hash IOCs",105849,0,524252100,4952,1323,67039,6490596470,61319,6022,4589170264
"parse TARGZ archive",1,0,459999222,459999222,459999222,459999222,6022,6022,6022,6022
"apply false positive filters",995226,0,366272707,368,191,80734,304518065276,305978,6022,6391957486
"deduplicate reasons",249033,0,341828246,1372,150,146900,12187117429,48937,6022,4622530897
"limit frequent matches",995226,0,318386840,319,129,104159,304518065276,305978,6022,6391957486
"store time information about deep scan",105849,0,311688559,2944,1052,57179,6490596470,61319,6022,4589170264
"check if deep scan is needed",249033,0,297026118,1192,190,88979,12187117429,48937,6022,4622530897
"check if maximum file size is exceeded",249033,0,150846266,605,161,63141,12187117429,48937,6022,4622530897
"fill in interesting content",249033,0,104943893,421,160,174163,12187117429,48937,6022,4622530897
"scan object's command line with YARA",68,0,76871026,1130456,879788,3891416,460564,6773,6773,6773
"log file",249033,0,64107514,257,120,401606,12187117429,48937,6022,4622530897
"parse TAR archive",1,0,55240838,55240838,55240838,55240838,6022,6022,6022,6022
"parsing Firefox history",1,0,44313907,44313907,44313907,44313907,6022,6022,6022,6022
"parse authorized_keys format",1,0,33538041,33538041,33538041,33538041,6022,6022,6022,6022
"parse system crontab",3,0,16487483,5495827,8425,10080407,18066,6022,6022,6022
"truncate long values",502,0,10951644,21816,551,3475432,287832633668,573371780,6022,6391957486
"parse OLE format",14,0,10174799,726771,51148,2209216,84308,6022,6022,6022
"check process excludes",207,0,9886667,47761,200,527326,3185537614822,15389070603,6773,62476913419
"initialize process memory reader",68,0,9596230,141121,86276,188569,460564,6773,6773,6773
"enrich finding with file information",45,0,8870148,197114,12163,463614,28919138,642647,6022,28643482
"analyze process connection",68,0,7149558,105140,2415,2235586,460564,6773,6773,6773
"log object",502,0,6603949,13155,1052,620144,287832633668,573371780,6022,6391957486
"scan eBPF program with file YARA rules",1,0,2331850,2331850,2331850,2331850,13997,13997,13997,13997
"retrieve interesting process memory",68,0,1701761,25025,2986,95373,460564,6773,6773,6773
"check for C2 IOCs",8,0,1220028,152503,78871,296766,52682,6585,6022,6773
"unpack UPX",3,0,1186734,395578,345539,451502,18066,6022,6022,6022
"truncate unimportant process memory sections",68,0,1095800,16114,5431,52220,460564,6773,6773,6773
"log md5 to csv",38,0,501276,13191,120,59002,28866296,759639,6022,28643482
"check for known evil services",156,0,410643,2632,892,13596,280228752195,1796338155,13405,6391957486
"check file mode",156,0,397781,2549,1013,18275,280228752195,1796338155,13405,6391957486
"parse mail",5,0,102857,20571,12553,33704,30110,6022,6022,6022
"scan dependent files",35,0,20927,597,230,1833,621562188,17758919,1371106,28443239
"check for port 0",6,0,12814,2135,741,5700,40638,6773,6773,6773
"check if profile is recent",1,0,10800,10800,10800,10800,9327,9327,9327,9327
"check for network pipes",6,0,3545,590,300,922,40638,6773,6773,6773
