hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",1273643,839021,894392228861,702231,0,54232791201,363420191962979,285339135,0,21212154674
"scan with file YARA rules",105882,0,307593015521,2905054,1177226,4355196805,154326148629078,1457529595,11092,21200042491
"scan with meta YARA rules",249135,0,95037784410,381471,90713,2956387157,297790627095495,1195298240,11092,21200042491
"scan object with YARA",49378,0,75099972701,1520919,346541,2753936324,129605245293703,2624756881,3958,21200042491
"scan with process YARA rules",68,0,62171068215,914280414,39351496,4291821352,629519440989,9257638838,26691,20916865515
"schedule scan for symlink target",59490,0,44854688551,753987,7485,10584112792,41843242434208,703365984,11092,21179417902
"apply Sigma rules",995009,0,41029498348,41235,7063,14301761,2102493354429066,2113039534,3958,21200042491
"parse GZIP archive",10164,0,32605827831,3207972,60636,1991637893,15754558025445,1550035224,11092,9542563326
"parse log file",135,0,32518136778,240875087,1963,2978575500,289929523551,2147626100,11092,5231792804
"parse ZIP archive",190,0,31653955184,166599764,314289,10507711202,623094166411,3279442981,11092,6099602795
"compare to ThorDB",156,0,20787094865,133250608,45081129,185627880,395576465109,2535746571,12404,5103346733
"scan object's command line with YARA",68,0,17982203780,264444173,797402,3185302976,629519440989,9257638838,26691,20916865515
"parse file content",105882,0,9898785222,93488,1412,503360210,154326148629078,1457529595,11092,21200042491
"scan process for malicious indicators",68,0,7416589525,109067493,91966,3289075668,629519440989,9257638838,26691,20916865515
"extract process environment variables",68,0,6913249930,101665440,114018,2769845193,629519440989,9257638838,26691,20916865515
"check file excludes",90344,0,4844361453,53621,140,261049329,120910003434834,1338329091,11092,21206128455
"parse journald format",5,0,3396285032,679257006,46020963,2407736057,4332834859,866566971,655809744,1307820640
"add meta information",45014,0,1949489794,43308,2254,34496952,86846697980653,1929326386,11092,21200042491
"check file existence",308972,0,1774916976,5744,150,1970932,341087232666710,1103942210,11092,21206128455
"check with STIX IOCs",105882,0,1017697846,9611,722,2405580,154326148629078,1457529595,11092,21200042491
"check if file was already scanned",308840,0,969769172,3140,109,29505587,340902934889281,1103817299,11092,21206128455
"check if object should be logged",995009,0,677517748,680,230,3208092,2102493354429066,2113039534,3958,21200042491
