hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",1273504,541322,1382317339136,1085444,0,21112963724,53761532762062,42215440,0,5063098476
"scan with file YARA rules",105882,0,469322784988,4432507,1412025,4854897651,21450962473906,202593098,8797,5063098476
"scan with meta YARA rules",249151,0,218912693106,878634,102635,4836411663,41236275257623,165507163,8797,5063098476
"scan object with YARA",50292,0,136091003694,2706016,380327,3061750725,13650629302670,271427449,3696,5063098476
"scan with process YARA rules",68,0,71673395870,1054020527,61389563,5316384974,4061530286,59728386,15018,727620223
"apply Sigma rules",994869,0,63542654187,63870,7024,43790918,226324627606531,227491888,3286,5063098476
"parse log file",135,0,52591640250,389567705,1412,3712591909,36527430991,270573562,8797,1009234188
"compare to ThorDB",156,0,52318948564,335377875,49202855,374354353,377288225292,2418514264,10870,5053462599
"parse GZIP archive",10164,0,40788553965,4013041,42401,3045983717,2344029009790,230620721,8797,1172022973
"schedule scan for symlink target",59507,0,37138381082,624101,7514,9443438264,6682343838079,112295088,8797,4778199846
"check file excludes",90361,0,19683028042,217826,111,230682770,17062511841557,188826062,8797,5063098476
"parse ZIP archive",190,0,19455202117,102395800,161798,9357048262,74079805047,389893710,8797,705736933
"parse file content",105882,0,18655039829,176187,1895,682192931,21450962473906,202593098,8797,5063098476
"add meta information",45929,0,8719194751,189840,1914,2510612219,11976635274594,260764120,8797,5063098476
"scan object's command line with YARA",68,0,7787172738,114517246,845373,3420028149,4061530286,59728386,15018,727620223
"check if file was already scanned",308857,0,3497355312,11323,100,63617644,47727249710908,154528632,8797,5063098476
"check process excludes",207,0,3179304683,15358959,200,845695280,8925434288,43118040,7324,1105762216
"scan process for malicious indicators",68,0,2717472983,39962837,69072,2496157985,4061530286,59728386,15018,727620223
"parse journald format",5,0,2703750180,540750036,20583079,1615681653,392143822,78428764,56286322,123900485
"check file existence",308990,0,2449515775,7927,120,5822040,47768144176291,154594466,8797,5063098476
"check with STIX IOCs",105882,0,1382588595,13057,892,6388771,21450962473906,202593098,8797,5063098476
"check if object should be logged",994869,0,819033712,823,201,5395736,226324627606531,227491888,3286,5063098476
"search for Cobalt Strike beacons",179867,0,773374212,4299,731,4504777,32788982935890,182295712,8797,5063098476
"apply hash IOCs",105882,0,753333367,7114,2454,4654863,21450962473906,202593098,8797,5063098476
"store time information about deep scan",105882,0,583328917,5509,621,18500075,21450962473906,202593098,8797,5063098476
"apply false positive filters",994869,0,534370235,537,190,6646844,226324627606531,227491888,3286,5063098476
"limit frequent matches",994869,0,496207064,498,130,4033307,226324627606531,227491888,3286,5063098476
"deduplicate reasons",249151,0,489647156,1965,110,2967383,41236275257623,165507163,8797,5063098476
"log object",502,0,346023623,689290,1192,15549334,397393666323,791620849,8797,5053462599
"check if deep scan is needed",249151,0,340089450,1364,160,2993202,41236275257623,165507163,8797,5063098476
"check if maximum file size is exceeded",249151,0,173008246,694,111,4044659,41236275257623,165507163,8797,5063098476
"parse TARGZ archive",1,0,161717081,161717081,161717081,161717081,45498947,45498947,45498947,45498947
"fill in interesting content",249151,0,135949513,545,150,2754496,41236275257623,165507163,8797,5063098476
"log file",249151,0,82872020,332,100,2928007,41236275257623,165507163,8797,5063098476
"parse authorized_keys format",1,0,36768908,36768908,36768908,36768908,274136835,274136835,274136835,274136835
"extract process handles",68,0,33111298,486930,231723,2017310,4061530286,59728386,15018,727620223
"extract process environment variables",68,0,19838611,291744,117855,2153559,4061530286,59728386,15018,727620223
"parse system crontab",3,0,18803505,6267835,11341,18744061,160554091,53518030,35188241,65837790
"enrich finding with file information",45,0,17354785,385661,21400,2492006,9407596233,209057694,8797,3650195174
"initialize process memory reader",68,0,12315885,181115,88690,768055,4061530286,59728386,15018,727620223
"parse OLE format",14,0,10936492,781178,73490,5232886,5857618155,418401296,8797,715441572
"truncate long values",502,0,10549949,21015,611,2060051,397393666323,791620849,8797,5053462599
"parsing Firefox history",1,0,10437398,10437398,10437398,10437398,276905548,276905548,276905548,276905548
"parse TAR archive",1,0,6785389,6785389,6785389,6785389,64622040,64622040,64622040,64622040
"schedule scan for executable",156,0,3890695,24940,12525,64904,377288225292,2418514264,10870,5053462599
"truncate unimportant process memory sections",68,0,2104081,30942,5441,959933,4061530286,59728386,15018,727620223
"check for C2 IOCs",8,0,1869146,233643,68771,764288,847484894,105935611,5070,354723541
"scan eBPF program with file YARA rules",1,0,1684855,1684855,1684855,1684855,13366,13366,13366,13366
"log md5 to csv",38,0,1648944,43393,140,1173980,4709917691,123945202,8797,405939319
"retrieve interesting process memory",68,0,1562437,22977,2625,72458,4061530286,59728386,15018,727620223
"unpack UPX",3,0,1304158,434719,346982,571360,1225507810,408502603,228504573,591063918
"analyze process connection",68,0,1277185,18782,2004,577001,4061530286,59728386,15018,727620223
"check file mode",156,0,268158,1718,832,5050,377288225292,2418514264,10870,5053462599
"check for known evil services",156,0,241132,1545,1031,5450,377288225292,2418514264,10870,5053462599
"parse mail",5,0,107343,21468,11811,40177,1877907779,375581555,208824137,657200719
"scan dependent files",35,0,20404,582,190,1272,75094483,2145556,10259,4730788
"check for port 0",6,0,18638,3106,1925,4920,215855805,35975967,5070,108444728
"check if profile is recent",1,0,9408,9408,9408,9408,10419,10419,10419,10419
"check for network pipes",6,0,7207,1201,682,2036,215855805,35975967,5070,108444728
