hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",3426961,3421164,3769009122400,1099810,0,733842611000,228056592787100,66547764,0,1954318984200
"scan with file YARA rules",55687,0,911466449600,16367670,0,9014458400,2237660502900,40182816,0,189009268500
"scan with process YARA rules",119,0,201210593700,1690845325,0,14831197200,13425563428100,112819860740,513200,216762277400
"parse CAB archive",26,0,143994889000,5538264961,2008400,101782517500,0,0,0,0
"scan object with YARA",98858,0,99896308300,1010503,0,367952000,432936928743100,4379381827,0,216762277400
"scan with meta YARA rules",95733,0,77818950000,812874,0,42875600,2267422246200,23684855,0,189009268500
"apply Sigma rules",2932718,0,72256629500,24638,0,43662000,494381831581200,168574623,0,216762277400
"parse GZIP archive",6632,0,67646709200,10200046,0,959469800,0,0,0,0
"parse registry hive",383,0,55469132200,144828021,0,23874051100,0,0,0,0
"parse log file",212,0,50560084400,238490964,0,16859852800,0,0,0,0
"parse Shim database",21,0,49257153500,2345578738,8051000,12678138900,0,0,0,0
"parse file content",55687,0,41674036000,748362,0,2708687400,2237660502900,40182816,0,189009268500
"parse ZIP archive",312,0,41661855600,133531588,0,22468746600,0,0,0,0
"parse ETL file",237,0,39728798500,167632061,6952300,19955960800,0,0,0,0
"parse SHIM cache",2,0,22122964900,11061482450,780314100,21342650800,0,0,0,0
"schedule scan for executed file",884,0,20586719500,23288144,0,4493076600,0,0,0,0
"parsing Chrome history",5,0,14404799800,2880959960,8209300,14338871100,0,0,0,0
"parse Amcache",4,0,12922070400,3230517600,0,12922070400,0,0,0,0
"parse CHM file",23,0,12055759500,524163456,119331000,1076187000,0,0,0,0
"parse OLE format",22,0,8347570300,379435013,6032100,7155463900,0,0,0,0
"check file existence",107594,0,6756060100,62792,0,5536300,9802552703400,91106871,0,213409305000
"add meta information",21027,0,5038009700,239597,0,824814500,2267422246200,107833844,0,189009268500
"extract process handles",119,0,4744215400,39867356,6118700,490356300,13425563428100,112819860740,513200,216762277400
"scan entry",710,0,4316732200,6079904,0,3725182600,0,0,0,0
"check if file was already scanned",106439,0,4092611200,38450,0,3584400,9769031827800,91780567,0,213409305000
"parse RAR archive",15,0,3740161900,249344126,0,1903508600,0,0,0,0
"analyze prefetch file",343,0,3616728200,10544397,1011500,640223100,0,0,0,0
"check file excludes",24766,0,3081660000,124431,0,1544541900,9802552703400,395806860,0,213409305000
"extract process environment variables",119,0,1930302000,16221025,0,46511400,13425563428100,112819860740,513200,216762277400
"parse PowerShell module cache",1,0,1721641200,1721641200,1721641200,1721641200,0,0,0,0
"check with STIX IOCs",1149027,0,1611609800,1402,0,3243800,2377396375900,2069051,0,189009268500
"check if object should be logged",2932718,0,1400738800,477,0,4217600,494381831581200,168574623,0,216762277400
"scan process for malicious indicators",119,0,1344377200,11297287,1039600,190281700,13425563428100,112819860740,513200,216762277400
"apply false positive filters",2932718,0,1184539900,403,0,2663300,494381831581200,168574623,0,216762277400
"enrich finding with file information",333,0,1170885900,3516173,0,185706100,79365876900,238335966,0,29761743300
"scan scheduled task image",180,0,1046343800,5813021,0,204520900,166285660600,923809225,0,1942307600
"log object",73677,0,1006167100,13656,0,22837800,17010985994600,230885975,0,216762277400
"parse Atjobs file",237,0,915441600,3862622,0,10087200,0,0,0,0
"limit frequent matches",2932718,0,854866500,291,0,4022100,494381831581200,168574623,0,216762277400
"apply hash IOCs",55687,0,446014100,8009,0,2561200,2237660502900,40182816,0,189009268500
"parse ESE database",8,0,438523400,54815425,0,352442700,0,0,0,0
"search for Cobalt Strike beacons",81107,0,400104300,4933,0,2985800,15663223931000,193118028,0,216762277400
"check size",1093340,0,393389400,359,0,2964500,139735873000,127806,0,139735873000
"parse SRUM database",1,0,343022600,343022600,343022600,343022600,0,0,0,0
"apply handle IOCs",6337,0,339863000,53631,0,3746200,206253940915400,32547568394,513200,201985320100
"store time information about deep scan",55687,0,334666000,6009,0,17322400,2237660502900,40182816,0,189009268500
"deduplicate reasons",95733,0,265610600,2774,0,2528100,2267422246200,23684855,0,189009268500
"scan started image",9,0,248585200,27620577,0,225501500,33836892300,3759654700,3759654700,3759654700
"check for suspicious event ID",299250,0,240105900,802,0,14497000,75848534150100,253462102,0,16572166000
"check for suspicious locations",885,0,210840000,238237,0,12702200,16280959100,18396563,0,16280959100
"scan SHIM cache entry for executed file",884,0,203862600,230613,0,13801100,0,0,0,0
"scan object's command line with YARA",119,0,192525700,1617863,0,2727500,13425563428100,112819860740,513200,216762277400
"check if deep scan is needed",95733,0,142195700,1485,0,2543400,2267422246200,23684855,0,189009268500
"check process excludes",133,0,130997700,984945,0,6119500,14425665767000,108463652383,513200,216762277400
"parse WMI persistence file",1,0,114062500,114062500,114062500,114062500,0,0,0,0
"check if maximum file size is exceeded",95733,0,77289400,807,0,2540400,2267422246200,23684855,0,189009268500
"log found WER report",12,0,40732900,3394408,1793800,9455600,0,0,0,0
"fill in interesting content",95733,0,40123600,419,0,2076600,2267422246200,23684855,0,189009268500
