benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
SSTF_1T,Linux,20.0,657.857450 +- 3.268159,663.493,651.795,3.2681590303258043,10.680863447500101,0.004967883285848331,1067.731198 +- 25.846860,1688.0,25.846859692469998,23.850000 +- 0.357071,0.3570714214271425,1273851.8,1273459.7,0.491489 +- 0.002577,0.002576703802826397,23.518795 +- 0.124947,0.12494653826617252
