benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,cpu_overall_avg_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_queue_time_avg_ms
SSTF_1T,Windows,20.0,2525.79605,2547.351,2500.609,12.116517665876623,146.81000034750028,0.004797108486204428,1392.5282056630722,5999.0,21.0,3424250.95,3422703.2,0.7044158000000001,34.63803745
