hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",1273807,1273111,1252916243661,983599,0,235799731087,59073170142084,46375290,0,522475044873
"scan with file YARA rules",105802,0,255967233802,2419304,1008124,3504686695,5709937638,53968,7184,2630942028
"schedule scan for symlink target",59432,0,118714518417,1997484,18885,16783713446,1350693763,22726,7184,13350206
"scan with meta YARA rules",248984,0,62243733172,249990,80513,41696341,8978723960,36061,7184,2630942028
"scan with process YARA rules",68,0,59293724991,871966543,37678663,4065587181,885020,13015,13015,13015
"scan object with YARA",49633,0,51917422391,1046026,320472,92860921,497555955570,10024700,4980,6825706041
"parse GZIP archive",10164,0,47251727812,4648930,123647,2456265907,227084088,22342,22342,22342
"parse ZIP archive",190,0,43801710961,230535320,3700781,16722937636,4244980,22342,22342,22342
"apply Sigma rules",995180,0,39640687218,39832,6954,1186754,518681366644,521193,4980,6825706041
"parse log file",135,0,24027968399,177984951,2725,2282404753,3016170,22342,22342,22342
"parse file content",105802,0,9797751565,92604,2525,477229725,5709937638,53968,7184,2630942028
"compare to ThorDB",156,0,5133526028,32907218,28571855,74924482,483035260576,3096379875,7184,6825706041
"check file excludes",90286,0,4590214245,50840,120,26570937,5447800016,60339,7184,2630942028
"parse journald format",5,0,2753627465,550725493,30859501,2038046886,111710,22342,22342,22342
"add meta information",45268,0,2528790223,55862,2133,5657396,4427301088,97802,7184,2630942028
"check file existence",308815,0,1627254865,5269,200,133246,10330174934,33451,7184,2630942028
"scan process for malicious indicators",68,0,1402572608,20626067,170255,165480011,885020,13015,13015,13015
"check with STIX IOCs",105802,0,1061793211,10035,811,82387,5709937638,53968,7184,2630942028
"extract process handles",68,0,869730796,12790158,2225818,102595538,885020,13015,13015,13015
"extract process environment variables",68,0,841078636,12368803,160476,23137674,885020,13015,13015,13015
"check if file was already scanned",308682,0,667241642,2161,120,26795274,10327203448,33455,7184,2630942028
"search for Cobalt Strike beacons",179781,0,647522272,3601,901,336543,7409092279,41211,7184,2630942028
"check if object should be logged",995180,0,580573898,583,220,150147,518681366644,521193,4980,6825706041
"apply hash IOCs",105802,0,550491239,5203,1703,97326,5709937638,53968,7184,2630942028
"schedule scan for executable",156,0,520259200,3334994,19868,33070841,483035260576,3096379875,7184,6825706041
"parse TARGZ archive",1,0,416732065,416732065,416732065,416732065,22342,22342,22342,22342
"apply false positive filters",995180,0,367612581,369,190,277109,518681366644,521193,4980,6825706041
"deduplicate reasons",248984,0,345330677,1386,160,125860,8978723960,36061,7184,2630942028
"limit frequent matches",995180,0,325272133,326,130,5208590,518681366644,521193,4980,6825706041
"store time information about deep scan",105802,0,302109287,2855,1042,132513,5709937638,53968,7184,2630942028
"check if deep scan is needed",248984,0,278196728,1117,150,78740,8978723960,36061,7184,2630942028
"check if maximum file size is exceeded",248984,0,156682675,629,171,43183,8978723960,36061,7184,2630942028
"fill in interesting content",248984,0,105523065,423,160,56777,8978723960,36061,7184,2630942028
"scan object's command line with YARA",68,0,72030819,1059276,914074,1730583,885020,13015,13015,13015
"log file",248984,0,61728522,247,120,98147,8978723960,36061,7184,2630942028
"parse TAR archive",1,0,56530439,56530439,56530439,56530439,22342,22342,22342,22342
"parsing Firefox history",1,0,50795514,50795514,50795514,50795514,22342,22342,22342,22342
"parse authorized_keys format",1,0,38690765,38690765,38690765,38690765,22342,22342,22342,22342
"analyze process connection",68,0,12139061,178515,2615,6682223,885020,13015,13015,13015
"log object",502,0,10960255,21833,912,717520,493083759388,982238564,4980,6825706041
"initialize process memory reader",68,0,9930370,146034,94681,244727,885020,13015,13015,13015
"parse system crontab",3,0,9288296,3096098,8748,6787202,67026,22342,22342,22342
"check process excludes",207,0,9035553,43650,150,477842,6334670138036,30602271198,13015,63381809445
"enrich finding with file information",45,0,8905638,197903,12854,732928,48059698,1067993,4980,46987559
"truncate long values",502,0,7521817,14983,561,347393,493083759388,982238564,4980,6825706041
"parse OLE format",14,0,3988497,284892,42713,632227,312788,22342,22342,22342
"scan eBPF program with file YARA rules",1,0,1875258,1875258,1875258,1875258,9788,9788,9788,9788
"retrieve interesting process memory",68,0,1782812,26217,3286,75645,885020,13015,13015,13015
"check for C2 IOCs",8,0,1521726,190215,89050,384615,122774,15346,13015,22342
"truncate unimportant process memory sections",68,0,1098291,16151,4799,58681,885020,13015,13015,13015
"unpack UPX",3,0,1072616,357538,311214,437835,67026,22342,22342,22342
"check file mode",156,0,445307,2854,1212,6432,483035260576,3096379875,7184,6825706041
"log md5 to csv",38,0,430846,11338,129,44365,47814213,1258268,22342,46987559
"check for known evil services",156,0,402087,2577,1091,18255,483035260576,3096379875,7184,6825706041
"parse mail",5,0,93467,18693,8837,33895,111710,22342,22342,22342
"scan dependent files",35,0,13938,398,220,751,369526830,10557909,1047780,19397037
"check for port 0",6,0,11774,1962,973,2444,78090,13015,13015,13015
"check if profile is recent",1,0,6822,6822,6822,6822,4980,4980,4980,4980
"check for network pipes",6,0,4378,729,290,1362,78090,13015,13015,13015
