Time_ms;Thor_WorkingSet_MB;Thor_Private_MB;Free_RAM_MB
2;111;111;10287
1031;202;202;10184
2054;240;240;10144
3076;284;284;10088
4097;310;310;10013
5120;320;320;10005
6141;421;421;9968
7163;494;494;9881
8187;430;430;9967
9208;414;414;9924
10230;492;492;9876
11252;538;538;9812
12273;450;450;9883
13295;485;485;9865
14317;494;494;9829
15337;513;513;9817
16359;661;661;9681
17381;713;713;9639
18403;757;757;9598
19424;784;784;9589
20446;784;784;9583
21468;869;869;9499
22488;859;859;9499
23510;963;963;9439
24532;1045;1045;9370
25554;1076;1076;9337
26575;1111;1111;9287
27597;1175;1175;9221
28618;1037;1037;9303
29640;926;926;9420
30661;917;917;9425
31681;975;975;9380
32705;1076;1076;9369
33727;1109;1109;9341
34748;1009;1009;9319
35768;1017;1017;9336
36788;1021;1021;9347
37809;1124;1124;9261
38830;1000;1000;9311
39854;1031;1031;9279
40877;1215;1215;9232
41933;1099;1099;9261
42959;1107;1107;9228
43981;1104;1104;9229
45004;1085;1085;9210
46026;1041;1041;9268
47046;1018;1018;9302
48067;1039;1039;9281
49090;1044;1044;9256
50110;1004;1004;9285
51131;1011;1011;9285
52155;1024;1024;9280
53175;1024;1024;9281
54196;1024;1024;9282
55216;983;983;9309
56236;984;984;9311
57255;969;969;9323
58276;970;970;9316
59294;908;908;9360
60313;908;908;9358
61332;886;886;9375
62352;884;884;9379
63371;887;887;9381
64390;803;803;9439
65410;803;803;9433
66429;770;770;9442
67448;769;769;9447
68467;769;769;9451
69486;759;759;9470
70506;763;763;9454
71528;763;763;9460
72550;763;763;9465
73572;763;763;9468
74593;763;763;9458
75615;763;763;9459
76636;763;763;9442
77659;763;763;9436
78680;763;763;9438
79701;763;763;9434
80723;763;763;9432
81744;763;763;9432
82765;763;763;9433
83786;763;763;9431
84809;763;763;9432
85830;763;763;9427
86855;763;763;9423
87878;763;763;9426
88898;763;763;9431
89920;763;763;9424
90942;763;763;9427
91964;840;840;9357
92984;849;849;9360
94005;1162;1162;9130
95025;1200;1200;9084
96045;1265;1265;9005
97065;1467;1467;8827
98087;1540;1540;8761
99108;1610;1610;8677
100128;1612;1612;8675
101148;1644;1644;8649
102168;1674;1674;8621
103187;1676;1676;8618
104207;1898;1898;8403
105227;1938;1938;8362
106248;1940;1940;8360
107269;1953;1953;8351
108291;2095;2095;8191
109315;2135;2135;8189
110351;2139;2139;8179
111383;2142;2142;8176
112408;2195;2195;8125
113437;2397;2397;7917
114462;2408;2408;7907
115495;2420;2420;7892
116523;2423;2423;7891
117548;2463;2463;7841
118577;2485;2485;7806
119603;2472;2472;7820
120631;2472;2472;7819
121666;2472;2472;7819
122702;2468;2468;7822
123728;2468;2468;7822
124754;2472;2472;7821
125786;2495;2495;7820
126809;2610;2610;7698
127833;2626;2626;7671
128859;2948;2948;7645
129882;3095;3095;7634
130905;3119;3119;7554
131928;2737;2737;7577
132951;2760;2760;7565
133977;2794;2794;7515
135001;2865;2865;7431
136030;2865;2865;7430
137060;2865;2865;7429
138089;2864;2864;7429
139115;2803;2803;7464
140144;2609;2609;7651
141177;2578;2578;7691
142209;2608;2608;7685
143237;2625;2625;7667
144261;2643;2643;7664
145283;2645;2645;7624
146315;2786;2786;7514
147340;2787;2787;7513
148370;2710;2710;7571
149401;2657;2657;7601
150429;2656;2656;7602
151453;2671;2671;7595
152484;2685;2685;7591
153511;2693;2693;7591
154540;2770;2770;7549
155571;2929;2929;7559
156600;3006;3006;7579
157633;3112;3112;7537
158672;2958;2958;7535
159698;2828;2828;7479
160722;2845;2845;7458
161751;2848;2848;7446
162776;2849;2849;7446
163803;2849;2849;7445
164833;2893;2893;7402
165866;2969;2969;7335
166889;2856;2856;7404
167916;3087;3087;7288
168943;3164;3164;7289
169967;3188;3188;7280
171017;3258;3258;7240
172045;3047;3047;7253
173077;2858;2858;7389
174110;2853;2853;7397
175149;2831;2831;7434
176180;2829;2829;7438
177209;2843;2843;7426
178237;2944;2944;7414
179264;3006;3006;7444
180291;3023;3023;7455
181314;3192;3192;7423
182352;3182;3182;7531
183385;3188;3188;7517
184413;2926;2926;7520
185442;2923;2923;7523
186471;2921;2921;7523
187496;2870;2870;7543
188521;2945;2945;7516
189544;2994;2994;7454
190569;2922;2922;7476
191599;2776;2776;7611
192640;2724;2724;7667
193673;2709;2709;7686
194712;2776;2776;7669
195739;2758;2758;7673
196768;2759;2759;7673
197798;2756;2756;7673
198826;2756;2756;7673
199854;2786;2786;7657
200878;2859;2859;7576
201914;2832;2832;7567
202943;2925;2925;7583
203972;2940;2940;7584
204998;3082;3082;7495
206021;2917;2917;7429
207046;2924;2924;7443
208082;2823;2823;7540
209110;2778;2778;7583
210146;2764;2764;7611
211172;2759;2759;7622
212198;2802;2802;7611
213234;2792;2792;7616
214258;2857;2857;7558
215294;2990;2990;7406
216319;2932;2932;7445
217352;2932;2932;7449
218377;2942;2942;7452
219403;2977;2977;7443
220426;2961;2961;7586
221448;3003;3003;7525
222470;2930;2930;7489
223503;2872;2872;7512
224532;3030;3030;7401
225556;3038;3038;7392
226578;3038;3038;7391
227609;3042;3042;7391
228636;3093;3093;7273
229659;2834;2834;7459
230681;0;0;10289
231699;0;0;10307
