hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",3414047,2428306,3713477422400,1087705,0,117374931200,159040629185900,46584194,0,20105937000
"scan with file YARA rules",55746,0,1162456287600,20852730,0,16051155200,59180752180900,1061614325,0,19989182600
"scan with meta YARA rules",95829,0,479844560700,5007300,0,15957146100,93292177888100,973527615,0,19989182600
"scan object with YARA",99720,0,293069729800,2938926,0,8385379600,98105624839700,983810918,0,20105937000
"scan with process YARA rules",119,0,217411755000,1826989537,0,16829939500,524684912900,4409116915,0,20105937000
"parse CAB archive",26,0,165677928700,6372228026,0,129633671800,41727125500,1604889442,0,10528963500
"apply Sigma rules",2919773,0,80709349900,27642,0,56894900,2232998167803000,764784854,0,20105937000
"parse Shim database",21,0,64583721300,3075415300,1049700,21766363600,8881949300,422949966,0,2046746400
"parse GZIP archive",6632,0,57580371400,8682203,0,3874722700,3304084589300,498203345,0,8264157700
"parse log file",204,0,54796041000,268608044,0,18490719300,184616798900,904984308,0,9606710200
"parse file content",55746,0,54599095700,979426,0,3783155500,59180752180900,1061614325,0,19989182600
"parse ETL file",233,0,51151166200,219532902,6362700,20857983300,148624190100,637872060,0,5182413100
"parse registry hive",383,0,51001148500,133162267,0,17964382400,178162593200,465176483,0,9521960500
"extract process handles",119,0,48158049800,404689494,8341900,4280145500,524684912900,4409116915,0,20105937000
"parse ZIP archive",312,0,47226355800,151366525,0,19201788300,239341346100,767119699,0,3711859300
"scan object's command line with YARA",119,0,37868238800,318220494,0,16579781100,524684912900,4409116915,0,20105937000
"schedule scan for executed file",884,0,30425542200,34418034,0,6058715300,244198459000,276242600,0,1742746200
"parse SHIM cache",2,0,26034024100,13017012050,709116500,25324907600,12555200,6277600,6277600,6277600
"extract process environment variables",119,0,25795983500,216772970,0,7031805000,524684912900,4409116915,0,20105937000
"apply handle IOCs",6415,0,16024704600,2498005,0,2389063100,31423058036200,4898372258,0,19989182600
"parsing Chrome history",5,0,14811652300,2962330460,7837900,14755050400,1336730700,267346140,0,600046400
"parse CHM file",23,0,13782651600,599245721,54604200,1768073600,31985281900,1390664430,0,7241925400
"scan process for malicious indicators",119,0,13062939200,109772598,1009500,2801520900,524684912900,4409116915,0,20105937000
"check file existence",107715,0,12399763300,115116,0,27690900,101162630090300,939169383,0,19989182600
"parse Amcache",4,0,10542629100,2635657275,0,10540606000,852559400,213139850,0,848547200
"check file excludes",24782,0,10001812300,403591,0,3278680200,21608626440200,871948448,0,19989182600
"check if file was already scanned",106542,0,7224362100,67807,0,5168800,100695560830700,945125498,0,19989182600
"check process excludes",133,0,6800793800,51133787,0,4041673600,596002079000,4481218639,0,20105937000
"add meta information",21028,0,5940254400,282492,0,1018348500,20241835722400,962613454,0,19989182600
"analyze prefetch file",343,0,5566377700,16228506,521100,1368204900,446820924200,1302684910,0,2743874500
"parse RAR archive",15,0,2871694800,191446320,0,1980236700,19422634800,1294842320,0,5877473000
"parse PowerShell module cache",1,0,2633143900,2633143900,2633143900,2633143900,0,0,0,0
"parse OLE format",22,0,2036055900,92547995,0,900000600,24947624100,1133982913,0,7241925400
"check with STIX IOCs",1149962,0,1779954600,1547,0,15799600,268334166683600,233341768,0,19989182600
"enrich finding with file information",335,0,1582181400,4722929,0,217474100,46623339600,139174148,0,4561048100
"check if object should be logged",2919773,0,1489531700,510,0,2774700,2232998167803000,764784854,0,20105937000
"apply false positive filters",2919773,0,1190809800,407,0,5584500,2232998167803000,764784854,0,20105937000
"log object",73762,0,1128960400,15305,0,26240100,73398215702900,995068134,0,20105937000
"parse Atjobs file",237,0,1118780200,4720591,0,229303300,318043695800,1341956522,0,5333592400
"limit frequent matches",2919773,0,897773200,307,0,4652800,2232998167803000,764784854,0,20105937000
"scan SHIM cache entry for executed file",884,0,728757800,824386,0,203360400,244198459000,276242600,0,1742746200
"parse SRUM database",1,0,543379000,543379000,543379000,543379000,0,0,0,0
"apply hash IOCs",55746,0,508905000,9128,0,2510100,59180752180900,1061614325,0,19989182600
"parse ESE database",8,0,498739200,62342400,0,392597600,12585799100,1573224887,0,9638961000
"check for suspicious locations",885,0,442678400,500201,0,44484000,244198459000,275930462,0,1742746200
"scan entry",726,0,405819000,558979,0,48146200,114971311700,158362688,0,2200749100
"check size",1094216,0,402994900,368,0,2540600,209153414502700,191144540,0,4404822500
"search for Cobalt Strike beacons",81175,0,397820500,4900,0,2511100,82096281460900,1011349325,0,20105937000
"store time information about deep scan",55746,0,375416700,6734,0,2523400,59180752180900,1061614325,0,19989182600
"deduplicate reasons",95829,0,267658800,2793,0,5149400,93292177888100,973527615,0,19989182600
"check for suspicious event ID",297513,0,237895600,799,0,2526700,375826644203000,1263227637,0,6160234200
"scan scheduled task image",180,0,186301800,1035010,0,3116300,10440218100,58001211,0,118382500
"check if deep scan is needed",95829,0,159386700,1663,0,4040100,93292177888100,973527615,0,19989182600
"parse WMI persistence file",1,0,112560500,112560500,112560500,112560500,7172747000,7172747000,7172747000,7172747000
"check if maximum file size is exceeded",95829,0,84277700,879,0,2089500,93292177888100,973527615,0,19989182600
"truncate long values",2476,0,55380600,22366,0,2027600,1115387615600,450479650,0,20105937000
"fill in interesting content",95829,0,45578400,475,0,2012000,93292177888100,973527615,0,19989182600
"parse LNK format",184,0,44834800,243667,0,4038000,144473205800,785180466,0,10542081500
"parse jumplist file",11,0,37043500,3367590,0,16120400,4815556900,437777900,0,1949505300
"log file",95829,0,36965200,385,0,2012500,93292177888100,973527615,0,19989182600
"log found WER report",12,0,34375000,2864583,0,8096800,12328602400,1027383533,249107800,2007848800
"check for webserver directory",6415,0,24540500,3825,0,2031100,31423058036200,4898372258,0,19989182600
"compare cache to last scan",2,0,14851500,7425750,7058200,7793300,1749023800,874511900,6277600,1742746200
"compare to ThorDB",1,0,14181400,14181400,14181400,14181400,0,0,0,0
"scan with pipe IOCs",41,0,11041900,269314,0,1577200,411145600,10027941,0,17853700
"initialize process memory reader",119,0,10813000,90865,0,2031700,524684912900,4409116915,0,20105937000
"analyze process connection",119,0,7431600,62450,0,3165900,524684912900,4409116915,0,20105937000
"WER",12,0,6787600,565633,0,2006900,12328602400,1027383533,249107800,2007848800
"retrieve interesting process memory",119,0,5165600,43408,0,2011900,524684912900,4409116915,0,20105937000
"check for service overlap",683,0,4720800,6911,0,2007400,496841300300,727439678,0,1419324100
"check for C2 IOCs",33,0,4211400,127618,0,1535500,71741811100,2173994275,0,14479895200
"parse EVTX file",179,0,3075200,17179,0,2025400,841407816300,4700602325,0,10237186300
"check service permissions",688,0,2578600,3747,0,1017900,3405219100,4949446,0,117968600
"scan started image",9,0,2021500,224611,0,2021500,303126900,33680766,32775600,34814100
"scan network share metadata",3,0,1570200,523400,523400,523400,0,0,0,0
"truncate unimportant process memory sections",110,0,1058800,9625,0,531900,504573636100,4587033055,0,20105937000
"check for golden ticket",1,0,526100,526100,526100,526100,0,0,0,0
"log md5 to csv",6,0,524900,87483,0,524900,4578265400,763044233,0,3680311300
"check for known malicious patterns",1,0,0,0,0,0,9693155600,9693155600,9693155600,9693155600
"check if profile is recent",3,0,0,0,0,0,0,0,0,0
"check for network pipes",15,0,0,0,0,0,62306452900,4153763526,0,14479895200
"check for unusual last logon",5,0,0,0,0,0,2107500,421500,0,2107500
"check for port 0",15,0,0,0,0,0,62306452900,4153763526,0,14479895200
"check for known suspicious indicators",5,0,0,0,0,0,2107500,421500,0,2107500
"check permissions on file",1,0,0,0,0,0,0,0,0,0
"check for suspicious user",1,0,0,0,0,0,0,0,0,0
"check for empty SHIM cache",2,0,0,0,0,0,1749023800,874511900,6277600,1742746200
"parse Microsoft Defender Protection log",9,0,0,0,0,0,5184973800,576108200,576108200,576108200
