benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
FIFO_500_10T,Linux,20.0,216.055950 +- 3.341720,221.629,210.902,3.34172008814323,11.167093147499997,0.015466919972086997,1921.774430 +- 36.852477,3649.0,36.852476574771195,63.750000 +- 0.942072,0.9420721840708386,1273472.25,682164.65,1.095580 +- 0.016031,0.016030828838834266,426.669581 +- 10.078975,10.0789751379049
