benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,cpu_overall_avg_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_queue_time_avg_ms
SSTF_4T,Windows,20.0,1123.6596000000002,1178.726,1093.2,24.391787186264168,594.9592821400008,0.0217074523158652,2208.9536595918726,7844.0,48.85,3414648.3,1827094.05,1.0708062999999997,45.06042995
