hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",3366208,2494052,4873873503900,1447882,0,127306330800,1816522297437400,539634596,0,25878279300
"scan with file YARA rules",55745,0,1455825904800,26115811,0,27821659800,596303974416000,10696994787,0,25878279300
"scan with meta YARA rules",95831,0,870017522400,9078664,0,27778296100,969664089580700,10118480341,0,25878279300
"scan object with YARA",115295,0,435449907900,3776832,0,11780116500,1022924943537700,8872240283,0,25878279300
"scan with process YARA rules",119,0,238174490800,2001466309,0,18421870300,888651057700,7467655947,0,17701458100
"parse CAB archive",26,0,180050781000,6925030038,0,136461708700,283099295800,10888434453,0,25096612600
"parse Shim database",21,0,109215839400,5200754257,0,41160473000,263039388700,12525685176,0,22692962500
"apply Sigma rules",2872623,0,95350362200,33192,0,66458800,19588390426017600,6818991014,0,25878279300
"parse file content",55745,0,90627615100,1625753,0,9292202000,596303974416000,10696994787,0,25878279300
"parse ETL file",234,0,78289472300,334570394,5092000,35583023900,2126130607700,9086028238,0,22615224200
"parse registry hive",383,0,71535094100,186775702,0,32639649700,2649793141800,6918519952,0,22438983200
"parse GZIP archive",6632,0,67850984600,10230848,0,5673528800,56864014662300,8574187976,0,22107343100
"parse log file",205,0,66365994100,323736556,0,21881865700,1775860933900,8662736262,0,22888579200
"parse ZIP archive",312,0,59808842300,191695007,0,29485719300,2794718776700,8957431976,0,25361905500
"scan process for malicious indicators",119,0,49190481300,413365389,524500,18406788100,888651057700,7467655947,0,17701458100
"scan object's command line with YARA",119,0,44529519100,374197639,630900,12129612300,888651057700,7467655947,0,17701458100
"analyze prefetch file",343,0,30551607700,89071742,0,6093514400,3039986692800,8862934964,0,17418952000
"parse CHM file",23,0,22318862500,970385326,41775900,2511512400,221723361700,9640146160,0,20282746800
"schedule scan for executed file",884,0,22077507900,24974556,0,7611996500,556461745000,629481611,0,2143394500
"apply handle IOCs",6415,0,20379101700,3176789,0,9954969000,61750946509100,9626024397,0,19152003700
"check file existence",106987,0,16269006800,152065,0,14096900,1044057574335900,9758733064,0,25878279300
"parse SHIM cache",2,0,14899274100,7449637050,3265945500,11633328600,0,0,0,0
"parsing Chrome history",5,0,14778338800,2955667760,7733400,14702106400,44042074000,8808414800,0,13519024000
"log object",73034,0,12820560600,175542,0,114886200,706353463243400,9671570271,0,25823590000
"check file excludes",24053,0,10735174000,446313,0,1968711300,242953666575000,10100763587,0,25878279300
"check if file was already scanned",105832,0,9624097300,90937,0,21170800,1041747181254200,9843404464,0,25878279300
"add meta information",21030,0,7534413400,358269,0,1305820900,238982416087100,11363880936,0,25878279300
"scan SHIM cache entry for executed file",884,0,7047225600,7971974,0,1340059000,556461745000,629481611,0,2143394500
"check process excludes",133,0,5878104800,44196276,0,1418474900,1007373120300,7574233987,0,17701458100
"parse RAR archive",15,0,4912962000,327530800,0,3593216400,119038692100,7935912806,84494500,21524241600
"parse PowerShell module cache",1,0,4695116100,4695116100,4695116100,4695116100,14072214300,14072214300,14072214300,14072214300
"parse OLE format",22,0,3100440500,140929113,0,2071880000,216916253300,9859829695,317819500,21237244400
"parse Atjobs file",237,0,2701769700,11399872,0,829710100,3632070449600,15325191770,0,22182822700
"parse LNK format",184,0,2494951700,13559520,0,2463429100,1368095255700,7435300302,0,17465902700
"check for suspicious locations",885,0,2450748900,2769207,0,538170800,556461745000,628770333,0,2143394500
"check with STIX IOCs",1111201,0,1848767500,1663,0,5252900,7000394351995600,6299845259,0,25878279300
"extract process handles",119,0,1813277700,15237627,7742700,60616000,888651057700,7467655947,0,17701458100
"check if object should be logged",2872623,0,1671493300,581,0,8052900,19588390426017600,6818991014,0,25878279300
"apply false positive filters",2872623,0,1450163600,504,0,28435800,19588390426017600,6818991014,0,25878279300
"enrich finding with file information",329,0,1411762800,4291072,0,313326100,1086202944300,3301528706,0,21573800500
"limit frequent matches",2872623,0,1163112900,404,0,31441400,19588390426017600,6818991014,0,25878279300
"parse SRUM database",1,0,626260000,626260000,626260000,626260000,15774169100,15774169100,15774169100,15774169100
"store time information about deep scan",55745,0,487153000,8738,0,4198500,596303974416000,10696994787,0,25878279300
"apply hash IOCs",55745,0,482500600,8655,0,6327600,596303974416000,10696994787,0,25878279300
"search for Cobalt Strike beacons",81177,0,480087700,5914,0,2508900,845811459569000,10419348578,0,25878279300
"check size",1055456,0,469353900,444,0,3197700,6404090377579600,6067605260,0,25564023000
"deduplicate reasons",95831,0,372651300,3888,0,18288500,969664089580700,10118480341,0,25878279300
"check for suspicious event ID",297438,0,306972100,1032,0,3401100,4792477558283800,16112526167,0,25433614300
"parse ESE database",7,0,303148600,43306942,0,267227700,92295638200,13185091171,5681008600,21709984200
"scan scheduled task image",180,0,234571700,1303176,0,7049900,7355870700,40865948,0,82732200
"check if deep scan is needed",95831,0,197906000,2065,0,8261300,969664089580700,10118480341,0,25878279300
"parse WMI persistence file",1,0,110871300,110871300,110871300,110871300,19160868700,19160868700,19160868700,19160868700
"check if maximum file size is exceeded",95831,0,91180200,951,0,2034100,969664089580700,10118480341,0,25878279300
"WER",12,0,67751200,5645933,0,58144600,79032374300,6586031191,0,14356520600
"log found WER report",12,0,54770800,4564233,604900,18028800,79032374300,6586031191,0,14356520600
"fill in interesting content",95831,0,52904500,552,0,4150200,969664089580700,10118480341,0,25878279300
"truncate long values",2370,0,44201600,18650,0,2067800,3634834098400,1533685273,0,21613589400
"parse jumplist file",11,0,44018100,4001645,0,13786600,156369545800,14215413254,2429069700,22898056400
"log file",95831,0,34501300,360,0,2033000,969664089580700,10118480341,0,25878279300
"extract process environment variables",119,0,27515800,231225,0,2388700,888651057700,7467655947,0,17701458100
"check for webserver directory",6415,0,24239500,3778,0,2031000,61750946509100,9626024397,0,19152003700
"compare cache to last scan",2,0,19412800,9706400,8840200,10572600,2395945900,1197972950,250733600,2145212300
"check for C2 IOCs",33,0,16868600,511169,0,2133300,223148119300,6762064221,0,21140286700
"compare to ThorDB",1,0,15571600,15571600,15571600,15571600,0,0,0,0
"scan with pipe IOCs",41,0,13168100,321173,0,1950400,304825000,7434756,0,14809300
"retrieve interesting process memory",119,0,10123900,85074,0,1507700,888651057700,7467655947,0,17701458100
"parse EVTX file",179,0,5019800,28043,0,770200,2910662893600,16260686556,0,25669937800
"initialize process memory reader",119,0,3634200,30539,0,1507700,888651057700,7467655947,0,17701458100
"check for service overlap",683,0,3421900,5010,0,743300,91103176700,133386788,0,389702800
"analyze process connection",119,0,2156600,18122,0,569100,888651057700,7467655947,0,17701458100
"check for known suspicious indicators",5,0,2124700,424940,0,535300,1046200,209240,0,523100
"truncate unimportant process memory sections",110,0,2121500,19286,0,543100,846939243900,7699447671,0,17701458100
"check service permissions",688,0,2088800,3036,0,526000,16943300,24626,0,2015600
"parse Amcache",4,0,1670200,417550,0,1670200,35532223900,8883055975,0,21343490900
"scan network share metadata",3,0,1564200,521400,521400,521400,0,0,0,0
"check for golden ticket",1,0,523700,523700,523700,523700,0,0,0,0
"check for port 0",15,0,0,0,0,0,72045676600,4803045106,0,16121523200
"parse Microsoft Defender Protection log",9,0,0,0,0,0,77350365000,8594485000,8594485000,8594485000
"scan started image",9,0,0,0,0,0,4689884600,521098288,516969700,525477300
"check for suspicious user",1,0,0,0,0,0,0,0,0,0
