hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",3424316,3422746,2431325459800,710017,0,98729871700,119479261806900,34891424,0,1957843437600
"scan with file YARA rules",55724,0,917739058600,16469367,0,9256151100,1424268045100,25559328,0,178187411100
"scan with process YARA rules",118,0,204855599000,1736064398,0,15352286700,8614054125800,73000458693,0,218758528800
"parse CAB archive",26,0,144263644000,5548601692,2053200,101941757700,0,0,0,0
"scan object with YARA",98392,0,98252997300,998587,0,346544900,574197701595800,5835816952,0,218758528800
"scan with meta YARA rules",95789,0,77515961200,809236,0,43730200,1453962200800,15178801,0,178187411100
"apply Sigma rules",2930056,0,73954181800,25239,0,21329900,644799656423400,220063936,0,218758528800
"parse GZIP archive",6632,0,67473989000,10174003,0,967057800,0,0,0,0
"parse registry hive",384,0,56076274000,146031963,0,24356214200,0,0,0,0
"parse log file",212,0,51397127000,242439278,0,17060197000,0,0,0,0
"parse Shim database",21,0,48735558000,2320740857,7941900,12779301100,0,0,0,0
"parse file content",55724,0,42083196500,755207,0,2631686300,1424268045100,25559328,0,178187411100
"parse ZIP archive",312,0,40261889800,129044518,522200,21211548100,0,0,0,0
"parse ETL file",236,0,39298530500,166519197,6973200,20129636900,0,0,0,0
"parse SHIM cache",2,0,21921890200,10960945100,702288800,21219601400,0,0,0,0
"schedule scan for executed file",884,0,20519625400,23212245,0,4518094400,0,0,0,0
"parsing Chrome history",5,0,14514784400,2902956880,8163900,14446035800,0,0,0,0
"parse Amcache",4,0,12701311500,3175327875,0,12701311500,0,0,0,0
"parse CHM file",23,0,12009495500,522151978,113050400,1088426000,0,0,0,0
"parse OLE format",22,0,8448958000,384043545,7066300,7250283600,0,0,0,0
"extract process handles",118,0,6904914500,58516224,6560000,555288700,8614054125800,73000458693,0,218758528800
"check file existence",107654,0,6626651200,61555,0,16086300,8740120680900,81187142,0,218758528800
"add meta information",21027,0,4937340700,234809,0,745984100,1453962200800,69147391,0,178187411100
"scan entry",710,0,4252306100,5989163,0,3695436700,0,0,0,0
"check if file was already scanned",106498,0,4120473600,38690,0,4388500,8707964254700,81766458,0,218758528800
"parse RAR archive",15,0,3720259500,248017300,0,1950065500,0,0,0,0
"analyze prefetch file",343,0,3694068600,10769879,1009900,658019400,0,0,0,0
"check file excludes",24765,0,3048476300,123096,0,1560611400,8740120680900,352922296,0,218758528800
"extract process environment variables",118,0,2655878700,22507446,0,42789600,8614054125800,73000458693,0,218758528800
