Time_ms;Thor_WorkingSet_MB;Thor_Private_MB;Free_RAM_MB
1;113;113;10294
1030;210;210;10197
2052;240;240;10150
3073;292;292;10095
4095;318;318;10023
5117;323;323;10008
6138;456;456;9877
7160;519;519;9925
8183;374;374;10025
9208;429;429;9941
10230;483;483;9897
11251;457;457;9884
12272;456;456;9854
13294;438;438;9866
14316;489;489;9835
15338;524;524;9805
16360;705;705;9680
17381;745;745;9637
18404;761;761;9623
19425;806;806;9548
20448;826;826;9533
21469;804;804;9512
22491;779;779;9546
23512;908;908;9512
24534;968;968;9443
25556;997;997;9414
26577;1067;1067;9333
27599;976;976;9375
28619;985;985;9342
29639;781;781;9514
30661;812;812;9494
31682;824;824;9475
32702;873;873;9442
33724;899;899;9454
34744;879;879;9434
35766;905;905;9403
36786;892;892;9402
37805;905;905;9413
38826;895;895;9402
39850;885;885;9402
40873;973;973;9414
41894;933;933;9389
42915;900;900;9391
43936;899;899;9405
44958;915;915;9390
45979;926;926;9383
47001;922;922;9375
48022;974;974;9313
49048;1038;1038;9304
50070;960;960;9354
51091;953;953;9344
52112;948;948;9356
53137;943;943;9359
54158;999;999;9356
55180;961;961;9326
56199;972;972;9339
57220;943;943;9346
58240;942;942;9341
59261;942;942;9348
60281;942;942;9349
61303;942;942;9351
62324;938;938;9352
63345;938;938;9352
64364;970;970;9326
65383;971;971;9321
66402;964;964;9326
67422;957;957;9343
68441;962;962;9338
69460;962;962;9338
70479;962;962;9335
71500;964;964;9320
72519;964;964;9298
73538;947;947;9320
74556;947;947;9317
75575;947;947;9320
76593;922;922;9339
77612;922;922;9345
78631;922;922;9346
79653;922;922;9344
80674;922;922;9335
81696;922;922;9340
82717;922;922;9341
83738;922;922;9342
84760;922;922;9324
85782;922;922;9312
86804;922;922;9312
87825;922;922;9312
88848;922;922;9311
89870;922;922;9313
90891;922;922;9314
91914;922;922;9311
92936;922;922;9313
93958;922;922;9315
94980;922;922;9307
96000;922;922;9301
97022;922;922;9292
98043;922;922;9291
99065;922;922;9324
100087;969;969;9290
101107;969;969;9290
102126;1152;1152;9101
103146;1153;1153;9102
104167;1261;1261;9004
105186;1411;1411;8903
106215;1443;1443;8876
107235;1481;1481;8837
108255;1515;1515;8807
109274;1581;1581;8739
110294;1637;1637;8680
111315;1684;1684;8636
112335;1680;1680;8628
113355;1657;1657;8649
114375;1677;1677;8632
115394;1723;1723;8604
116415;1800;1800;8536
117439;2083;2083;8520
118461;2171;2171;8456
119482;2117;2117;8412
120503;1890;1890;8438
121526;1916;1916;8416
122546;1913;1913;8416
123566;1912;1912;8416
124585;1913;1913;8416
125606;1914;1914;8434
126627;1926;1926;8431
127649;1982;1982;8363
128668;2109;2109;8235
129690;2208;2208;8148
130711;2185;2185;8141
131734;2204;2204;8115
132755;2169;2169;8143
133776;2161;2161;8136
134797;2131;2131;8141
135818;2062;2062;8194
136842;2076;2076;8192
137866;2075;2075;8192
138887;2116;2116;8152
139911;2193;2193;8099
140933;2158;2158;8125
141957;2166;2166;8121
142980;2194;2194;8092
144003;2228;2228;8064
145026;2064;2064;8166
146047;2057;2057;8178
147069;2048;2048;8196
148092;2048;2048;8197
149115;2049;2049;8198
150137;2049;2049;8198
151159;2060;2060;8198
152180;2003;2003;8261
153202;1997;1997;8261
154224;1997;1997;8261
155247;1997;1997;8260
156271;1998;1998;8260
157301;1998;1998;8260
158324;1998;1998;8259
159346;2027;2027;8248
160369;2000;2000;8263
161394;1998;1998;8266
162417;2005;2005;8267
163439;2001;2001;8273
164462;2001;2001;8273
165484;2001;2001;8273
166508;2001;2001;8273
167531;2001;2001;8272
168553;2000;2000;8272
169577;2006;2006;8268
170599;2021;2021;8256
171621;2031;2031;8255
172654;2009;2009;8262
173676;2027;2027;8239
174698;2037;2037;8235
175722;2289;2289;8132
176747;2325;2325;8132
177769;2491;2491;8106
178790;2644;2644;8017
179817;2437;2437;8004
180840;2265;2265;8001
181865;2282;2282;7998
182891;2265;2265;8011
183913;2253;2253;8026
184935;2267;2267;8023
185956;2253;2253;8020
186978;2266;2266;8022
188001;2239;2239;8032
189021;2375;2375;7918
190045;2461;2461;7829
191073;2297;2297;7942
192095;2328;2328;7933
193119;2422;2422;7848
194140;2260;2260;7959
195165;2227;2227;7997
196189;2271;2271;7992
197214;2316;2316;7952
198238;2274;2274;7917
199260;2058;2058;8113
200283;2058;2058;8125
201306;2056;2056;8138
202330;2056;2056;8148
203353;2059;2059;8158
204376;2039;2039;8198
205401;2051;2051;8194
206425;2052;2052;8193
207451;2066;2066;8188
208474;2033;2033;8215
209508;2022;2022;8225
210535;2217;2217;8032
211565;2238;2238;8023
212586;2231;2231;8023
213607;2330;2330;7990
214634;2313;2313;8002
215655;2405;2405;7980
216675;2248;2248;7961
217699;2220;2220;7979
218723;2212;2212;7983
219747;2443;2443;8031
220769;2522;2522;8023
221791;2254;2254;8007
222814;2355;2355;8020
223836;2394;2394;8014
224858;2431;2431;8014
225881;2295;2295;7981
226904;2316;2316;7979
227925;2315;2315;7999
228946;2261;2261;7998
229970;2269;2269;7994
230997;2290;2290;7965
232023;2260;2260;8000
233047;2401;2401;7857
234072;2413;2413;7797
235099;2395;2395;7836
236128;2211;2211;7985
237153;2000;2000;8197
238176;1989;1989;8215
239199;1982;1982;8226
240221;2028;2028;8210
241244;1954;1954;8262
242268;1950;1950;8265
243291;1950;1950;8269
244317;1990;1990;8224
245339;1996;1996;8225
246361;2003;2003;8233
247385;2034;2034;8215
248409;2048;2048;8206
249433;2047;2047;8201
250461;2293;2293;8150
251484;2398;2398;8112
252504;2378;2378;8052
253525;2194;2194;8045
254548;2175;2175;8006
255570;2165;2165;8012
256591;2179;2179;8013
257614;2200;2200;8012
258637;2259;2259;7972
259669;2327;2327;7883
260690;2348;2348;7893
261712;2394;2394;7861
262736;2447;2447;7816
263762;2327;2327;7892
264784;2313;2313;7912
265807;2066;2066;8125
266830;2066;2066;8133
267854;2066;2066;8139
268882;2066;2066;8145
269910;2026;2026;8194
270935;2019;2019;8196
271959;2022;2022;8201
272982;2023;2023;8204
274008;2028;2028;8208
275037;2020;2020;8221
276058;2252;2252;8011
277081;2439;2439;7835
278103;2460;2460;7818
279126;2439;2439;7819
280147;0;0;10428
