benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_max_std_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_count_std,tasks_channel_full_count_avg,tasks_channel_full_count_std,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
SSTF_10T,Windows,20.0,752.408550 +- 25.559371,802.305,718.541,25.55937058785876,653.2814248474995,0.03397006930325122,3209.962256 +- 210.234568,9592.000000 +- 641.570970,641.5709703532416,210.23456756947368,71.750000 +- 2.405722,2.405722344743882,3413839.800000 +- 162.518491,162.51849125561068,1368101.150000 +- 88279.860602,88279.86060210732,1.436398 +- 0.018075,0.01807460852266241,49.730905 +- 1.611324,1.611323953498399
