benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_max_std_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_count_std,tasks_channel_full_count_avg,tasks_channel_full_count_std,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
SSTF_10T,Linux,20.0,223.403300 +- 4.113720,232.633,217.6,4.113719571142401,16.922688710000017,0.01841387110728624,1922.465911 +- 48.428137,3631.000000 +- 131.486682,131.4866818350817,48.428136743665625,62.300000 +- 0.781025,0.7810249675906654,1273491.300000 +- 49.338727,49.33872718260981,397719.350000 +- 14416.594973,14416.594973415185,1.084343 +- 0.021048,0.021048143689883912,42.867445 +- 1.035173,1.0351727487412956
