Time_ms;Thor_WorkingSet_MB;Thor_Private_MB;Free_RAM_MB
1;114;114;10306
1030;205;205;10183
2052;251;251;10122
3079;293;293;10075
4101;331;331;10016
5122;323;323;10005
6144;487;487;9947
7167;541;541;9880
8188;387;387;10016
9208;429;429;9965
10272;512;512;9891
11293;495;495;9880
12314;487;487;9877
13335;469;469;9887
14356;524;524;9827
15377;546;546;9795
16398;713;713;9650
17420;703;703;9621
18440;779;779;9542
19460;790;790;9542
20480;839;839;9514
21501;855;855;9476
22522;855;855;9456
23544;969;969;9444
24566;1027;1027;9376
25588;1066;1066;9338
26609;1136;1136;9260
27631;967;967;9382
28652;976;976;9357
29673;851;851;9475
30696;840;840;9454
31721;906;906;9421
32741;998;998;9395
33763;1092;1092;9371
34786;1052;1052;9343
35808;951;951;9343
36831;946;946;9321
37856;1023;1023;9303
38876;1062;1062;9245
39897;1046;1046;9223
40918;1054;1054;9280
41940;1058;1058;9240
42961;1015;1015;9255
43988;1042;1042;9253
45010;1021;1021;9252
46031;1026;1026;9257
47050;1029;1029;9259
48111;1022;1022;9266
49132;1008;1008;9282
50153;1017;1017;9274
51173;1017;1017;9275
52192;1017;1017;9276
53211;926;926;9394
54229;927;927;9397
55251;883;883;9426
56269;880;880;9433
57287;888;888;9420
58305;886;886;9418
59324;886;886;9416
60342;830;830;9455
61361;830;830;9449
62379;806;806;9473
63398;806;806;9477
64417;806;806;9481
65438;811;811;9468
66459;811;811;9476
67479;811;811;9464
68500;811;811;9466
69522;811;811;9463
70542;811;811;9454
71563;811;811;9442
72587;811;811;9440
73608;811;811;9433
74629;811;811;9439
75650;811;811;9437
76671;811;811;9443
77691;811;811;9447
78712;811;811;9445
79732;811;811;9449
80754;811;811;9440
81776;811;811;9443
82797;811;811;9443
83818;811;811;9445
84839;811;811;9440
85860;811;811;9486
86881;860;860;9426
87900;880;880;9418
88921;1113;1113;9172
89941;1229;1229;9064
90960;1400;1400;8914
91980;1551;1551;8770
93000;1554;1554;8768
94020;1589;1589;8725
95040;1661;1661;8662
96060;1665;1665;8660
97081;1708;1708;8614
98101;1713;1713;8608
99121;1773;1773;8549
100141;1775;1775;8547
101165;1882;1882;8453
102187;1999;1999;8325
103215;2236;2236;8298
104241;2338;2338;8273
105262;2306;2306;8217
106291;2142;2142;8198
107318;2318;2318;8026
108346;2341;2341;7996
109371;2354;2354;7982
110405;2358;2358;7973
111440;2358;2358;7971
112470;2359;2359;7970
113504;2385;2385;7955
114530;2468;2468;7871
115557;2437;2437;7891
116583;2441;2441;7884
117608;2440;2440;7882
118631;2533;2533;7811
119660;2652;2652;7700
120687;2757;2757;7707
121727;2841;2841;7642
122751;2955;2955;7567
123776;2760;2760;7572
124800;2768;2768;7565
125839;2769;2769;7564
126863;2688;2688;7619
127894;2588;2588;7695
128919;2522;2522;7762
129944;2536;2536;7806
130975;2553;2553;7788
132016;2543;2543;7783
133041;2544;2544;7778
134068;2587;2587;7777
135095;2646;2646;7684
136120;2793;2793;7563
137152;2768;2768;7567
138201;2736;2736;7580
139231;2737;2737;7580
140256;2762;2762;7550
141285;2804;2804;7502
142316;2688;2688;7591
143345;2689;2689;7595
144377;2691;2691;7594
145404;2691;2691;7595
146444;2713;2713;7592
147471;2481;2481;7814
148498;2670;2670;7626
149523;2773;2773;7532
150546;2757;2757;7499
151576;2878;2878;7425
152603;2876;2876;7421
153632;2880;2880;7413
154666;2881;2881;7413
155696;2881;2881;7412
156723;2910;2910;7404
157749;2862;2862;7426
158780;2762;2762;7507
159804;2983;2983;7436
160832;3021;3021;7430
161859;3167;3167;7331
162883;2999;2999;7323
163913;2996;2996;7325
164948;2989;2989;7324
165981;2951;2951;7354
167013;2966;2966;7331
168042;2861;2861;7422
169077;2938;2938;7468
170108;2970;2970;7468
171143;2909;2909;7463
172179;2834;2834;7656
173213;2675;2675;7632
174254;2688;2688;7628
175284;2678;2678;7623
176315;2622;2622;7667
177343;2614;2614;7668
178370;2614;2614;7668
179398;2609;2609;7666
180431;2655;2655;7653
181456;2703;2703;7578
182492;2731;2731;7579
183520;2778;2778;7588
184562;3070;3070;7392
185596;3091;3091;7391
186627;3121;3121;7402
187654;3142;3142;7370
188686;3019;3019;7489
189714;2844;2844;7521
190740;2882;2882;7507
191768;3055;3055;7381
192793;2986;2986;7428
193826;3116;3116;7385
194855;3271;3271;7382
195884;3304;3304;7395
196907;3185;3185;7335
197930;3184;3184;7336
198955;3002;3002;7336
199979;2810;2810;7485
201007;2799;2799;7518
202036;2800;2800;7520
203061;2811;2811;7528
204096;2893;2893;7462
205127;3099;3099;7258
206152;3118;3118;7254
207185;3150;3150;7207
208218;2934;2934;7362
209243;2906;2906;7390
210271;2907;2907;7391
211303;2919;2919;7398
212327;2811;2811;7464
213348;0;0;8589
214372;0;0;10389
