benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_max_std_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_count_std,tasks_channel_full_count_avg,tasks_channel_full_count_std,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
OLD_4T,Linux,20.0,266.093900 +- 2.609046,273.294,261.487,2.609046318101691,6.80712268999999,0.00980498357197099,1491.631892 +- 22.457766,2612.000000 +- 79.500063,79.50006289305688,22.457766317439226,55.000000 +- 0.316228,0.31622776601683794,nan +- nan,nan,nan +- nan,nan,nan +- nan,nan,nan +- nan,nan
