Time_ms;Thor_WorkingSet_MB;Thor_Private_MB;Free_RAM_MB
2;112;112;10302
1030;203;203;10187
2051;257;257;10137
3073;287;287;10073
4102;317;317;10032
5125;326;326;10014
6146;445;445;9889
7169;516;516;9900
8191;377;377;10052
9212;425;425;9981
10233;496;496;9914
11254;458;458;9898
12276;484;484;9866
13298;465;465;9883
14319;510;510;9849
15340;567;567;9789
16361;762;762;9635
17381;798;798;9586
18403;816;816;9577
19424;864;864;9484
20445;826;826;9490
21466;852;852;9460
22487;816;816;9496
23509;883;883;9548
24531;953;953;9477
25552;985;985;9444
26574;1045;1045;9379
27596;957;957;9430
28616;1026;1026;9355
29638;821;821;9526
30657;794;794;9531
31678;804;804;9508
32699;783;783;9517
33720;790;790;9505
34742;789;789;9504
35763;805;805;9503
36783;807;807;9498
37804;795;795;9487
38825;856;856;9492
39848;821;821;9491
40869;816;816;9459
41890;845;845;9457
42911;825;825;9474
43933;880;880;9418
44954;815;815;9488
45975;895;895;9412
46995;803;803;9503
48016;813;813;9502
49038;803;803;9501
50059;801;801;9502
51080;807;807;9485
52103;859;859;9486
53124;840;840;9478
54149;832;832;9469
55169;839;839;9466
56190;902;902;9472
57211;843;843;9469
58231;816;816;9499
59252;818;818;9494
60273;842;842;9489
61294;831;831;9481
62316;840;840;9472
63338;868;868;9469
64359;817;817;9491
65379;839;839;9491
66401;825;825;9490
67422;838;838;9486
68443;830;830;9476
69464;898;898;9402
70484;834;834;9468
71505;856;856;9469
72526;837;837;9469
73547;840;840;9463
74568;863;863;9463
75590;839;839;9459
76611;855;855;9467
77632;848;848;9464
78655;845;845;9460
79675;824;824;9490
80696;816;816;9503
81717;803;803;9520
82739;806;806;9515
83761;822;822;9511
84782;812;812;9508
85804;815;815;9501
86825;844;844;9502
87849;820;820;9494
88872;839;839;9494
89894;829;829;9494
90916;808;808;9504
91937;810;810;9502
92958;806;806;9512
93979;804;804;9511
95000;823;823;9512
96021;832;832;9498
97040;829;829;9507
98061;830;830;9506
99084;830;830;9506
100104;828;828;9506
101126;811;811;9515
102145;812;812;9518
103164;794;794;9531
104185;791;791;9532
105204;736;736;9585
106226;719;719;9595
107245;731;731;9578
108265;733;733;9578
109284;733;733;9578
110302;710;710;9594
111321;710;710;9594
112340;689;689;9606
113359;689;689;9608
114379;696;696;9594
115400;696;696;9596
116421;696;696;9597
117443;696;696;9589
118463;696;696;9584
119485;696;696;9583
120507;696;696;9562
121528;696;696;9550
122549;696;696;9550
123570;696;696;9557
124592;696;696;9553
125614;696;696;9556
126635;696;696;9553
127657;696;696;9555
128678;696;696;9559
129699;696;696;9558
130721;696;696;9556
131741;696;696;9557
132762;696;696;9549
133783;696;696;9551
134804;696;696;9551
135824;735;735;9503
136845;736;736;9504
137866;790;790;9535
138886;790;790;9535
139905;769;769;9552
140923;770;770;9558
141942;815;815;9514
142961;815;815;9516
143980;833;833;9501
144998;843;843;9488
146017;857;857;9485
147037;857;857;9485
148055;875;875;9466
149074;875;875;9465
150093;895;895;9445
151112;895;895;9445
152132;936;936;9418
153154;968;968;9397
154176;973;973;9393
155197;974;974;9392
156218;976;976;9388
157239;977;977;9387
158259;1109;1109;9329
159281;1175;1175;9326
160303;1253;1253;9289
161323;1196;1196;9275
162344;1247;1247;9269
163366;1318;1318;9237
164387;1250;1250;9095
165407;1326;1326;9098
166429;1385;1385;9083
167451;1427;1427;9082
