Time_ms;Thor_WorkingSet_MB;Thor_Private_MB;Free_RAM_MB
2;114;114;10303
1032;211;211;10190
2053;260;260;10141
3075;287;287;10084
4100;319;319;10013
5129;351;351;9994
6151;448;448;9976
7173;518;518;9896
8195;356;356;10051
9216;434;434;9963
10239;468;468;9931
11260;468;468;9881
12282;495;495;9842
13305;508;508;9836
14326;526;526;9812
15347;552;552;9757
16368;743;743;9637
17390;729;729;9622
18412;790;790;9560
19434;797;797;9545
20455;865;865;9479
21477;902;902;9446
22499;903;903;9411
23519;875;875;9535
24541;958;958;9454
25563;992;992;9416
26585;1042;1042;9354
27606;944;944;9404
28627;1013;1013;9337
29647;876;876;9465
30668;893;893;9452
31688;921;921;9419
32712;1004;1004;9374
33736;1029;1029;9339
34757;1040;1040;9337
35778;1012;1012;9290
36798;984;984;9288
37824;1122;1122;9225
38846;1031;1031;9278
39877;1117;1117;9250
40901;1129;1129;9170
41924;1021;1021;9254
42944;1072;1072;9257
43968;1024;1024;9223
44989;1024;1024;9213
46010;1014;1014;9232
47031;1030;1030;9224
48051;1030;1030;9225
49072;1030;1030;9226
50092;1030;1030;9226
51112;1018;1018;9244
52130;1018;1018;9239
53150;911;911;9332
54169;911;911;9333
55187;911;911;9334
56206;848;848;9389
57224;848;848;9394
58243;812;812;9438
59263;812;812;9435
60283;771;771;9454
61303;771;771;9453
62323;771;771;9457
63342;773;773;9462
64362;781;781;9441
65384;781;781;9446
66406;781;781;9445
67428;781;781;9446
68448;781;781;9450
69470;781;781;9448
70492;781;781;9426
71514;781;781;9418
72535;781;781;9412
73557;781;781;9400
74580;781;781;9402
75601;781;781;9402
76622;781;781;9399
77644;781;781;9387
78667;781;781;9390
79688;781;781;9383
80709;781;781;9387
81731;781;781;9383
82752;781;781;9391
83773;781;781;9386
84795;781;781;9407
85816;856;856;9416
86835;874;874;9431
87855;1190;1190;9051
88875;1242;1242;9029
89896;1413;1413;8895
90915;1517;1517;8791
91933;1579;1579;8729
92953;1581;1581;8727
93972;1612;1612;8683
94992;1663;1663;8632
96015;1686;1686;8619
97039;1903;1903;8399
98059;1905;1905;8398
99079;1977;1977;8331
100100;1980;1980;8327
101121;1990;1990;8309
102143;2127;2127;8193
103173;2138;2138;8190
104201;2157;2157;8187
105233;2239;2239;8064
106269;2295;2295;8003
107294;2288;2288;8007
108323;2288;2288;8006
109356;2287;2287;8005
110384;2309;2309;7985
111412;2382;2382;7916
112441;2449;2449;7860
113470;2422;2422;7864
114498;2422;2422;7864
115524;2429;2429;7864
116560;2490;2490;7829
117582;2700;2700;7731
118610;2882;2882;7688
119636;2987;2987;7643
120662;2905;2905;7610
121691;2953;2953;7575
122726;2708;2708;7567
123754;2699;2699;7574
124782;2687;2687;7587
125820;2688;2688;7587
126850;2724;2724;7563
127876;2753;2753;7529
128905;2755;2755;7518
129936;2755;2755;7517
130969;2793;2793;7518
131996;2883;2883;7589
133019;2888;2888;7563
134043;2984;2984;7477
135067;2978;2978;7350
136093;2983;2983;7401
137126;2997;2997;7400
138155;3031;3031;7393
139182;3078;3078;7367
140210;2921;2921;7358
141242;2918;2918;7357
142269;2887;2887;7386
143299;2730;2730;7508
144327;2738;2738;7507
145352;2887;2887;7364
146377;2785;2785;7429
147404;2759;2759;7475
148436;2742;2742;7478
149466;2780;2780;7462
150489;2766;2766;7480
151521;2764;2764;7482
152547;2766;2766;7476
153576;2837;2837;7414
154606;2927;2927;7332
155635;2940;2940;7301
156668;2938;2938;7300
157698;2956;2956;7300
158725;2938;2938;7313
159760;2986;2986;7277
160792;3062;3062;7276
161829;3085;3085;7344
162861;2905;2905;7434
163887;2902;2902;7450
164913;2698;2698;7500
165937;2511;2511;7662
166969;2439;2439;7755
167992;2451;2451;7755
169020;2547;2547;7714
170045;2654;2654;7730
171082;2684;2684;7727
172105;2721;2721;7716
173134;2897;2897;7363
174159;2864;2864;7372
175187;2865;2865;7373
176217;2866;2866;7379
177249;2866;2866;7382
178281;2863;2863;7384
179308;2890;2890;7364
180344;2631;2631;7532
181384;2765;2765;7569
182413;2898;2898;7585
183435;2995;2995;7560
184458;2911;2911;7526
185488;2738;2738;7524
186517;2720;2720;7541
187545;2705;2705;7537
188577;2709;2709;7541
189609;2688;2688;7566
190643;2673;2673;7581
191672;2895;2895;7396
192701;2861;2861;7415
193730;2868;2868;7415
194757;2868;2868;7415
195782;2871;2871;7414
196812;2896;2896;7398
197836;2905;2905;7336
198870;2959;2959;7399
199894;2774;2774;7532
200921;2854;2854;7468
201960;2854;2854;7476
202986;2848;2848;7481
204013;2910;2910;7429
205047;2964;2964;7364
206072;2781;2781;7461
207099;2862;2862;7410
208142;2823;2823;7465
209165;2855;2855;7469
210192;2865;2865;7413
211216;2878;2878;7428
212245;2879;2879;7430
213269;2905;2905;7427
214297;2988;2988;7369
215324;2942;2942;7333
216349;3020;3020;7316
217373;2802;2802;7459
218395;2848;2848;7453
219418;2673;2673;7463
220441;0;0;10200
221459;0;0;10229
