Time_ms;Thor_WorkingSet_MB;Thor_Private_MB;Free_RAM_MB
2;115;115;10296
1032;210;210;10193
2054;256;256;10136
3078;294;294;10073
4098;336;336;10020
5123;333;333;10015
6144;426;426;9879
7169;500;500;9911
8193;331;331;10104
9214;400;400;10018
10237;444;444;9981
11258;400;400;9961
12280;449;449;9899
13301;452;452;9902
14322;477;477;9874
15343;481;481;9858
16364;646;646;9712
17384;633;633;9659
18405;714;714;9611
19427;727;727;9614
20447;772;772;9580
21472;806;806;9482
22497;832;832;9492
23518;863;863;9552
24540;931;931;9479
25562;960;960;9450
26584;1018;1018;9384
27605;898;898;9455
28626;963;963;9391
29647;795;795;9555
30668;835;835;9510
31688;850;850;9485
32708;876;876;9473
33728;927;927;9464
34749;923;923;9447
35770;895;895;9433
36790;957;957;9367
37811;885;885;9437
38835;946;946;9412
39857;865;865;9432
40876;934;934;9443
41897;985;985;9437
42917;861;861;9434
43938;870;870;9431
44959;930;930;9422
45980;889;889;9408
47001;963;963;9328
48022;902;902;9384
49042;933;933;9376
50063;948;948;9367
51085;908;908;9370
52107;927;927;9376
53127;883;883;9388
54146;862;862;9410
55169;913;913;9405
56190;918;918;9393
57211;893;893;9378
58229;897;897;9378
59251;898;898;9380
60272;896;896;9382
61292;888;888;9394
62313;888;888;9395
63334;883;883;9396
64355;883;883;9398
65376;883;883;9399
66396;837;837;9431
67415;825;825;9460
68434;826;826;9463
69456;777;777;9529
70475;769;769;9545
71493;753;753;9562
72512;753;753;9559
73531;741;741;9544
74550;741;741;9545
75569;734;734;9547
76588;734;734;9544
77607;734;734;9548
78626;723;723;9558
79644;726;726;9561
80663;727;727;9540
81686;727;727;9536
82707;727;727;9527
83728;727;727;9521
84750;727;727;9518
85770;727;727;9503
86792;727;727;9502
87814;727;727;9501
88835;727;727;9499
89855;727;727;9506
90876;727;727;9500
91898;727;727;9503
92920;727;727;9491
93940;727;727;9495
94961;727;727;9485
95982;727;727;9489
97002;727;727;9485
98024;727;727;9488
99044;727;727;9486
100065;727;727;9480
