hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",1273562,1019547,1163171610491,913321,0,155948749776,74563120824345,58546910,0,160160527766
"scan with file YARA rules",105880,0,291886463726,2756766,1229997,4037344914,59208591239728,559204677,7263,160154717418
"schedule scan for symlink target",59506,0,128895845893,2166098,9017,20112668675,29396593166806,494010573,7263,160159747056
"scan object with YARA",50169,0,84933519131,1692948,336583,3612830941,16919484772326,337249791,5140,28048398406
"scan with meta YARA rules",249149,0,77840626724,312426,93889,2538485189,113547929175460,455743066,5140,160160206704
"scan with process YARA rules",68,0,63291562334,930758269,38519899,4343106402,718831302104,10571048560,43234,28048398406
"parse ZIP archive",190,0,57329214843,301732709,4098702,20038257635,43461159942,228742947,233225,923939035
"parse GZIP archive",10164,0,47539918201,4677284,47911,3200603463,1832342115298,180277657,7263,9973676706
"apply Sigma rules",994927,0,39718293985,39920,7124,42708381,293925916445297,295424605,1543,160160206704
"parse log file",135,0,30437334403,225461736,1813,2975254883,44294331784,328106161,7263,1547556817
"compare to ThorDB",156,0,18372327530,117771330,44443242,170257949,381252812884,2443928287,34486,4966973048
"scan object's command line with YARA",68,0,12041082303,177074739,908545,2557722820,718831302104,10571048560,43234,28048398406
"parse file content",105880,0,10067373750,95082,2685,515880873,59208591239728,559204677,7263,160154717418
"scan process for malicious indicators",68,0,7389430424,108668094,91254,2693747903,718831302104,10571048560,43234,28048398406
"check file excludes",90360,0,6955568075,76976,120,2437609496,28470647861195,315080210,5140,159832917416
"parse journald format",5,0,2431904278,486380855,27834908,1698770103,4920021318,984004263,181716316,1380127886
"add meta information",45801,0,2032710203,44381,2514,38318214,14860405923070,324455927,5140,6371393824
"check file existence",308987,0,1642809053,5316,150,2029974,152464793238132,493434329,5140,160160527766
"check with STIX IOCs",105880,0,934942822,8830,832,2625600,59208591239728,559204677,7263,160154717418
"check if file was already scanned",308855,0,859799968,2783,120,31173991,152420418284384,493501540,5140,160160527766
"check if object should be logged",994927,0,618614533,621,220,1844059,293925916445297,295424605,1543,160160206704
"search for Cobalt Strike beacons",179866,0,573089303,3186,831,3345594,75949923581463,422258367,7263,160154717418
"apply hash IOCs",105880,0,549762678,5192,2494,702089,59208591239728,559204677,7263,160154717418
"check process excludes",208,0,498321199,2395774,260,268938055,821818480726,3951050388,13726,28048398406
"parse TARGZ archive",1,0,484551627,484551627,484551627,484551627,6794235,6794235,6794235,6794235
"apply false positive filters",994927,0,395056831,397,200,452743,293925916445297,295424605,1543,160160206704
"deduplicate reasons",249149,0,374099631,1501,120,255658,113547929175460,455743066,5140,160160206704
"limit frequent matches",994927,0,362786905,364,140,5605567,293925916445297,295424605,1543,160160206704
"store time information about deep scan",105880,0,285300493,2694,701,1236249,59208591239728,559204677,7263,160154717418
"check if deep scan is needed",249149,0,241706712,970,160,115681,113547929175460,455743066,5140,160160206704
"check if maximum file size is exceeded",249149,0,134397551,539,130,249767,113547929175460,455743066,5140,160160206704
"fill in interesting content",249149,0,107364111,430,170,2127319,113547929175460,455743066,5140,160160206704
"log object",502,0,83225328,165787,922,1301013,1115777941697,2222665222,5512,28048398406
"log file",249149,0,58834509,236,120,291517,113547929175460,455743066,5140,160160206704
"extract process handles",68,0,28819653,423818,217826,1677180,718831302104,10571048560,43234,28048398406
"parse authorized_keys format",1,0,26694222,26694222,26694222,26694222,273742,273742,273742,273742
"extract process environment variables",68,0,16413181,241370,117514,479675,718831302104,10571048560,43234,28048398406
"initialize process memory reader",68,0,13697174,201429,85133,353604,718831302104,10571048560,43234,28048398406
"parse TAR archive",1,0,13369142,13369142,13369142,13369142,7263,7263,7263,7263
"truncate long values",502,0,10351657,20620,771,1942968,1115777941697,2222665222,5512,28048398406
"parsing Firefox history",1,0,9015264,9015264,9015264,9015264,273742,273742,273742,273742
"enrich finding with file information",45,0,8228377,182852,17172,511615,9247835399,205507453,5512,923939035
"parse system crontab",3,0,7945744,2648581,10280,5941979,924446002,308148667,233225,923939035
"schedule scan for executable",156,0,5368318,34412,21200,104631,381252812884,2443928287,34486,4966973048
"parse OLE format",14,0,4440342,317167,63140,697210,3698290975,264163641,233225,923939035
"scan eBPF program with file YARA rules",1,0,2039271,2039271,2039271,2039271,15640,15640,15640,15640
"retrieve interesting process memory",68,0,1298110,19089,3238,76446,718831302104,10571048560,43234,28048398406
"analyze process connection",68,0,1217140,17899,1463,472011,718831302104,10571048560,43234,28048398406
"truncate unimportant process memory sections",68,0,965983,14205,4789,39916,718831302104,10571048560,43234,28048398406
"unpack UPX",3,0,944553,314851,284894,343997,2771817105,923939035,923939035,923939035
"check for C2 IOCs",8,0,876043,109505,48923,216874,170191191,21273898,273742,111943896
"check file mode",156,0,500400,3207,591,7115,381252812884,2443928287,34486,4966973048
"log md5 to csv",38,0,456107,12002,120,44254,8322816683,219021491,24728,923939035
"check for known evil services",156,0,276663,1773,1062,3998,381252812884,2443928287,34486,4966973048
"parse mail",5,0,100442,20088,10850,32262,931735792,186347158,233225,923939035
"scan dependent files",35,0,17825,509,271,1283,137187038,3919629,9718,9501913
"check for port 0",6,0,11261,1876,1042,3095,169643707,28273951,6775140,111943896
"check if profile is recent",1,0,8857,8857,8857,8857,5512,5512,5512,5512
"check for network pipes",6,0,3004,500,260,972,169643707,28273951,6775140,111943896
