hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",3424166,3422596,2396708012200,699939,0,98453092100,117663960889700,34362808,0,1927632218900
"scan with file YARA rules",55726,0,899273104000,16137406,0,8977692100,1235390092100,22169007,0,177356723500
"scan with process YARA rules",117,0,201375132700,1721154980,0,15337254900,8455631133800,72270351570,0,214689159500
"parse CAB archive",26,0,143689663600,5526525523,2012200,101560919900,0,0,0,0
"scan object with YARA",98268,0,92391390700,940198,0,343255200,545975195403400,5555981554,0,214689159500
"scan with meta YARA rules",95791,0,74210880000,774716,0,44456300,1264917185200,13204968,0,177356723500
"apply Sigma rules",2929904,0,72913754500,24886,0,27655800,616002937466500,210246799,0,214689159500
"parse GZIP archive",6632,0,65993765200,9950808,0,947727000,0,0,0,0
"parse registry hive",384,0,56231970100,146437422,0,24332392800,0,0,0,0
"parse log file",214,0,51128091400,238916314,0,17041587300,0,0,0,0
"parse Shim database",21,0,44790514900,2132881661,6039700,11650284100,0,0,0,0
"parse file content",55726,0,42724758700,766693,0,2667123300,1235390092100,22169007,0,177356723500
"parse ETL file",236,0,38701371000,163988860,7318500,20084849100,0,0,0,0
"parse ZIP archive",312,0,38017667400,121851498,0,20679292500,0,0,0,0
"parse SHIM cache",2,0,21760306900,10880153450,697788700,21062518200,0,0,0,0
"schedule scan for executed file",884,0,20388737800,23064183,0,4543510900,0,0,0,0
"parsing Chrome history",5,0,14435010700,2887002140,6042300,14373334600,0,0,0,0
"parse Amcache",4,0,12579345100,3144836275,0,12579345100,0,0,0,0
"parse CHM file",23,0,11287514100,490761482,100539700,1017832800,0,0,0,0
"parse OLE format",22,0,8300549100,377297686,8069700,7107985600,0,0,0,0
"check file existence",107655,0,6586505600,61181,0,3845600,8406964126400,78091720,0,214689159500
"extract process handles",117,0,6508534300,55628498,7099000,511635600,8455631133800,72270351570,0,214689159500
"add meta information",21027,0,4950297000,235425,0,746715000,1264917185200,60156807,0,177356723500
"scan entry",710,0,4207043300,5925413,0,3692250100,0,0,0,0
"check if file was already scanned",106499,0,4021295300,37758,0,5942800,8374974991500,78639001,0,214689159500
"parse RAR archive",15,0,3687291100,245819406,0,1929452400,0,0,0,0
"analyze prefetch file",343,0,3556311900,10368256,1067800,618918700,0,0,0,0
"check file excludes",24764,0,3052150500,123249,0,1547941000,8406964126400,339483287,0,214689159500
"extract process environment variables",117,0,2431007600,20777842,0,34528800,8455631133800,72270351570,0,214689159500
"parse PowerShell module cache",1,0,1611394200,1611394200,1611394200,1611394200,0,0,0,0
"check with STIX IOCs",1149377,0,1570505300,1366,0,12371800,1376611002800,1197701,0,177356723500
"check if object should be logged",2929904,0,1483534800,506,0,6000200,616002937466500,210246799,0,214689159500
"scan process for malicious indicators",117,0,1466898100,12537590,1006000,176837700,8455631133800,72270351570,0,214689159500
"scan scheduled task image",180,0,1163879600,6465997,0,209012500,87531985200,486288806,0,1939721900
"enrich finding with file information",333,0,1162997200,3492484,0,191441900,76047939400,228372190,0,29527093100
"apply false positive filters",2929904,0,1143099200,390,0,29792600,616002937466500,210246799,0,214689159500
"log object",73720,0,994589600,13491,0,5843100,10426491857500,141433693,0,214689159500
"parse Atjobs file",237,0,920026100,3881966,0,14139700,0,0,0,0
"limit frequent matches",2929904,0,857859900,292,0,2898500,616002937466500,210246799,0,214689159500
"apply hash IOCs",55726,0,470039800,8434,0,4627500,1235390092100,22169007,0,177356723500
"parse ESE database",8,0,424585200,53073150,0,333058500,0,0,0,0
"check size",1093651,0,395266500,361,0,3180600,141220910700,129127,0,141220910700
"search for Cobalt Strike beacons",81148,0,353471400,4355,0,2542200,9691021225900,119424030,0,214689159500
"store time information about deep scan",55726,0,347030000,6227,0,2540000,1235390092100,22169007,0,177356723500
"apply handle IOCs",6303,0,311286500,49387,0,5526800,300249871650200,47636025963,0,214689159500
"deduplicate reasons",95791,0,266985900,2787,0,6832700,1264917185200,13204968,0,177356723500
"scan started image",9,0,251981200,27997911,0,224238800,22158376200,2462041800,2462041800,2462041800
"check for suspicious event ID",297193,0,239651400,806,0,2539600,84095370014500,282965514,0,16454859500
"scan object's command line with YARA",117,0,188448900,1610674,0,4322400,8455631133800,72270351570,0,214689159500
"scan SHIM cache entry for executed file",884,0,185002300,209278,0,2160200,0,0,0,0
"check if deep scan is needed",95791,0,180830800,1887,0,13787700,1264917185200,13204968,0,177356723500
"check for suspicious locations",885,0,157650900,178136,0,3422900,16548066100,18698379,0,16548066100
"check process excludes",133,0,138941000,1044669,0,6030300,9263171175800,69647903577,0,214689159500
"parse SRUM database",1,0,134114200,134114200,134114200,134114200,0,0,0,0
"parse WMI persistence file",1,0,107496800,107496800,107496800,107496800,0,0,0,0
"check if maximum file size is exceeded",95791,0,73085900,762,0,2539200,1264917185200,13204968,0,177356723500
