Time_ms;Thor_WorkingSet_MB;Thor_Private_MB;Free_RAM_MB
1;114;114;10294
1030;209;209;10184
2052;247;247;10124
3074;288;288;10089
4098;317;317;10028
5120;311;311;10018
6146;419;419;9980
7168;492;492;9895
8194;335;335;10094
9215;410;410;9990
10236;466;466;9955
11257;486;486;9921
12279;449;449;9879
13300;459;459;9880
14323;477;477;9833
15344;493;493;9811
16365;702;702;9594
17386;669;669;9610
18408;746;746;9563
19429;770;770;9544
20451;800;800;9494
21473;828;828;9461
22495;868;868;9440
23517;854;854;9574
24538;932;932;9496
25559;967;967;9459
26581;1018;1018;9392
27602;942;942;9426
28624;1015;1015;9349
29646;856;856;9503
30666;821;821;9520
31686;857;857;9481
32708;877;877;9472
33729;931;931;9471
34752;917;917;9452
35774;892;892;9445
36796;927;927;9412
37817;926;926;9442
38838;930;930;9405
39860;908;908;9418
40882;1061;1061;9423
41904;924;924;9399
42924;838;838;9461
43945;898;898;9446
44967;866;866;9425
45988;950;950;9369
47010;903;903;9430
48030;896;896;9418
49052;901;901;9413
50073;885;885;9398
51095;857;857;9424
52116;829;829;9449
53147;907;907;9439
54168;875;875;9412
55188;860;860;9423
56207;884;884;9418
57228;877;877;9419
58248;877;877;9421
59269;863;863;9423
60289;870;870;9420
61310;869;869;9418
62330;885;885;9404
63353;885;885;9406
64373;877;877;9399
65392;877;877;9404
66411;892;892;9389
67430;894;894;9392
68449;894;894;9394
69467;887;887;9386
70487;867;867;9400
71506;813;813;9427
72525;813;813;9428
73544;813;813;9428
74564;807;807;9449
75583;807;807;9451
76603;809;809;9458
77624;809;809;9447
78646;809;809;9448
79667;809;809;9445
80689;809;809;9448
81710;809;809;9447
82732;809;809;9421
83754;809;809;9422
84776;809;809;9417
85797;809;809;9411
86818;809;809;9408
87841;809;809;9411
88862;809;809;9411
89884;809;809;9408
90906;809;809;9414
91928;809;809;9410
92950;809;809;9405
93971;809;809;9405
94993;809;809;9416
96015;809;809;9420
97036;809;809;9417
98059;872;872;9419
99079;873;873;9412
100102;880;880;9419
101124;1084;1084;9238
102143;1111;1111;9195
103162;1226;1226;9110
104182;1352;1352;8978
105201;1381;1381;8946
106220;1423;1423;8904
107240;1435;1435;8894
108260;1463;1463;8866
109280;1495;1495;8833
110300;1519;1519;8804
111321;1519;1519;8803
112339;1567;1567;8768
113361;1622;1622;8713
114384;1719;1719;8621
115405;1863;1863;8588
116428;1917;1917;8572
117450;1995;1995;8534
118471;1892;1892;8519
119493;1841;1841;8509
120515;1845;1845;8506
121538;1890;1890;8497
122558;1986;1986;8492
123580;2047;2047;8481
124601;1875;1875;8471
125623;1884;1884;8461
126643;1911;1911;8440
127664;1917;1917;8433
128685;1951;1951;8388
129707;2051;2051;8306
130728;2026;2026;8303
131750;2024;2024;8303
132774;2081;2081;8254
133796;2128;2128;8212
134818;2163;2163;8178
135841;2193;2193;8141
136864;2167;2167;8146
137887;2162;2162;8146
138909;2159;2159;8150
139932;2160;2160;8150
140955;2177;2177;8112
141982;2167;2167;8118
143004;2166;2166;8117
144027;2163;2163;8123
145050;2147;2147;8141
146073;2148;2148;8140
147095;2148;2148;8140
148118;2166;2166;8135
149141;2217;2217;8086
150165;2232;2232;8077
151188;1973;1973;8295
152212;1969;1969;8300
153235;1969;1969;8299
154258;1969;1969;8299
155281;1969;1969;8300
156304;1969;1969;8300
157328;1969;1969;8300
158351;1984;1984;8291
159375;1981;1981;8294
160397;1967;1967;8306
161419;1969;1969;8306
162441;1969;1969;8306
163465;1970;1970;8306
164486;1971;1971;8306
165509;1964;1964;8316
166530;1965;1965;8315
167553;1970;1970;8318
168576;1971;1971;8318
169598;1971;1971;8317
170620;1974;1974;8317
171642;1988;1988;8307
172664;1971;1971;8323
173688;1994;1994;8298
174711;2015;2015;8298
175732;2109;2109;8186
176755;2288;2288;8125
177777;2308;2308;8124
178800;2493;2493;8098
179821;2350;2350;8098
180842;2402;2402;8092
181864;2204;2204;8095
182889;2216;2216;8094
183911;2238;2238;8082
184933;2263;2263;8040
185955;2281;2281;8002
186978;2281;2281;8001
188000;2280;2280;8001
189025;2269;2269;8011
190054;2263;2263;7990
191078;2312;2312;7978
192100;2383;2383;7916
193123;2388;2388;7910
194167;2373;2373;7913
195191;2374;2374;7911
196215;2203;2203;8038
197241;2149;2149;8096
198265;2151;2151;8097
199290;2151;2151;8097
200314;2157;2157;8097
201338;2228;2228;8059
202364;2085;2085;8149
203390;2085;2085;8155
204414;2085;2085;8159
205437;2085;2085;8161
206461;2086;2086;8162
207492;2086;2086;8162
208521;2081;2081;8176
209542;2083;2083;8176
210568;2082;2082;8176
211589;2075;2075;8187
212613;2117;2117;8163
213636;2412;2412;7868
214660;2650;2650;7871
215682;2817;2817;7880
216705;2987;2987;7814
217727;2735;2735;7790
218750;2771;2771;7781
219772;2617;2617;7783
220793;2656;2656;7782
221812;2674;2674;7803
222834;2490;2490;7819
223855;2500;2500;7831
224877;2438;2438;7850
225898;2143;2143;8111
226920;2119;2119;8152
227941;2126;2126;8153
228966;2141;2141;8135
229991;2244;2244;8002
231013;2268;2268;7985
232036;2409;2409;7856
233059;2410;2410;7849
234081;2425;2425;7839
235105;2385;2385;7817
236131;2186;2186;7967
237157;2165;2165;8004
238181;2165;2165;8018
239205;2165;2165;8033
240239;1952;1952;8257
241262;1952;1952;8262
242287;1989;1989;8239
243311;1948;1948;8280
244337;1943;1943;8290
245363;1945;1945;8294
246387;1951;1951;8295
247408;2193;2193;8093
248429;2438;2438;8036
249451;2516;2516;8024
250473;2636;2636;7840
251496;2446;2446;7837
252518;2410;2410;7845
253540;2263;2263;7984
254563;2173;2173;8055
255595;2208;2208;8054
256618;2335;2335;7945
257642;2149;2149;7999
258668;2374;2374;7848
259693;2409;2409;7848
260718;2066;2066;8046
261748;2049;2049;8090
262771;2040;2040;8118
263795;2097;2097;8092
264823;2168;2168;8055
265849;1962;1962;8178
266876;1954;1954;8206
267901;2046;2046;8140
268929;1957;1957;8221
269955;1959;1959;8232
270979;1987;1987;8241
272003;1998;1998;8234
273026;2444;2444;7855
274046;2557;2557;7740
275069;2542;2542;7739
