hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",3413786,1504713,4856613541300,1422647,0,132855854300,174353592877200,51073380,0,29266990500
"scan with file YARA rules",55746,0,1545496205100,27723894,0,21394616200,85843875576500,1539910945,0,15268219000
"scan with meta YARA rules",95832,0,810576314400,8458305,0,14894382600,139157595503700,1452099460,0,15268219000
"scan object with YARA",117262,0,397175718100,3387079,0,12199449100,66640033311500,568300330,0,29266990500
"scan with process YARA rules",119,0,256922373600,2159011542,0,18937011100,1223492587500,10281450315,0,29266990500
"parse CAB archive",26,0,187712542400,7219713169,0,141346067100,36266570300,1394868088,0,3320258200
"apply Sigma rules",2919473,0,97157123500,33278,0,165595000,1180076379057500,404208697,0,29266990500
"parse file content",55746,0,96642378200,1733619,0,7822220600,85843875576500,1539910945,0,15268219000
"parse registry hive",383,0,59085890100,154271253,0,22814369900,414064784600,1081109098,0,3467102500
"parse ETL file",234,0,59063901400,252409835,6829900,26027374200,314108874700,1342345618,0,3033245400
"parse log file",206,0,53891951200,261611413,0,18000402400,249154456300,1209487651,0,3633026500
"parse GZIP archive",6632,0,51428469600,7754594,0,1432138300,11350372018000,1711455370,0,8553003100
"scan object's command line with YARA",119,0,49715768100,417779563,0,18886649900,1223492587500,10281450315,0,29266990500
"parse ZIP archive",312,0,47409910200,151954840,0,20661662000,572333790000,1834403173,0,3983059400
"scan process for malicious indicators",119,0,41410734100,347989362,1043900,8983354600,1223492587500,10281450315,0,29266990500
"parse Shim database",21,0,39774852200,1894040580,334200,9802893800,27061524700,1288644033,0,2698557100
"schedule scan for executed file",884,0,19001759600,21495203,0,6475326100,4856084713600,5493308499,0,11440159900
"check file existence",107716,0,17034961700,158146,0,26649500,150679049160400,1398854851,0,15268219000
"parse CHM file",23,0,14910087600,648264678,63803300,2133176700,23033015900,1001435473,0,2177409000
"parsing Chrome history",5,0,14821993400,2964398680,8695100,14722432300,1375614800,275122960,0,691529300
"parse SHIM cache",2,0,14295596500,7147798250,3393842200,10901754300,106374700,53187350,37943600,68431100
"log object",73764,0,13448879900,182323,0,59967400,109410327515500,1483248298,0,29266990500
"check file excludes",24782,0,11403300700,460144,0,1960812000,31733115676900,1280490504,0,15268219000
"parse Amcache",4,0,10835860600,2708965150,0,10833843300,5059010800,1264752700,479370900,2114004000
"check process excludes",133,0,10202548300,76710889,0,2805271000,1417985290000,10661543533,0,29266990500
"check if file was already scanned",106544,0,9851161700,92460,0,42040200,149402200322200,1402258224,0,15268219000
"add meta information",21030,0,9788494700,465453,0,1921022500,29906542825000,1422089530,0,15268219000
"analyze prefetch file",343,0,7527807500,21946960,0,2074516500,579516404300,1689552199,0,3109851400
