hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",3424575,1699549,3708199926100,1082820,0,139738297200,154687362239500,45169798,0,73703713900
"scan with file YARA rules",55745,0,1141239110100,20472492,0,10692388400,74108441087300,1329418622,0,29190486300
"scan with meta YARA rules",95828,0,577168760000,6022965,0,10178928400,111808340544500,1166760660,0,29190486300
"scan object with YARA",99549,0,233505201900,2345630,0,9585672200,153128124331200,1538218609,0,73703713900
"scan with process YARA rules",119,0,217505247300,1827775187,0,16393209800,1334416731100,11213585975,0,39368423900
"parse CAB archive",26,0,164681627900,6333908765,0,126137578700,48192152500,1853544326,0,5779509800
"apply Sigma rules",2930300,0,82287668700,28081,0,61933200,1133231504317200,386728834,0,73703713900
"parse GZIP archive",6632,0,58769767400,8861545,0,3860783200,5517159357600,831899782,0,9176918000
"parse file content",55745,0,53224236600,954780,0,3722741300,74108441087300,1329418622,0,29190486300
"parse registry hive",383,0,46229918300,120704747,0,14591620100,430834879600,1124895246,0,12049265400
"parse ETL file",233,0,43039591100,184719275,6278400,17869873700,271428542600,1164929367,0,11118655800
"parse Shim database",21,0,41320959000,1967664714,516500,10048688300,54517244500,2596059261,0,10546259800
"parse log file",203,0,39250623000,193352822,0,12646746800,165266057700,814118510,0,11130312600
"parse ZIP archive",312,0,38311599600,122793588,0,21656961200,399171629800,1279396249,0,5731096700
"scan process for malicious indicators",119,0,25368888200,213183934,1030900,4863258600,1334416731100,11213585975,0,39368423900
"schedule scan for executed file",884,0,22546455700,25505040,0,4998075000,2318663053200,2622922005,0,10361970900
"scan object's command line with YARA",119,0,18835490300,158281431,0,3682299700,1334416731100,11213585975,0,39368423900
"parse CHM file",23,0,18258924800,793866295,123078600,2573700600,21296445500,925932413,0,5634874000
"parse SHIM cache",2,0,18131098100,9065549050,3209240900,14921857200,0,0,0,0
"parse Amcache",4,0,16130022500,4032505625,0,16128016300,23100270300,5775067575,1848423100,10265580300
"check process excludes",133,0,14675596500,110342830,0,10078376200,1570699348100,11809769534,0,39425722900
"parsing Chrome history",5,0,14433759400,2886751880,7926700,14226901100,513834700,102766940,0,513834700
"check file existence",107715,0,13986271400,129845,0,7538700,124446714051100,1155333185,0,37394846500
"extract process environment variables",119,0,12925234100,108615412,0,7088146300,1334416731100,11213585975,0,39368423900
"extract process handles",119,0,9256391900,77784805,8054200,2277282300,1334416731100,11213585975,0,39368423900
"check file excludes",24782,0,7775907800,313772,0,1795603300,32644593052300,1317270319,0,37394846500
"scan entry",726,0,7734896500,10654127,0,851630100,5922848955600,8158194153,3370438000,73703713900
"add meta information",21133,0,7546822900,357110,0,997845800,26310901341900,1245014969,0,29190486300
"check if file was already scanned",106542,0,7008159400,65778,0,4203800,122703103598600,1151687631,0,37394846500
"check for suspicious locations",885,0,6768374900,7647881,0,5620071300,2318663053200,2619958252,0,10361970900
"enrich finding with file information",336,0,5597506300,16659244,0,3227074200,92040933400,273931349,0,9122535000
"analyze prefetch file",343,0,5187524800,15123979,0,1525781000,477908732500,1393319919,0,3499532300
"parse PowerShell module cache",1,0,3382767000,3382767000,3382767000,3382767000,2018080200,2018080200,2018080200,2018080200
"apply handle IOCs",6380,0,3106668300,486938,0,1435450400,17394477105000,2726407069,0,34101750700
"parse RAR archive",15,0,2733035400,182202360,0,2345722000,52566511600,3504434106,0,7901089400
"scan SHIM cache entry for executed file",884,0,2197382800,2485727,0,1028727500,2318663053200,2622922005,0,10361970900
"check with STIX IOCs",1149886,0,1736047300,1509,0,4532900,529553838934300,460527251,0,29190486300
"parse Atjobs file",237,0,1701622700,7179842,0,304959600,277774086300,1172042558,0,2876484900
"check if object should be logged",2930300,0,1558518300,531,0,17332000,1133231504317200,386728834,0,73703713900
"apply false positive filters",2930300,0,1292512200,441,0,26401200,1133231504317200,386728834,0,73703713900
"log object",73761,0,1210001800,16404,0,16268300,94527486841600,1281537490,0,73703713900
"limit frequent matches",2930300,0,983412500,335,0,4860300,1133231504317200,386728834,0,73703713900
"parse OLE format",22,0,855393700,38881531,0,386266500,19340771600,879125981,0,3969704700
"apply hash IOCs",55745,0,530784300,9521,0,5107000,74108441087300,1329418622,0,29190486300
"parse ESE database",8,0,512148300,64018537,0,413395000,20455902100,2556987762,452838200,8547602900
"search for Cobalt Strike beacons",81174,0,416891400,5135,0,2515300,101174671300800,1246392580,0,39368423900
"parse SRUM database",1,0,406026800,406026800,406026800,406026800,3682587000,3682587000,3682587000,3682587000
"check size",1094141,0,404621200,369,0,2542500,455445397847000,416258414,0,9237352800
"scan scheduled task image",180,0,385164000,2139800,0,174891500,47198528400,262214046,0,634265800
"store time information about deep scan",55745,0,372856800,6688,0,2055500,74108441087300,1329418622,0,29190486300
"deduplicate reasons",95828,0,289716500,3023,0,2521300,111808340544500,1166760660,0,29190486300
"check for suspicious event ID",297508,0,289302100,972,0,11267200,210935816910200,709008890,0,5348114400
"WER",12,0,275347600,22945633,0,265802900,14567065400,1213922116,0,2247741200
"check if deep scan is needed",95828,0,186410200,1945,0,2040500,111808340544500,1166760660,0,29190486300
"parse WMI persistence file",1,0,99615600,99615600,99615600,99615600,4326614200,4326614200,4326614200,4326614200
"check for C2 IOCs",33,0,92268500,2796015,0,87182800,9352449400,283407557,0,2235946000
"check if maximum file size is exceeded",95828,0,82491200,860,0,2074000,111808340544500,1166760660,0,29190486300
"truncate long values",2477,0,62425200,25201,0,2057800,4690173888200,1893489660,0,39368423900
"fill in interesting content",95828,0,46587000,486,0,2075500,111808340544500,1166760660,0,29190486300
"log found WER report",12,0,43544100,3628675,2020400,6698400,14567065400,1213922116,0,2247741200
"parse LNK format",184,0,33995300,184757,0,4188000,170588289800,927110270,0,3618072600
"parse jumplist file",11,0,33302900,3027536,0,17639900,4467177300,406107027,0,1460346100
"scan with pipe IOCs",41,0,18113800,441800,0,2593900,476768800,11628507,0,20235700
"log file",95828,0,17709600,184,0,2044500,111808340544500,1166760660,0,29190486300
"compare to ThorDB",1,0,14871000,14871000,14871000,14871000,0,0,0,0
"compare cache to last scan",2,0,14076100,7038050,6022500,8053600,0,0,0,0
"check for webserver directory",6380,0,13694900,2146,0,2011400,17394477105000,2726407069,0,34101750700
"parse EVTX file",179,0,4892500,27332,0,800700,849590652200,4746316492,0,17093782500
"retrieve interesting process memory",119,0,4644700,39031,0,1509300,1334416731100,11213585975,0,39368423900
"analyze process connection",119,0,4255600,35761,0,1527500,1334416731100,11213585975,0,39368423900
"initialize process memory reader",119,0,2528500,21247,0,2010000,1334416731100,11213585975,0,39368423900
"check service permissions",688,0,2096600,3047,0,541200,2938662800,4271312,0,199855600
"check for known suspicious indicators",5,0,2089200,417840,0,522300,2152500,430500,0,2152500
"truncate unimportant process memory sections",110,0,1538400,13985,0,518400,1253669212800,11396992843,0,39368423900
"check for golden ticket",1,0,556900,556900,556900,556900,0,0,0,0
"parse Microsoft Defender Protection log",9,0,523700,58188,0,523700,8433722400,937080266,0,1054215300
"check for service overlap",683,0,514800,753,0,514800,12667942300,18547499,0,145475200
"check for empty SHIM cache",2,0,0,0,0,0,0,0,0,0
"check for network pipes",15,0,0,0,0,0,6759297000,450619800,0,2235946000
"check if profile is recent",3,0,0,0,0,0,0,0,0,0
"check for unusual last logon",5,0,0,0,0,0,2152500,430500,0,2152500
"check permissions on file",1,0,0,0,0,0,0,0,0,0
