hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",3411992,1906841,3763195636600,1102932,0,247480993900,292230842919900,85648161,0,389978109200
"scan with file YARA rules",55739,0,1182430973300,21213709,0,18059080100,118753512881300,2130528227,0,389978109200
"scan with meta YARA rules",95825,0,444657731500,4640310,0,4213965000,202554673908600,2113797797,0,389978109200
"scan object with YARA",99597,0,255642290600,2566766,0,16201510300,944426501783700,9482479409,0,146181209200
"scan with process YARA rules",119,0,218704405500,1837852147,0,16216244600,3809754475300,32014743489,0,93170505000
"parse CAB archive",26,0,144886483400,5572557053,0,100712352900,71509013400,2750346669,0,19180054500
"apply Sigma rules",2917730,0,79802712300,27350,0,20529500,4343544519114400,1488672536,0,389978109200
"parse Shim database",21,0,60952032700,2902477747,516600,20262346100,316708776900,15081370328,0,67976163400
"parse file content",55739,0,59973709700,1075973,0,5543105400,118753512881300,2130528227,0,389978109200
"parse registry hive",383,0,48887734100,127644214,0,21177303200,655235232500,1710796951,0,73442481900
"parse log file",200,0,47952744500,239763722,0,17255197100,727867600700,3639338003,0,94409365900
"parse GZIP archive",6632,0,44866513100,6765155,0,308497400,2116775777600,319176082,0,53722453500
"parse ETL file",234,0,44670307600,190898750,7368300,18951015800,2313965835000,9888742884,0,118944581200
"scan process for malicious indicators",119,0,31338264200,263346757,1033300,11758763100,3809754475300,32014743489,0,93170505000
"parse SHIM cache",2,0,27437838900,13718919450,13332412200,14105426700,0,0,0,0
"parse ZIP archive",312,0,26190735200,83944664,0,17129139300,207917858000,666403391,0,52928188800
"apply handle IOCs",6414,0,21968728400,3425121,0,6198769100,12503475179500,1949403676,0,82123275900
"schedule scan for executed file",884,0,21723005200,24573535,0,5075583200,620042106100,701405097,0,7935054300
"scan object's command line with YARA",119,0,17757712900,149224478,0,2789922800,3809754475300,32014743489,0,93170505000
"parsing Chrome history",5,0,14988888700,2997777740,9082200,14914957900,2886406800,577281360,0,2886406800
"parse Amcache",4,0,14260384600,3565096150,0,14260384600,1222216700,305554175,0,703970500
"check file existence",107699,0,13039965100,121077,0,15953100,212661815942800,1974594155,0,389978109200
"parse CHM file",23,0,9121119900,396570430,94087200,1009706400,384046741700,16697684421,0,125505654300
"check if file was already scanned",106540,0,6819369900,64007,0,16103900,212495928067900,1994517815,0,389978109200
"check file excludes",24766,0,6691665500,270195,0,1706567700,24953474540000,1007569835,0,146181209200
"add meta information",21031,0,6553959600,311633,0,901580200,24150713956300,1148338831,0,146181209200
"analyze prefetch file",343,0,5219360100,15216793,0,836002100,1633919418700,4763613465,0,110097385300
"parse OLE format",22,0,3283778400,149262654,0,2486391600,962599700,43754531,0,418177500
"parse RAR archive",15,0,3243663900,216244260,0,2231879400,20937487100,1395832473,0,20672690400
"parse PowerShell module cache",1,0,2145732800,2145732800,2145732800,2145732800,127075100,127075100,127075100,127075100
"enrich finding with file information",335,0,2006886500,5990705,0,238716500,1291475271200,3855150063,0,67976163400
"extract process handles",119,0,1887705400,15863070,8038100,145051900,3809754475300,32014743489,0,93170505000
"check for suspicious locations",885,0,1686137500,1905240,0,847980000,620042106100,700612549,0,7935054300
"check with STIX IOCs",1149547,0,1529260800,1330,0,3442000,1215128536777300,1057049895,0,389978109200
"parse Atjobs file",237,0,1463760300,6176203,0,414509800,502023042700,2118240686,0,82479187100
"scan SHIM cache entry for executed file",884,0,1433176400,1621240,0,535848000,620042106100,701405097,0,7935054300
"check if object should be logged",2917730,0,1380600100,473,0,17103000,4343544519114400,1488672536,0,389978109200
"apply false positive filters",2917730,0,1261622200,432,0,6025900,4343544519114400,1488672536,0,389978109200
"log object",73742,0,1243821700,16867,0,26687000,168374005035900,2283285034,0,389978109200
"check process excludes",133,0,1176769400,8847890,0,1025128800,4140519955400,31131728987,0,93170505000
"parse LNK format",184,0,1137867100,6184060,0,1028247600,292287099900,1588516847,0,23568692600
"limit frequent matches",2917730,0,931834300,319,0,17581800,4343544519114400,1488672536,0,389978109200
"parse ESE database",7,0,867376600,123910942,0,417310300,63227369900,9032481414,0,43613428100
"scan entry",710,0,555894500,782950,0,95319000,186792073500,263087427,0,3350709600
"apply hash IOCs",55739,0,515403700,9246,0,3812200,118753512881300,2130528227,0,389978109200
"search for Cobalt Strike beacons",81171,0,441650500,5440,0,2509200,169248733196400,2085088679,0,389978109200
"scan scheduled task image",180,0,403082000,2239344,0,164874200,49440666700,274670370,0,601498100
"store time information about deep scan",55739,0,377766600,6777,0,2521600,118753512881300,2130528227,0,389978109200
"check size",1093808,0,363751300,332,0,2527700,1096375023896000,1002346868,0,28733910400
"WER",12,0,310674900,25889575,0,275992300,14146148700,1178845725,0,10044141900
"deduplicate reasons",95825,0,275596300,2876,0,2509900,202554673908600,2113797797,0,389978109200
"check for suspicious event ID",297699,0,246436800,827,0,4021300,645848335554800,2169467601,0,67004166000
"check if deep scan is needed",95825,0,158299300,1651,0,2041500,202554673908600,2113797797,0,389978109200
"extract process environment variables",119,0,114739000,964193,0,31131300,3809754475300,32014743489,0,93170505000
"parse WMI persistence file",1,0,106225200,106225200,106225200,106225200,64933700,64933700,64933700,64933700
"check if maximum file size is exceeded",95825,0,64010900,667,0,2047300,202554673908600,2113797797,0,389978109200
"truncate long values",2476,0,59390200,23986,0,2031400,5887854203100,2377970195,0,93170505000
"log found WER report",12,0,44284900,3690408,537500,14275300,14146148700,1178845725,0,10044141900
"fill in interesting content",95825,0,44213500,461,0,2089300,202554673908600,2113797797,0,389978109200
"log file",95825,0,39155000,408,0,2550100,202554673908600,2113797797,0,389978109200
"parse jumplist file",11,0,35144300,3194936,0,14401000,848515000,77137727,0,418177500
"check for webserver directory",6414,0,32067100,4999,0,2052500,12503475179500,1949403676,0,82123275900
"compare to ThorDB",1,0,24771200,24771200,24771200,24771200,0,0,0,0
"scan with pipe IOCs",41,0,20492200,499809,0,1061700,469437100,11449685,0,21618400
"compare cache to last scan",2,0,15881400,7940700,7825700,8055700,0,0,0,0
"retrieve interesting process memory",119,0,6697600,56282,0,2009500,3809754475300,32014743489,0,93170505000
"check for C2 IOCs",33,0,4626500,140196,0,2026500,3200846900,96995360,0,1099594400
"parse EVTX file",179,0,3971400,22186,0,639400,210383868500,1175328874,0,48928402000
"scan network share metadata",3,0,3166600,1055533,520300,2121900,0,0,0,0
"initialize process memory reader",119,0,2133100,17925,0,550800,3809754475300,32014743489,0,93170505000
"analyze process connection",119,0,1573800,13225,0,536400,3809754475300,32014743489,0,93170505000
"truncate unimportant process memory sections",110,0,1046800,9516,0,524200,3685268289200,33502438992,0,93170505000
"check for service overlap",683,0,1044800,1529,0,525700,24015397400,35161636,0,1933286600
"parse Microsoft Defender Protection log",9,0,529500,58833,0,529500,132624800,14736088,0,132624800
"log md5 to csv",6,0,526000,87666,0,526000,212658000,35443000,0,106601100
"check service permissions",688,0,524700,762,0,524700,3546314100,5154526,0,103025500
"check for suspicious user",1,0,524600,524600,524600,524600,0,0,0,0
"check for golden ticket",1,0,523000,523000,523000,523000,0,0,0,0
"scan started image",9,0,0,0,0,0,794488300,88276477,70370000,98225600
"check for port 0",15,0,0,0,0,0,3197075100,213138340,0,1099594400
"check if profile is recent",3,0,0,0,0,0,0,0,0,0
"check for network pipes",15,0,0,0,0,0,3197075100,213138340,0,1099594400
"check permissions on file",1,0,0,0,0,0,0,0,0,0
"check for known malicious patterns",1,0,0,0,0,0,64933700,64933700,64933700,64933700
"check for known suspicious indicators",5,0,0,0,0,0,2646200,529240,0,2646200
