hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",3414290,2180979,3803840128400,1114094,0,168981005500,165847155509800,48574419,0,31838537800
"scan with file YARA rules",55747,0,1184431603400,21246553,0,15133800100,64669601142400,1160055270,0,31814789600
"scan with meta YARA rules",95830,0,522528351800,5452659,0,10324914100,100100893041900,1044567390,0,31838537800
"scan object with YARA",109943,0,278482983900,2532976,0,7903349200,99751097901400,907298308,0,31672698000
"scan with process YARA rules",119,0,217529522200,1827979178,0,15713559100,317695765600,2669712315,0,14571362700
"parse CAB archive",26,0,169674745700,6525951757,0,119401904400,61779080800,2376118492,0,28093842300
"apply Sigma rules",2920017,0,81639580400,27958,0,43226300,3417144896555900,1170248288,0,31838537800
"parse Shim database",21,0,61774857600,2941659885,523400,14863606500,25845345500,1230730738,0,5359455000
"parse file content",55747,0,57179451900,1025695,0,4028285600,64669601142400,1160055270,0,31814789600
"parse GZIP archive",6632,0,55153389300,8316252,0,1120746300,4612308764000,695462720,0,7809683500
"extract process handles",119,0,54840815100,460847185,8069200,6142435900,317695765600,2669712315,0,14571362700
"parse registry hive",383,0,54427574000,142108548,0,25690511100,290995707600,759779915,0,31814789600
"parse log file",206,0,54140667600,262818774,0,17988017800,132634143600,643855066,0,10075820200
"apply handle IOCs",6415,0,41154395100,6415338,0,11256928500,20525324255500,3199582892,0,14571362700
"parse ETL file",233,0,36974852300,158690353,7476300,13828329300,195770083100,840214948,0,8929267200
"parse ZIP archive",312,0,35542414500,113917995,0,7368103800,349034737400,1118701081,0,5823845700
"extract process environment variables",119,0,30826818800,259048897,0,7917266800,317695765600,2669712315,0,14571362700
"scan process for malicious indicators",119,0,16535006300,138949632,0,4526129000,317695765600,2669712315,0,14571362700
"schedule scan for executed file",884,0,16301160900,18440227,0,4737232000,631914014200,714834857,0,4749420100
"parse CHM file",23,0,14264430700,620192639,48940500,1226821100,23270752100,1011771830,0,7441249600
"parsing Chrome history",5,0,14037827600,2807565520,14311000,13926449400,2370875800,474175160,0,1059018000
"parse SHIM cache",2,0,13313191800,6656595900,460880000,12852311800,16383000,8191500,0,16383000
"check file existence",107715,0,12947278300,120199,0,9091500,109213086099600,1013907868,0,31838537800
"parse Amcache",4,0,10995825100,2748956275,0,10995825100,2678847900,669711975,0,1799457600
"check file excludes",24782,0,9824896600,396452,0,1890216100,25852377674500,1043191738,0,31672698000
"scan SHIM cache entry for executed file",884,0,9803115100,11089496,0,2900785500,631914014200,714834857,0,4749420100
"scan object's command line with YARA",119,0,9164906900,77016024,0,4462656600,317695765600,2669712315,0,14571362700
"parse OLE format",22,0,7792345100,354197504,0,7185206400,32487934100,1476724277,0,7441249600
"add meta information",21149,0,7077812800,334664,0,942907100,23754235815500,1123184822,0,31672698000
"check if file was already scanned",106542,0,6638641300,62310,0,10055200,108331391917400,1016795178,0,31838537800
"analyze prefetch file",343,0,6368508800,18567081,0,1341933100,484873958900,1413626702,0,8562130800
"parse RAR archive",15,0,5583533300,372235553,0,2824142800,20080479000,1338698600,0,1845607300
"enrich finding with file information",336,0,2596366300,7727280,0,1414100900,74950993500,223068433,0,7809506500
"parse PowerShell module cache",1,0,2331317400,2331317400,2331317400,2331317400,590889400,590889400,590889400,590889400
"check with STIX IOCs",1149959,0,1765995700,1535,0,6714100,1420519993023900,1235278816,0,31814789600
