hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",1273394,1271425,1235661755197,970368,0,233048260742,289822470308384,227598426,0,515068001485
"scan with file YARA rules",105597,0,250042744434,2367896,991533,3295427730,2601581260992,24636886,4709,61176341052
"schedule scan for symlink target",59430,0,117836942964,1982785,15209,17029414335,494698594012,8324055,4709,60876685790
"scan with meta YARA rules",248717,0,61360196711,246706,82758,41819094,3096709791080,12450736,4709,61176341052
"scan with process YARA rules",68,0,58266576178,856861414,36257211,4036710064,2020283698106,29710054383,710399850,61176341052
"scan object with YARA",49763,0,51552310988,1035956,323738,18930466,129019836043752,2592686052,4709,61176341052
"parse GZIP archive",10164,0,46946543791,4618904,102004,2438790880,47862276,4709,4709,4709
"parse ZIP archive",190,0,43834500959,230707899,4099513,16970069416,894710,4709,4709,4709
"apply Sigma rules",994902,0,40146449096,40352,6913,4083552,129024286703303,129685422,4709,61176341052
"parse log file",135,0,24289851139,179924823,2154,2283709303,635715,4709,4709,4709
"parse file content",105597,0,9787093404,92683,2304,482642204,2601581260992,24636886,4709,61176341052
"compare to ThorDB",156,0,5014707048,32145558,28737680,83691322,423885486103,2717214654,116630339,5280820554
"check file excludes",90284,0,4553669565,50437,110,5847178,3474449412747,38483556,4709,61176341052
"parse journald format",5,0,2747800494,549560098,28752389,2029637950,23545,4709,4709,4709
"add meta information",45398,0,2529555822,55719,2124,4320565,3095752361909,68191382,4709,61176341052
"check file existence",308417,0,1628698780,5280,210,178461,3475476601044,11268758,4709,61176341052
"scan process for malicious indicators",68,0,1313217212,19312017,215652,159003322,2020283698106,29710054383,710399850,61176341052
"check with STIX IOCs",105597,0,1102495415,10440,901,169083,2601581260992,24636886,4709,61176341052
"extract process environment variables",68,0,882698201,12980855,107896,27947974,2020283698106,29710054383,710399850,61176341052
"check if file was already scanned",308284,0,675564946,2191,120,26553132,3475475974747,11273617,4709,61176341052
"search for Cobalt Strike beacons",179527,0,642635751,3579,862,284002,4622248615122,25746815,4709,61176341052
"extract process handles",68,0,622053741,9147849,328426,106537438,2020283698106,29710054383,710399850,61176341052
"check if object should be logged",994902,0,613349705,616,230,2045624,129024286703303,129685422,4709,61176341052
"apply hash IOCs",105597,0,538237223,5097,1543,130058,2601581260992,24636886,4709,61176341052
"parse TARGZ archive",1,0,506666801,506666801,506666801,506666801,4709,4709,4709,4709
"apply false positive filters",994902,0,365526362,367,190,873017,129024286703303,129685422,4709,61176341052
"deduplicate reasons",248717,0,339206522,1363,160,233705,3096709791080,12450736,4709,61176341052
"limit frequent matches",994902,0,326078735,327,130,938791,129024286703303,129685422,4709,61176341052
"store time information about deep scan",105597,0,307454988,2911,1031,63422,2601581260992,24636886,4709,61176341052
"check if deep scan is needed",248717,0,291551626,1172,170,134989,3096709791080,12450736,4709,61176341052
"check if maximum file size is exceeded",248717,0,153443748,616,190,38865,3096709791080,12450736,4709,61176341052
"fill in interesting content",248717,0,106302559,427,161,306525,3096709791080,12450736,4709,61176341052
"scan object's command line with YARA",68,0,76959097,1131751,900839,2859747,2020283698106,29710054383,710399850,61176341052
"log file",248717,0,59863792,240,120,188920,3096709791080,12450736,4709,61176341052
"parse TAR archive",1,0,45215927,45215927,45215927,45215927,4709,4709,4709,4709
"parse authorized_keys format",1,0,34037815,34037815,34037815,34037815,4709,4709,4709,4709
"initialize process memory reader",68,0,14782387,217388,103517,277940,2020283698106,29710054383,710399850,61176341052
"truncate long values",502,0,10531424,20978,561,3160932,2463506254933,4907382977,4709,61176341052
"parse OLE format",14,0,10373153,740939,49183,2377637,65926,4709,4709,4709
"parsing Firefox history",1,0,9393166,9393166,9393166,9393166,4709,4709,4709,4709
"enrich finding with file information",45,0,9114495,202544,10459,551031,4739808525,105329078,4709,4703756974
"parse system crontab",3,0,8503839,2834613,8346,5850836,14127,4709,4709,4709
"log object",502,0,7744982,15428,1894,1190201,2463506254933,4907382977,4709,61176341052
"check process excludes",208,0,6463383,31073,220,197748,3594421663310,17280873381,710399850,61304627085
"schedule scan for executable",156,0,4310585,27631,12303,101354,423885486103,2717214654,116630339,5280820554
"analyze process connection",68,0,2411857,35468,2595,1756182,2020283698106,29710054383,710399850,61176341052
"scan eBPF program with file YARA rules",1,0,1985899,1985899,1985899,1985899,13497,13497,13497,13497
"retrieve interesting process memory",68,0,1763986,25940,2946,87998,2020283698106,29710054383,710399850,61176341052
"unpack UPX",3,0,1226270,408756,369676,443557,14127,4709,4709,4709
"check for C2 IOCs",8,0,1076524,134565,74401,224989,68516082405,8564510300,4709,54741351727
"truncate unimportant process memory sections",68,0,1068479,15712,6001,58262,2020283698106,29710054383,710399850,61176341052
"log md5 to csv",38,0,462215,12163,130,47661,36018808,947863,4709,35844575
"check for known evil services",156,0,353579,2266,721,23125,423885486103,2717214654,116630339,5280820554
"check file mode",156,0,265645,1702,871,12995,423885486103,2717214654,116630339,5280820554
"parse mail",5,0,110159,22031,10269,36599,23545,4709,4709,4709
"scan dependent files",35,0,15241,435,210,1393,426576137,12187889,2107662,21871589
"check for port 0",6,0,8155,1359,461,2516,68516072987,11419345497,387260543,54741351727
"check if profile is recent",1,0,7975,7975,7975,7975,9198,9198,9198,9198
"check for network pipes",6,0,3816,636,301,1132,68516072987,11419345497,387260543,54741351727
