benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_count_std,tasks_channel_full_count_avg,tasks_channel_full_count_std,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
FIFO_50_1T,Linux,20.0,656.033500 +- 3.154529,660.304,649.594,3.154528784145098,9.951051849999953,0.0048084873472850065,1064.991606 +- 33.819346,1705.0,33.819345846884445,23.550000 +- 0.497494,0.49749371855331004,1273849.000000 +- 3.807887,3.8078865529319543,1273513.000000 +- 3.807887,3.8078865529319543,0.977647 +- 0.005799,0.005798834645642169,23.520091 +- 0.124088,0.12408833460599726
