benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
FIFO_50_1T,Windows,20.0,2506.364450 +- 8.216220,2516.954,2491.247,8.216220447839763,67.50627844750025,0.0032781427488886394,1393.126410 +- 6.473145,6015.0,6.473145361313678,21.000000 +- 0.000000,0.0,3427483.0,3426827.0,1.086538 +- 0.003946,0.003945777735757557,34.681413 +- 0.116883,0.1168831448692554
