benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_count_std,tasks_channel_full_count_avg,tasks_channel_full_count_std,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
OLD_1T,Windows,20.0,2514.135450 +- 8.567840,2526.403,2499.534,8.567840086480372,73.4078837475,0.0034078673392399644,1349.832324 +- 2.154948,5937.0,2.1549482327717575,21.000000 +- 0.000000,0.0,nan +- nan,nan,nan +- nan,nan,nan +- nan,nan,nan +- nan,nan
