Time_ms;Thor_WorkingSet_MB;Thor_Private_MB;Free_RAM_MB
1;114;114;10310
1030;207;207;10195
2052;255;255;10131
3075;293;293;10076
4096;327;327;10021
5118;321;321;10008
6138;501;501;9934
7161;551;551;9862
8181;398;398;10033
9203;421;421;9986
10224;449;449;9933
11245;420;420;9897
12266;447;447;9881
13287;431;431;9891
14307;477;477;9865
15328;539;539;9785
16350;732;732;9628
17372;725;725;9621
18393;753;753;9571
19415;774;774;9546
20437;855;855;9507
21463;868;868;9444
22484;893;893;9403
23504;947;947;9473
24524;1007;1007;9406
25546;1046;1046;9365
26567;1116;1116;9289
27590;942;942;9413
28610;988;988;9372
29632;835;835;9514
30651;853;853;9497
31672;882;882;9455
32693;874;874;9465
33714;882;882;9458
34735;903;903;9439
35757;919;919;9436
36777;919;919;9424
37800;933;933;9426
38822;996;996;9420
39845;946;946;9406
40866;943;943;9419
41887;945;945;9411
42909;959;959;9400
43930;1021;1021;9331
44951;973;973;9379
45972;957;957;9396
46993;958;958;9391
48014;958;958;9411
49035;949;949;9401
50056;951;951;9396
51077;933;933;9393
52098;991;991;9403
53126;941;941;9395
54147;948;948;9376
55167;963;963;9398
56188;936;936;9388
57209;945;945;9381
58228;945;945;9381
59249;954;954;9381
60270;954;954;9383
61292;961;961;9373
62314;979;979;9373
63335;964;964;9373
64356;982;982;9373
65378;975;975;9365
66399;989;989;9361
67419;982;982;9360
68441;1040;1040;9294
69461;955;955;9378
70482;983;983;9372
71504;973;973;9360
72526;981;981;9355
73546;973;973;9355
74567;971;971;9355
75588;1003;1003;9355
76610;986;986;9342
77630;977;977;9347
78652;970;970;9358
79672;938;938;9399
80693;931;931;9401
81714;935;935;9401
82734;935;935;9401
83755;940;940;9390
84775;971;971;9389
85796;951;951;9384
86816;969;969;9390
87837;955;955;9386
88857;947;947;9389
89878;947;947;9389
90899;948;948;9389
91919;947;947;9390
92940;947;947;9391
93961;947;947;9393
94982;855;855;9452
96002;855;855;9454
97022;855;855;9456
98043;835;835;9468
99063;829;829;9470
100082;799;799;9505
101100;800;800;9511
102119;793;793;9520
103139;793;793;9523
104157;754;754;9548
105176;754;754;9544
106194;732;732;9554
107212;730;730;9555
108231;730;730;9552
109250;715;715;9548
110268;715;715;9550
111287;688;688;9563
112306;694;694;9552
113326;694;694;9554
114348;694;694;9548
115369;694;694;9556
116391;694;694;9541
117412;694;694;9540
118434;694;694;9524
119455;694;694;9531
120477;694;694;9530
121498;694;694;9516
122519;694;694;9516
123541;694;694;9527
124564;694;694;9522
125585;694;694;9517
126606;694;694;9518
127627;694;694;9513
128648;694;694;9506
129668;694;694;9504
130689;694;694;9505
131710;694;694;9495
132743;694;694;9500
133764;715;715;9482
134784;717;717;9476
135807;771;771;9455
136827;771;771;9456
137846;772;772;9463
138865;805;805;9431
139884;806;806;9433
140903;803;803;9436
141924;802;802;9430
142942;795;795;9444
143961;799;799;9453
144982;804;804;9455
146000;822;822;9449
147022;836;836;9440
148040;842;842;9438
149058;855;855;9432
150076;859;859;9432
151095;891;891;9411
152116;936;936;9388
153138;950;950;9360
154160;965;965;9348
155181;965;965;9344
156203;1052;1052;9302
157224;1136;1136;9300
158246;1217;1217;9263
159266;1160;1160;9262
160288;1217;1217;9252
161310;1145;1145;9164
162331;1193;1193;9135
163352;1307;1307;9089
164373;1361;1361;9087
165394;1408;1408;9085
166415;1373;1373;9091
167438;1417;1417;9088
168459;1461;1461;9089
169481;1514;1514;9077
170502;1376;1376;9069
171523;1418;1418;9068
172545;1326;1326;9069
173566;1363;1363;9069
174587;1253;1253;9060
175609;1250;1250;9059
176631;1261;1261;9043
177653;1261;1261;9043
178674;1261;1261;9043
179695;1261;1261;9045
180718;1261;1261;9046
181739;1261;1261;9047
182761;1184;1184;9090
183783;1184;1184;9091
184805;1184;1184;9091
185827;1184;1184;9092
186848;1152;1152;9135
187869;1152;1152;9136
188891;1160;1160;9134
189913;1174;1174;9128
190934;1189;1189;9119
191956;1200;1200;9113
192977;1219;1219;9093
193998;1292;1292;9140
195020;1275;1275;9093
196043;1364;1364;9095
197064;1445;1445;9052
198088;1395;1395;9044
199110;1458;1458;9024
200131;1336;1336;9001
201153;1444;1444;9001
202174;1499;1499;8988
203195;1360;1360;8959
204215;1261;1261;8988
205236;1267;1267;8984
206257;1276;1276;8979
207278;1279;1279;8988
208300;1281;1281;8986
209322;1290;1290;8984
210342;1299;1299;8978
211363;1306;1306;8971
212384;1319;1319;8962
213405;1338;1338;8943
214425;1367;1367;8940
215446;1345;1345;8939
216467;1338;1338;8939
217488;1224;1224;9028
218508;1115;1115;9126
219528;1122;1122;9121
220549;1123;1123;9121
221569;1128;1128;9121
222589;1143;1143;9117
223610;1154;1154;9112
224631;1113;1113;9139
225651;1120;1120;9137
226672;1122;1122;9141
227692;1131;1131;9132
228713;1131;1131;9131
229734;1131;1131;9131
230756;1131;1131;9130
231777;1132;1132;9130
232799;1132;1132;9130
233822;1132;1132;9129
234843;1100;1100;9161
235864;1100;1100;9161
236887;1100;1100;9161
237908;1100;1100;9161
238930;1098;1098;9161
239951;1107;1107;9160
240973;1107;1107;9159
241994;1107;1107;9159
243016;1111;1111;9159
244037;1111;1111;9159
245059;1111;1111;9159
246080;1111;1111;9159
247102;1111;1111;9159
248124;1134;1134;9138
249145;1147;1147;9129
250167;1147;1147;9127
251189;1147;1147;9127
252211;1147;1147;9127
253232;1147;1147;9127
254254;1148;1148;9127
255277;1154;1154;9123
256298;1154;1154;9122
257320;1154;1154;9122
258343;1154;1154;9122
259365;1148;1148;9125
260386;1152;1152;9124
261407;1151;1151;9124
262429;1151;1151;9124
263450;1114;1114;9168
264471;1114;1114;9167
265492;1124;1124;9155
266512;1138;1138;9144
267533;1187;1187;9102
268553;1202;1202;9090
269574;1175;1175;9104
270593;1170;1170;9105
271613;1176;1176;9104
272634;1170;1170;9103
273655;1109;1109;9157
274676;1110;1110;9156
275697;1110;1110;9155
276716;1115;1115;9150
277736;1119;1119;9149
278757;1119;1119;9149
279779;1120;1120;9149
280801;1120;1120;9149
281821;1120;1120;9148
282842;1121;1121;9148
283864;1123;1123;9154
284885;1118;1118;9153
285906;1145;1145;9153
286927;1117;1117;9152
287948;1116;1116;9152
288968;1116;1116;9152
289990;1123;1123;9148
291011;1123;1123;9148
292033;1127;1127;9148
293053;1161;1161;9136
294073;1152;1152;9136
295094;1147;1147;9135
296115;1138;1138;9135
297136;1152;1152;9135
298157;1156;1156;9132
299177;1138;1138;9132
300199;1136;1136;9130
301220;1151;1151;9122
302241;1146;1146;9124
303261;1145;1145;9124
304283;1146;1146;9124
305304;1147;1147;9124
306325;1146;1146;9124
307346;1146;1146;9124
308367;1146;1146;9124
309388;1151;1151;9120
310410;1152;1152;9119
311430;1150;1150;9115
312452;1111;1111;9150
313473;1114;1114;9146
314495;1114;1114;9146
315516;1094;1094;9169
316537;1096;1096;9169
317558;1112;1112;9166
318581;1117;1117;9166
319602;1132;1132;9156
320623;1169;1169;9124
321644;1173;1173;9096
322665;1218;1218;9054
323684;1264;1264;9015
324705;1269;1269;9010
325726;1170;1170;9055
326750;1178;1178;9056
327771;1207;1207;9030
328792;1264;1264;8987
329812;1247;1247;8971
330833;1253;1253;8922
331854;1224;1224;8952
332873;1219;1219;8981
333894;1265;1265;8975
334914;1254;1254;8980
335935;1222;1222;8986
336957;1173;1173;9042
337978;1200;1200;9037
338997;1208;1208;9033
340017;1226;1226;8996
341036;1209;1209;9038
342057;1256;1256;9006
343077;1288;1288;8976
344098;1274;1274;8969
345117;1172;1172;9028
346135;1208;1208;9002
347156;1225;1225;9024
348178;1166;1166;9056
349199;1256;1256;8968
350220;1267;1267;8966
351240;1293;1293;8956
352259;1247;1247;8994
353280;1242;1242;9008
354299;1283;1283;8980
355320;1285;1285;8964
356339;1172;1172;9012
357358;1200;1200;9007
358377;1244;1244;8979
359396;1259;1259;8991
360417;1259;1259;8989
361437;1303;1303;8950
362456;1279;1279;8949
363478;1314;1314;8913
364500;1271;1271;8928
365520;1243;1243;8973
366542;1254;1254;8984
367563;1194;1194;9031
368584;1211;1211;9025
369604;1222;1222;9025
370625;1156;1156;9099
371646;1158;1158;9104
372667;1143;1143;9125
373687;1142;1142;9127
374707;1143;1143;9128
375728;1143;1143;9129
376748;1143;1143;9131
377770;1165;1165;9112
378791;1165;1165;9111
379813;1166;1166;9111
380835;1139;1139;9146
381853;1134;1134;9154
382874;1147;1147;9141
383895;1144;1144;9146
384913;1112;1112;9166
385932;1112;1112;9165
386951;1086;1086;9191
387969;1086;1086;9191
388987;1060;1060;9212
390006;1060;1060;9212
391024;1058;1058;9214
392043;1058;1058;9214
393062;1038;1038;9236
394081;1057;1057;9221
395101;1103;1103;9182
396123;1103;1103;9182
397144;1110;1110;9177
398165;1114;1114;9169
399186;1087;1087;9194
400207;1087;1087;9193
401227;1087;1087;9193
402249;1087;1087;9193
403270;1088;1088;9193
404291;1088;1088;9193
405312;1092;1092;9189
406332;1071;1071;9211
407353;1071;1071;9211
408373;1071;1071;9211
409393;1071;1071;9211
410414;1071;1071;9211
411435;1093;1093;9198
412456;1094;1094;9198
413475;1094;1094;9198
414495;1094;1094;9197
415516;1094;1094;9197
416535;1095;1095;9197
417556;1095;1095;9197
418578;1070;1070;9213
419599;1081;1081;9206
420619;1082;1082;9205
421641;1082;1082;9205
422662;1082;1082;9205
423683;1083;1083;9205
424704;1083;1083;9205
425724;1083;1083;9205
426747;1083;1083;9205
427768;1100;1100;9192
428789;1104;1104;9191
429810;1104;1104;9191
430832;1086;1086;9205
431852;1086;1086;9205
432873;1086;1086;9204
433894;1088;1088;9213
434914;1081;1081;9213
435935;1082;1082;9213
436957;1082;1082;9213
437978;1084;1084;9212
439000;1084;1084;9212
440022;1084;1084;9212
441043;1084;1084;9212
442065;1100;1100;9196
443086;1101;1101;9202
444108;1101;1101;9202
445128;1108;1108;9198
446150;1108;1108;9198
447203;1108;1108;9197
448224;1108;1108;9197
449244;1109;1109;9196
450264;1099;1099;9201
451284;1099;1099;9201
452306;1084;1084;9218
453326;1082;1082;9218
454347;1074;1074;9218
455368;1074;1074;9218
456390;1074;1074;9218
457411;1074;1074;9217
458432;1059;1059;9234
459452;1062;1062;9234
460473;1063;1063;9233
461493;1063;1063;9232
462514;1063;1063;9232
463534;1063;1063;9232
464555;1065;1065;9225
465577;1064;1064;9229
466599;1068;1068;9229
467621;1068;1068;9229
468641;1068;1068;9228
469662;1068;1068;9228
470684;1072;1072;9223
471705;1073;1073;9223
472727;1073;1073;9223
473747;1095;1095;9190
474768;1096;1096;9190
475789;1107;1107;9185
476811;1108;1108;9185
477832;1108;1108;9185
478853;1109;1109;9184
479875;1109;1109;9184
480895;1109;1109;9184
481916;1118;1118;9176
482937;1118;1118;9176
483958;1111;1111;9187
484979;1111;1111;9187
486004;1111;1111;9187
487023;1105;1105;9186
488042;1104;1104;9186
489060;1100;1100;9186
490079;1100;1100;9186
491097;1089;1089;9193
492116;1089;1089;9193
493135;1071;1071;9209
494153;1061;1061;9220
495172;1003;1003;9281
496193;1003;1003;9281
497212;1017;1017;9267
498232;1057;1057;9242
499254;1065;1065;9232
500276;1062;1062;9232
501297;1062;1062;9232
502319;1062;1062;9232
503342;1062;1062;9232
504363;1063;1063;9232
505384;1063;1063;9232
506406;1063;1063;9228
507427;1062;1062;9238
508447;1061;1061;9237
509469;1061;1061;9237
510490;1058;1058;9237
511511;1058;1058;9237
512532;1059;1059;9237
513554;1059;1059;9236
514575;1060;1060;9236
515596;1057;1057;9235
516616;1064;1064;9224
517637;1064;1064;9224
518656;1064;1064;9223
519678;1064;1064;9223
520700;1064;1064;9223
521721;1064;1064;9223
522743;1058;1058;9226
523764;1060;1060;9223
524786;1061;1061;9223
525807;1061;1061;9222
526828;1058;1058;9224
527852;1059;1059;9224
528874;1061;1061;9224
529894;1061;1061;9223
530915;1062;1062;9223
531936;1062;1062;9223
532960;1036;1036;9240
533982;1044;1044;9235
535002;1044;1044;9236
536023;1044;1044;9237
537044;1045;1045;9237
538064;1045;1045;9237
539086;1069;1069;9216
540106;1073;1073;9212
541127;1073;1073;9212
542149;1073;1073;9212
543169;1075;1075;9212
544191;1075;1075;9211
545212;1075;1075;9211
546232;1075;1075;9211
547253;1075;1075;9211
548275;1090;1090;9197
549295;1097;1097;9189
550316;1097;1097;9189
551337;1097;1097;9189
552358;1098;1098;9189
553380;1098;1098;9189
554402;1098;1098;9189
555423;1085;1085;9191
556445;1085;1085;9191
557465;1085;1085;9191
558487;1086;1086;9191
559507;1086;1086;9191
560528;1086;1086;9191
561549;1086;1086;9191
562570;1060;1060;9218
563591;1061;1061;9218
564612;1062;1062;9218
565633;1059;1059;9222
566653;1059;1059;9221
567672;1046;1046;9230
568692;1055;1055;9226
569713;1233;1233;9052
570738;1240;1240;9044
571759;1241;1241;9043
572781;1241;1241;9043
573802;1233;1233;9043
574823;1234;1234;9044
575844;1234;1234;9046
576866;1234;1234;9046
577886;1234;1234;9046
578908;1175;1175;9078
579929;1163;1163;9087
580950;1163;1163;9089
581971;1159;1159;9096
582993;1159;1159;9097
584014;1159;1159;9098
585036;1159;1159;9100
586059;1182;1182;9097
587077;1060;1060;9205
588096;1060;1060;9206
589115;1047;1047;9236
590133;1047;1047;9235
591152;1047;1047;9235
592170;1048;1048;9236
593190;1045;1045;9239
594211;1070;1070;9222
595232;1069;1069;9222
596254;1061;1061;9228
597276;1061;1061;9228
598297;1061;1061;9228
599320;1062;1062;9227
600338;1064;1064;9225
601357;1057;1057;9232
602375;1057;1057;9232
603394;1069;1069;9222
604412;1089;1089;9207
605433;1103;1103;9182
606454;1108;1108;9182
607475;1110;1110;9181
608496;1114;1114;9180
609516;1144;1144;9152
610537;1118;1118;9157
611558;1109;1109;9159
612579;1109;1109;9161
613601;1110;1110;9162
614622;1111;1111;9163
615644;1119;1119;9160
616665;1119;1119;9161
617686;1120;1120;9161
618706;1120;1120;9161
619726;1120;1120;9161
620747;1120;1120;9161
621767;1111;1111;9173
622788;1119;1119;9169
623809;1112;1112;9173
624860;1103;1103;9177
625880;1104;1104;9176
626901;1105;1105;9176
627922;1105;1105;9176
628943;1105;1105;9179
629964;1105;1105;9179
630985;1109;1109;9176
632007;1109;1109;9176
633028;1110;1110;9176
634047;1112;1112;9176
635067;1117;1117;9175
636087;1102;1102;9179
637105;1108;1108;9179
638126;1107;1107;9178
639147;1109;1109;9177
640168;1094;1094;9185
641188;1101;1101;9181
642206;1102;1102;9181
643227;1248;1248;8982
644245;1160;1160;9013
645267;1240;1240;8953
646287;1293;1293;8860
647308;1250;1250;8893
648328;1205;1205;8924
649349;1216;1216;8913
650370;0;0;10319
