benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
OLD_10T,Linux,20.0,220.683300 +- 3.074696,227.06,216.287,3.0746964256654654,9.45375810999999,0.013932619394695771,1866.396901 +- 36.873483,3374.0,36.87348298902056,62.950000 +- 0.739932,0.7399324293474371,nan,nan,nan +- nan,nan,nan +- nan,nan
