benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
OLD_10T,Windows,20.0,825.778400 +- 20.530017,868.321,792.913,20.53001708085018,421.4816013400001,0.02486141206993326,2879.028710 +- 281.113253,12190.0,281.11325269450043,68.500000 +- 1.962142,1.9621416870348585,nan,nan,nan +- nan,nan,nan +- nan,nan
