hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",3427462,3426806,3731484417700,1088701,0,730091999500,118948817460700,34704634,0,1926815157300
"scan with file YARA rules",55718,0,903592355700,16217243,0,9059170800,1599871142700,28713721,0,178467013100
"scan with process YARA rules",119,0,202439091400,1701168835,0,15389914700,8422987785400,70781409961,0,215990665500
"parse CAB archive",26,0,143470766300,5518106396,1038800,101200231200,0,0,0,0
"scan object with YARA",98831,0,96732886800,978770,0,332859000,654089985916300,6618267405,0,215990665500
"scan with meta YARA rules",95777,0,75997818800,793487,0,26152500,1629253641000,17010907,0,178467013100
"apply Sigma rules",2933216,0,71930919900,24522,0,17255300,727260223747500,247939539,0,215990665500
"parse GZIP archive",6632,0,67049576400,10110008,0,931332600,0,0,0,0
"parse registry hive",381,0,54774938700,143766243,0,23654169100,0,0,0,0
"parse log file",211,0,50100099400,237441229,0,16797992900,0,0,0,0
"parse Shim database",21,0,46618027500,2219906071,8162900,12344923400,0,0,0,0
"parse ZIP archive",312,0,41327919400,132461280,0,22572911700,0,0,0,0
"parse file content",55718,0,40942582900,734817,0,2661767900,1599871142700,28713721,0,178467013100
"parse ETL file",237,0,39142170300,165156836,6969100,19791651300,0,0,0,0
"parse SHIM cache",2,0,21537660700,10768830350,744884800,20792775900,0,0,0,0
"schedule scan for executed file",884,0,20094037000,22730811,0,4375098900,0,0,0,0
"parsing Chrome history",5,0,14529911800,2905982360,7177700,14446311300,0,0,0,0
"parse Amcache",4,0,12753762600,3188440650,0,12753762600,0,0,0,0
"parse CHM file",23,0,11679596000,507808521,105798100,1072470700,0,0,0,0
"parse OLE format",22,0,8339412500,379064204,7050400,7156336900,0,0,0,0
"extract process handles",119,0,7207042100,60563378,6741800,576845300,8422987785400,70781409961,0,215990665500
"check file existence",107642,0,7188096400,66777,0,5957900,8609800255200,79985509,0,215990665500
"add meta information",21027,0,4872197900,231711,0,728290100,1629253641000,77483884,0,178467013100
"check if file was already scanned",106487,0,4270010300,40098,0,5135000,8577922081700,80553702,0,215990665500
"scan entry",710,0,4237646300,5968515,0,3650337300,0,0,0,0
"parse RAR archive",15,0,3645073400,243004893,0,1900005400,0,0,0,0
"analyze prefetch file",343,0,3642311400,10618983,2011000,636305500,0,0,0,0
"check file excludes",24766,0,3063320000,123690,0,1480026600,8609800255200,347645976,0,215990665500
"extract process environment variables",119,0,2557629900,21492688,0,32802300,8422987785400,70781409961,0,215990665500
"parse PowerShell module cache",1,0,1730120500,1730120500,1730120500,1730120500,0,0,0,0
"scan process for malicious indicators",119,0,1648304200,13851295,0,179799300,8422987785400,70781409961,0,215990665500
"check with STIX IOCs",1149368,0,1559729300,1357,0,5899500,1737750365700,1511918,0,178467013100
"check if object should be logged",2933216,0,1391096800,474,0,2856000,727260223747500,247939539,0,215990665500
"enrich finding with file information",333,0,1162479800,3490930,0,184985700,76383261600,229379163,0,29382498300
"scan scheduled task image",180,0,1150748500,6393047,0,206539400,77702503500,431680575,0,1557828500
"apply false positive filters",2933216,0,1073319900,365,0,2791200,727260223747500,247939539,0,215990665500
"log object",73721,0,950238200,12889,0,8059900,10757248139900,145918369,0,215990665500
"limit frequent matches",2933216,0,922332600,314,0,5950100,727260223747500,247939539,0,215990665500
"parse Atjobs file",237,0,918866600,3877074,1010600,14349200,0,0,0,0
"apply hash IOCs",55718,0,515981500,9260,0,5751300,1599871142700,28713721,0,178467013100
"parse ESE database",8,0,418953000,52369125,0,327391300,0,0,0,0
"check size",1093650,0,397126800,363,0,11619100,137879223000,126072,0,137879223000
"search for Cobalt Strike beacons",81140,0,373385200,4601,0,5149600,10022858928100,123525498,0,215990665500
"store time information about deep scan",55718,0,371752000,6672,0,2541700,1599871142700,28713721,0,178467013100
"apply handle IOCs",6338,0,369299200,58267,0,2540800,411787886339700,64971266383,0,215990665500
"parse SRUM database",1,0,352755400,352755400,352755400,352755400,0,0,0,0
"deduplicate reasons",95777,0,281447300,2938,0,3416000,1629253641000,17010907,0,178467013100
"scan started image",9,0,253505600,28167288,0,230295500,22461076800,2495675200,2495675200,2495675200
"check for suspicious event ID",299254,0,233353500,779,0,2510300,87876356388400,293651401,0,16436940300
"scan SHIM cache entry for executed file",884,0,197441300,223349,0,2092200,0,0,0,0
"scan object's command line with YARA",119,0,192937800,1621326,0,2701500,8422987785400,70781409961,0,215990665500
"check for suspicious locations",885,0,187234300,211564,0,2076900,16718317400,18890754,0,16718317400
"check if deep scan is needed",95777,0,175562300,1833,0,2824700,1629253641000,17010907,0,178467013100
"check process excludes",133,0,130593400,981905,0,6303900,9446276791900,71024637533,0,215990665500
"parse WMI persistence file",1,0,104757900,104757900,104757900,104757900,0,0,0,0
"check if maximum file size is exceeded",95777,0,73496600,767,0,2241500,1629253641000,17010907,0,178467013100
"fill in interesting content",95777,0,65866400,687,0,2512100,1629253641000,17010907,0,178467013100
"truncate long values",2474,0,47042300,19014,0,2071500,9061681561200,3662765384,0,215990665500
"log found WER report",12,0,40760700,3396725,1049800,9132000,0,0,0,0
"parse jumplist file",11,0,40520000,3683636,0,18379200,0,0,0,0
"parse LNK format",184,0,28375000,154211,0,2510400,0,0,0,0
"log file",95777,0,23407700,244,0,2040500,1629253641000,17010907,0,178467013100
"check for webserver directory",6338,0,20635300,3255,0,2041100,411787886339700,64971266383,0,215990665500
"check for service overlap",683,0,18492800,27075,0,16360100,442150800500,647365740,0,17323254000
"analyze process connection",119,0,17061200,143371,0,4184900,8422987785400,70781409961,0,215990665500
"compare cache to last scan",2,0,16347000,8173500,6254900,10092100,0,0,0,0
"compare to ThorDB",1,0,8310200,8310200,8310200,8310200,16718317400,16718317400,16718317400,16718317400
"retrieve interesting process memory",119,0,7164600,60206,0,2022200,8422987785400,70781409961,0,215990665500
"check service permissions",688,0,6069700,8822,0,2022400,567230139700,824462412,0,22726944000
"check for C2 IOCs",33,0,5750400,174254,0,2011500,995922243900,30179461936,0,201690845400
"parse EVTX file",179,0,4918100,27475,0,3348500,0,0,0,0
"WER",12,0,3774200,314516,0,1018300,0,0,0,0
"initialize process memory reader",119,0,3548600,29820,0,2508400,8422987785400,70781409961,0,215990665500
"parse Microsoft Defender Protection log",9,0,3440800,382311,0,3440800,0,0,0,0
"truncate unimportant process memory sections",110,0,3062700,27842,0,2039600,7442083786800,67655307152,0,215990665500
"scan with pipe IOCs",41,0,2809200,68517,0,1750300,1008185000,24589878,0,44628500
"log md5 to csv",4,0,1100000,275000,0,575200,29382498300,7345624575,0,29382498300
"check for golden ticket",1,0,524800,524800,524800,524800,0,0,0,0
"check for known suspicious indicators",5,0,523200,104640,0,523200,20453600,4090720,0,6798200
"scan network share metadata",3,0,523100,174366,0,523100,5261200,1753733,0,3151300
