benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
WS_4T,Linux,20.0,294.055900 +- 3.925595,300.344,282.52,3.925595252952098,15.410298090000044,0.01334982652261729,1527.526026 +- 31.726722,2573.0,31.726722445960803,51.200000 +- 0.927362,0.9273618495495705,1273394.1,1026487.35,0.911905 +- 0.014812,0.01481185244154154,58.522185 +- 1.085955,1.0859549457511517
