benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,cpu_overall_avg_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_queue_time_avg_ms
WS_4T,Windows,20.0,1144.775,1205.882,1090.392,34.64661102330213,1200.3876554000003,0.03026499619864351,2086.7257787849876,7648.0,47.75,3414689.9,1822137.0,1.1099207,90.46071125
