hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",1273508,559084,848156024910,665999,3257,21080678334,33948916055743,26657795,0,24004205322
"scan with file YARA rules",105881,0,340552860599,3216373,1221180,3523648060,16159409744575,152618597,6683,13181105162
"scan object with YARA",50003,0,87455406320,1749003,347573,3515941384,13314186502412,266267753,4529,23986929235
"scan with meta YARA rules",249144,0,85114950907,341629,86485,2558266228,29071634086314,116686069,6683,13181105162
"scan with process YARA rules",68,0,66797756150,982319943,37466898,6542705293,735759365742,10819990672,7554,23986929235
"apply Sigma rules",994874,0,44147788570,44375,6994,21607644,209126836738241,210204344,1633,23986929235
"schedule scan for symlink target",59499,0,31693205932,532667,8356,3005151325,4074468202073,68479608,6683,2368490262
"parse GZIP archive",10164,0,29022781362,2855448,59093,1395864516,1886523795343,185608401,6683,1443898081
"parse log file",135,0,26593075030,196985740,2414,2115263001,44807953471,331910766,6683,2953826140
"parse ZIP archive",190,0,26573024820,139858025,244767,10120101122,52992270234,278906685,6683,1718969550
"compare to ThorDB",156,0,18360992300,117698668,45579702,164495552,379404434739,2432079709,15149,4892056944
"scan object's command line with YARA",68,0,13968383350,205417402,797282,4261102421,735759365742,10819990672,7554,23986929235
"parse file content",105881,0,10408954960,98308,1745,514164237,16159409744575,152618597,6683,13181105162
"check file excludes",90353,0,8026978077,88840,120,2758996238,12584474987161,139281208,6683,13181105162
"scan process for malicious indicators",68,0,4214037984,61971146,112555,3389171174,735759365742,10819990672,7554,23986929235
"extract process environment variables",68,0,3763361979,55343558,107566,2190678147,735759365742,10819990672,7554,23986929235
"parse journald format",5,0,3202292578,640458515,61579404,2351891096,599173232,119834646,12118797,220721130
"add meta information",45641,0,2551109827,55895,2084,302102593,9526069771647,208717376,6683,13181105162
"check file existence",308982,0,1822291916,5897,130,4001768,33066453696764,107017411,6683,13181105162
"check with STIX IOCs",105881,0,1373062441,12967,721,1664696,16159409744575,152618597,6683,13181105162
"check if file was already scanned",308850,0,985359797,3190,100,30282980,33038189863638,106971636,6683,13181105162
"check process excludes",207,0,755945618,3651911,210,457378331,1307125782203,6314617305,7554,24004205322
"search for Cobalt Strike beacons",179868,0,684369417,3804,691,893355,24586789171437,136693515,6683,23986929235
"check if object should be logged",994874,0,661130129,664,220,1672351,209126836738241,210204344,1633,23986929235
"apply hash IOCs",105881,0,644766107,6089,2404,2213445,16159409744575,152618597,6683,13181105162
"apply false positive filters",994874,0,432678652,434,200,2381785,209126836738241,210204344,1633,23986929235
"store time information about deep scan",105881,0,427679844,4039,491,6472071,16159409744575,152618597,6683,13181105162
"parse TARGZ archive",1,0,392025837,392025837,392025837,392025837,24890229,24890229,24890229,24890229
"deduplicate reasons",249144,0,389793573,1564,111,193109,29071634086314,116686069,6683,13181105162
"limit frequent matches",994874,0,388019116,390,130,1174711,209126836738241,210204344,1633,23986929235
"check if deep scan is needed",249144,0,277765762,1114,200,862585,29071634086314,116686069,6683,13181105162
"check if maximum file size is exceeded",249144,0,131883497,529,130,114729,29071634086314,116686069,6683,13181105162
"extract process handles",68,0,131564039,1934765,200142,59987536,735759365742,10819990672,7554,23986929235
"fill in interesting content",249144,0,108240545,434,169,96684,29071634086314,116686069,6683,13181105162
"log object",502,0,90215456,179712,922,2359803,1126510820278,2244045458,4529,23986929235
"log file",249144,0,65263508,261,110,552825,29071634086314,116686069,6683,13181105162
"parse TAR archive",1,0,54056347,54056347,54056347,54056347,6683,6683,6683,6683
"parse authorized_keys format",1,0,25995056,25995056,25995056,25995056,294719673,294719673,294719673,294719673
"truncate long values",502,0,12983067,25862,742,3022157,1126510820278,2244045458,4529,23986929235
"initialize process memory reader",68,0,12545676,184495,83328,330440,735759365742,10819990672,7554,23986929235
"parsing Firefox history",1,0,11351392,11351392,11351392,11351392,6683,6683,6683,6683
"enrich finding with file information",45,0,8482407,188497,18394,474827,4623649158,102747759,4529,507985928
"parse OLE format",14,0,7636144,545438,50786,2411052,3193219363,228087097,6683,541415983
"parse system crontab",3,0,5554332,1851444,11833,5484087,392612175,130870725,20401883,215847860
"schedule scan for executable",156,0,4868492,31208,14168,78068,379404434739,2432079709,15149,4892056944
"scan eBPF program with file YARA rules",1,0,2084018,2084018,2084018,2084018,13765,13765,13765,13765
"analyze process connection",68,0,1559562,22934,1443,526815,735759365742,10819990672,7554,23986929235
"retrieve interesting process memory",68,0,1498430,22035,3487,70154,735759365742,10819990672,7554,23986929235
"unpack UPX",3,0,1060084,353361,320181,375768,125321857,41773952,6683,105508866
"check for C2 IOCs",8,0,1041147,130143,70043,336483,446239396,55779924,576220,119770343
"truncate unimportant process memory sections",68,0,994258,14621,6322,50627,735759365742,10819990672,7554,23986929235
"log md5 to csv",38,0,468552,12330,130,49434,3494987585,91973357,6683,507985928
"check file mode",156,0,378582,2426,671,5701,379404434739,2432079709,15149,4892056944
"check for known evil services",156,0,274673,1760,911,4168,379404434739,2432079709,15149,4892056944
"parse mail",5,0,104249,20849,10881,36620,202997058,40599411,6683,202970326
"scan dependent files",35,0,17813,508,230,1893,160882966,4596656,17443,8880166
"check for port 0",6,0,9260,1543,642,2314,444646225,74107704,16214342,119770343
"check if profile is recent",1,0,9149,9149,9149,9149,4529,4529,4529,4529
"check for network pipes",6,0,4008,668,250,1924,444646225,74107704,16214342,119770343
