benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_working_set_mean_mb,ram_thor_working_set_max_mb,cpu_overall_avg_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_queue_time_avg_ms
SSTF_10T,Linux,20.0,223.40330000000003,232.633,217.6,4.113719571142401,16.922688710000017,0.01841387110728624,1922.4659108304718,3631.0,1922.4659108304718,3631.0,62.3,1273491.3,397719.35,1.0843431000000003,42.86744529999999
