benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,cpu_overall_avg_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_queue_time_avg_ms
SSTF_10T,Windows,20.0,752.4085499999999,802.305,718.541,25.55937058785876,653.2814248474995,0.03397006930325122,3209.9622564809706,9592.0,71.75,3413839.8,1368101.15,1.4363975500000001,49.7309053
