benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,cpu_overall_avg_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_queue_time_avg_ms
FIFO_50_10T,Linux,20.0,220.23020000000002,226.963,215.319,3.3376304708580324,11.139777160000012,0.01515518975534705,1953.7540090302555,3968.0,62.25,1273441.55,528084.8,1.0842176,44.07784425
