benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_max_std_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_count_std,tasks_channel_full_count_avg,tasks_channel_full_count_std,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
FIFO_50_10T,Windows,20.0,750.654400 +- 25.357414,805.821,698.874,25.35741442339893,642.99846624,0.03378041136293737,3213.416408 +- 281.777347,11672.000000 +- 837.282239,837.2822388537811,281.7773465935928,71.100000 +- 2.426932,2.4269322199023193,3411695.900000 +- 9915.902152,9915.90215209892,2005536.100000 +- 157318.760773,157318.7607731195,1.433063 +- 0.026673,0.026673418837674323,51.668461 +- 2.220855,2.2208548210275496
