benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_max_std_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_count_std,tasks_channel_full_count_avg,tasks_channel_full_count_std,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
FIFO_500_4T,Linux,20.0,273.595250 +- 4.042543,279.227,264.592,4.042542774974681,16.342152087499997,0.014775632160919025,1606.856161 +- 30.042574,3013.000000 +- 125.331361,125.33136080008069,30.042574291405735,54.300000 +- 0.842615,0.8426149773176358,1273580.250000 +- 57.727701,57.72770132267524,833464.400000 +- 12085.167042,12085.16704228783,0.690861 +- 0.014975,0.014975256648885863,278.902534 +- 8.874429,8.874429087186108
