benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_working_set_mean_mb,ram_thor_working_set_max_mb,cpu_overall_avg_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_queue_time_avg_ms
FIFO_500_1T,Linux,20.0,655.0026500000001,662.348,648.576,3.8168383811081035,14.568255227499927,0.0058272105938931736,1056.6932746714992,1630.0,1056.6932746714992,1630.0,23.7,1273395.4,1271426.9,0.9746074499999999,228.61459829999998
