Time_ms;Thor_WorkingSet_MB;Thor_Private_MB;Free_RAM_MB
2;112;112;10331
1029;206;206;10219
2050;251;251;10167
3072;288;288;10124
4093;309;309;10082
5115;309;309;10053
6137;483;483;9885
7159;534;534;9896
8184;382;382;10038
9205;438;438;9954
10227;495;495;9895
11248;496;496;9849
12268;471;471;9886
13289;466;466;9884
14310;505;505;9831
15331;544;544;9786
16352;701;701;9623
17373;744;744;9565
18393;794;794;9535
19415;791;791;9491
20435;824;824;9468
21455;777;777;9528
22475;727;727;9573
23495;796;796;9619
24516;846;846;9566
25537;881;881;9526
26558;950;950;9447
27580;905;905;9454
28601;954;954;9413
29622;801;801;9566
30642;730;730;9602
31662;759;759;9578
32682;772;772;9562
33703;801;801;9530
34723;799;799;9527
35744;823;823;9519
36765;816;816;9517
37786;827;827;9509
38807;891;891;9502
39832;841;841;9487
40853;852;852;9478
41874;874;874;9477
42895;846;846;9474
43916;873;873;9443
44938;826;826;9492
45959;839;839;9478
46980;836;836;9481
48001;853;853;9482
49021;837;837;9481
50042;835;835;9481
51062;821;821;9489
52083;886;886;9488
53104;837;837;9475
54124;841;841;9459
55145;867;867;9465
56166;949;949;9476
57187;850;850;9463
58207;830;830;9479
59227;833;833;9484
60248;859;859;9486
61269;846;846;9474
62291;861;861;9474
63312;851;851;9470
64333;862;862;9460
65354;884;884;9460
66376;853;853;9463
67397;874;874;9462
68419;853;853;9462
69440;853;853;9457
70462;853;853;9463
71486;881;881;9465
72507;899;899;9414
73528;868;868;9457
74549;861;861;9457
75570;857;857;9460
76591;885;885;9470
77612;868;868;9463
78633;847;847;9485
79653;844;844;9483
80674;841;841;9483
81695;814;814;9512
82715;800;800;9520
83736;829;829;9518
84757;814;814;9508
85779;832;832;9511
86800;822;822;9510
87820;828;828;9504
88841;849;849;9504
89862;828;828;9499
90883;800;800;9528
91904;800;800;9527
92925;798;798;9529
93946;801;801;9526
94967;799;799;9533
95987;799;799;9534
97006;799;799;9539
98027;778;778;9546
99051;778;778;9548
100070;804;804;9528
101092;802;802;9530
102113;801;801;9534
103132;801;801;9523
104154;801;801;9520
105173;793;793;9518
106191;788;788;9525
107211;790;790;9525
108229;790;790;9526
109248;779;779;9511
110266;783;783;9511
111286;764;764;9516
112304;764;764;9521
113322;764;764;9526
114340;719;719;9552
115359;725;725;9542
116379;725;725;9541
117400;725;725;9538
118421;725;725;9533
119441;725;725;9534
120462;725;725;9532
121484;725;725;9506
122505;725;725;9508
123525;725;725;9511
124547;725;725;9512
125567;725;725;9508
126589;725;725;9505
127609;725;725;9502
128629;725;725;9502
129649;725;725;9503
130670;725;725;9499
131692;725;725;9497
132712;725;725;9503
133733;725;725;9497
134753;725;725;9501
135774;725;725;9499
136794;761;761;9463
137813;762;762;9469
138833;797;797;9481
139852;797;797;9486
140871;799;799;9489
141889;833;833;9466
142908;832;832;9471
143927;830;830;9481
144946;829;829;9486
145963;851;851;9468
146983;851;851;9469
148001;848;848;9489
149020;847;847;9494
150038;868;868;9482
151056;868;868;9483
152074;886;886;9471
153092;909;909;9445
154114;956;956;9408
155135;966;966;9400
156155;975;975;9396
157176;975;975;9396
158197;975;975;9395
159217;1131;1131;9363
160238;1198;1198;9343
161259;1165;1165;9324
162280;1212;1212;9329
163301;1271;1271;9309
164321;1264;1264;9135
165343;1324;1324;9129
166364;1400;1400;9097
167386;1443;1443;9097
168407;1500;1500;9080
169428;1465;1465;9082
170449;1507;1507;9081
171472;1545;1545;9081
172493;1369;1369;9062
173513;1466;1466;9061
174535;1511;1511;9060
175557;1418;1418;9061
176577;1458;1458;9060
177599;1353;1353;9035
178619;1360;1360;9027
179641;1360;1360;9027
180661;1354;1354;9034
181681;1354;1354;9034
182702;1356;1356;9032
183724;1356;1356;9031
184746;1356;1356;9031
185768;1159;1159;9183
186789;1153;1153;9187
187810;1149;1149;9193
188834;1149;1149;9193
189855;1149;1149;9193
190875;1149;1149;9193
191897;1149;1149;9193
192918;1149;1149;9193
193939;1147;1147;9193
194960;1143;1143;9195
195980;1230;1230;9122
197000;1312;1312;9122
198021;1350;1350;9016
199041;1449;1449;9017
200063;1530;1530;8987
201084;1472;1472;8993
202105;1524;1524;8983
203127;1399;1399;8992
204147;1503;1503;8990
205167;1549;1549;8980
206187;1333;1333;8978
207205;1259;1259;9012
208226;1240;1240;9029
209246;1254;1254;9024
210267;1267;1267;9030
211287;1267;1267;9033
212308;1270;1270;9035
213330;1283;1283;9034
214350;1289;1289;9032
215371;1305;1305;9017
216391;1313;1313;9016
217411;1302;1302;9018
218432;1332;1332;9021
219454;1310;1310;9019
220473;1163;1163;9145
221495;1147;1147;9171
222516;1147;1147;9175
223536;1147;1147;9176
224560;1112;1112;9210
225581;1102;1102;9217
226600;1103;1103;9221
227621;1103;1103;9220
228641;1079;1079;9241
229660;1103;1103;9219
230682;1103;1103;9219
231703;1103;1103;9219
232725;1103;1103;9218
233748;1103;1103;9218
234769;1103;1103;9218
235791;1103;1103;9218
236814;1127;1127;9196
237835;1126;1126;9196
238856;1126;1126;9196
239878;1112;1112;9204
240899;1112;1112;9204
241921;1112;1112;9203
242948;1113;1113;9203
243970;1113;1113;9203
244991;1113;1113;9203
246012;1113;1113;9202
247032;1113;1113;9202
248054;1113;1113;9202
249076;1113;1113;9202
250098;1123;1123;9195
251119;1083;1083;9231
252140;1084;1084;9231
253162;1080;1080;9234
254184;1080;1080;9234
255205;1075;1075;9237
256226;1075;1075;9236
257248;1075;1075;9236
258268;1075;1075;9236
259290;1076;1076;9236
260311;1076;1076;9236
261332;1076;1076;9236
262353;1076;1076;9235
263376;1075;1075;9235
264396;1072;1072;9236
265417;1058;1058;9266
266437;1053;1053;9272
267458;1055;1055;9272
268480;1058;1058;9272
269501;1056;1056;9272
270522;1074;1074;9257
271543;1127;1127;9206
272563;1107;1107;9217
273584;1108;1108;9218
274603;1110;1110;9219
275622;1116;1116;9219
276642;1111;1111;9220
277661;1064;1064;9263
278682;1064;1064;9263
279703;1062;1062;9266
280721;1064;1064;9260
281784;1064;1064;9260
282804;1064;1064;9259
283825;1069;1069;9255
284848;1078;1078;9255
285869;1069;1069;9255
286890;1083;1083;9255
287910;1077;1077;9255
288930;1102;1102;9252
289951;1107;1107;9250
290971;1080;1080;9248
291991;1080;1080;9247
293012;1090;1090;9242
294032;1107;1107;9233
295052;1102;1102;9233
296073;1102;1102;9233
297094;1122;1122;9232
298115;1113;1113;9232
299135;1102;1102;9232
300157;1105;1105;9232
301178;1104;1104;9232
302199;1122;1122;9232
303220;1099;1099;9231
304241;1100;1100;9231
305260;1100;1100;9231
306281;1101;1101;9231
307301;1101;1101;9230
308321;1101;1101;9230
309342;1101;1101;9230
310362;1101;1101;9230
311383;1101;1101;9230
312403;1101;1101;9232
313423;1090;1090;9242
314443;1088;1088;9244
315465;1095;1095;9241
316485;1092;1092;9241
317509;1093;1093;9240
318533;1097;1097;9240
319554;1094;1094;9244
320575;1095;1095;9244
321596;1071;1071;9246
322617;1085;1085;9245
323637;1140;1140;9186
324658;1134;1134;9185
325680;1177;1177;9142
326700;1170;1170;9142
327721;1191;1191;9129
328740;1241;1241;9079
329758;1200;1200;9093
330777;1150;1150;9108
331796;1076;1076;9176
332815;1105;1105;9161
333836;1311;1311;8991
334856;1283;1283;8969
335876;1272;1272;8980
336895;1252;1252;8985
337914;1194;1194;9051
338935;1226;1226;9017
339954;1220;1220;9026
340973;1173;1173;9098
341993;1170;1170;9099
343014;1272;1272;9000
344033;1235;1235;9050
345053;1242;1242;9050
346076;1214;1214;9077
347097;1211;1211;9052
348115;1255;1255;9030
349134;1286;1286;9014
350154;1302;1302;8991
351175;1278;1278;9012
352195;1289;1289;9005
353215;1337;1337;8952
354235;1259;1259;9015
355254;1220;1220;9041
356275;1252;1252;9012
357296;1275;1275;8997
358316;1177;1177;9067
359336;1177;1177;9079
360356;1217;1217;9069
361378;1181;1181;9099
362398;1211;1211;9082
363418;1203;1203;9063
364437;1260;1260;9002
365457;1235;1235;9040
366476;1243;1243;9042
367498;1216;1216;9038
368519;1219;1219;9038
369539;1234;1234;9031
370560;1183;1183;9054
371580;1202;1202;9056
372600;1173;1173;9098
373620;1131;1131;9137
374641;1142;1142;9142
375662;1139;1139;9175
376682;1140;1140;9176
377700;1143;1143;9176
378722;1143;1143;9179
379743;1143;1143;9180
380763;1149;1149;9175
381784;1153;1153;9167
382805;1153;1153;9167
383825;1135;1135;9172
384844;1131;1131;9178
385865;1136;1136;9180
386886;1118;1118;9205
387904;1086;1086;9228
388922;1069;1069;9246
389941;1055;1055;9260
390959;1057;1057;9261
391978;1023;1023;9304
392999;1023;1023;9303
394025;1016;1016;9310
395043;986;986;9339
396062;986;986;9339
397080;998;998;9323
398100;1032;1032;9277
399121;1032;1032;9277
400142;1032;1032;9277
401163;1033;1033;9276
402184;1033;1033;9276
403213;1033;1033;9276
404234;1033;1033;9277
405255;1033;1033;9278
