benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_count_std,tasks_channel_full_count_avg,tasks_channel_full_count_std,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
FIFO_50_4T,Linux,20.0,271.360600 +- 3.089043,279.366,266.699,3.0890426575235215,9.54218453999998,0.01138353415169159,1603.021168 +- 22.655198,2891.0,22.655197782609054,54.000000 +- 0.447214,0.4472135954999579,1273504.450000 +- 60.163506,60.16350638052938,688507.200000 +- 24321.500126,24321.50012560903,0.660756 +- 0.009391,0.009391405192515129,27.978271 +- 0.438637,0.4386365901356838
