benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
FIFO_50_4T,Windows,20.0,1126.416900 +- 23.262954,1180.162,1086.239,23.26295399105625,541.16502839,0.020652170604912135,2187.628172 +- 85.058010,7766.0,85.0580095849807,48.600000 +- 0.916515,0.9165151389911681,3414664.0,2180049.6,1.087194 +- 0.016314,0.01631440970269841,46.885664 +- 1.043574,1.0435742320981243
