hook_name,count,channel_full_count,total_exec_time_ns,avg_exec_time_ns,min_exec_time_ns,max_exec_time_ns,total_queue_time_ns,avg_queue_time_ns,min_queue_time_ns,max_queue_time_ns
"_OVERALL",3427005,3421232,3742030623900,1091924,0,730756996600,225747053712300,65872986,0,1935085208800
"scan with file YARA rules",55688,0,908115244800,16307198,0,8969446100,2347597960300,42156262,0,214699912200
"scan with process YARA rules",119,0,203100086800,1706723418,0,15320842200,12817807119600,107712664870,0,214699912200
"parse CAB archive",26,0,143820356200,5531552161,2552800,101791814900,0,0,0,0
"scan object with YARA",98920,0,97813378300,988812,0,349363500,424507184824100,4291419175,0,214699912200
"scan with meta YARA rules",95734,0,74838621600,781735,0,43804300,2376954838200,24828742,0,214699912200
"apply Sigma rules",2932761,0,72206833600,24620,0,17519900,485935129948500,165692032,0,214699912200
"parse GZIP archive",6632,0,66275430500,9993279,0,943548800,0,0,0,0
"parse registry hive",383,0,54842324100,143191446,0,23691646200,0,0,0,0
"parse log file",213,0,50630770800,237703149,0,16996790700,0,0,0,0
"parse Shim database",21,0,48186621300,2294601014,8097000,12649370300,0,0,0,0
"parse file content",55688,0,41432017000,744002,0,2824921800,2347597960300,42156262,0,214699912200
"parse ZIP archive",312,0,40536623400,129925075,0,22321800800,0,0,0,0
"parse ETL file",237,0,38863801900,163982286,7077100,19781366600,0,0,0,0
"parse SHIM cache",2,0,22171346200,11085673100,753200900,21418145300,0,0,0,0
"schedule scan for executed file",884,0,20725729600,23445395,0,4538440500,0,0,0,0
"parsing Chrome history",5,0,14149520000,2829904000,8188900,14081847100,0,0,0,0
"parse Amcache",4,0,12712151300,3178037825,0,12712151300,0,0,0,0
"parse CHM file",23,0,11740208700,510443856,114169700,1091264900,0,0,0,0
"parse OLE format",22,0,8359874600,379994300,5791900,7147241800,0,0,0,0
"check file existence",107595,0,6806325500,63258,0,17293400,9841301283400,91466158,0,214699912200
"add meta information",21027,0,5047791100,240062,0,825402500,2376954838200,113042984,0,214699912200
"extract process handles",119,0,4624143200,38858346,6743800,509840500,12817807119600,107712664870,0,214699912200
"scan entry",710,0,4259980200,5999972,0,3781305300,0,0,0,0
"check if file was already scanned",106440,0,4115364100,38663,0,5999300,9808193855800,92147631,0,214699912200
"parse RAR archive",15,0,3812706700,254180446,0,1977245200,0,0,0,0
"analyze prefetch file",343,0,3632879800,10591486,1533700,630995100,0,0,0,0
"check file excludes",24766,0,3133056700,126506,0,1591541100,9841301283400,397371448,0,214699912200
"extract process environment variables",119,0,1911891500,16066315,0,33010200,12817807119600,107712664870,0,214699912200
"parse PowerShell module cache",1,0,1669581100,1669581100,1669581100,1669581100,0,0,0,0
"check with STIX IOCs",1149027,0,1573660000,1369,0,6495900,2487430985400,2164815,0,214699912200
"check if object should be logged",2932761,0,1434805100,489,0,6845800,485935129948500,165692032,0,214699912200
"scan process for malicious indicators",119,0,1271724700,10686762,1030900,177926600,12817807119600,107712664870,0,214699912200
"enrich finding with file information",333,0,1211993400,3639619,0,189785100,78826511300,236716250,0,29356877900
"log object",73678,0,1047526000,14217,0,3097700,16508454577100,224062197,0,214699912200
"apply false positive filters",2932761,0,1012595800,345,0,2641100,485935129948500,165692032,0,214699912200
"scan scheduled task image",180,0,1007919500,5599552,0,197942500,165485246900,919362482,0,1922648100
