benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_count_std,tasks_channel_full_count_avg,tasks_channel_full_count_std,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
WS_10T,Linux,20.0,219.980100 +- 3.159117,226.168,213.572,3.1591174542900444,9.98002309000001,0.014360923803062389,1867.538472 +- 47.718879,3751.0,47.71887863966145,63.250000 +- 0.829156,0.82915619758885,1273484.850000 +- 42.719170,42.71917016984295,345030.200000 +- 20218.470639,20218.470638502804,1.096329 +- 0.009306,0.009305851717467884,84.716490 +- 1.282175,1.2821746498323816
