benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_working_set_mean_mb,ram_thor_working_set_max_mb,cpu_overall_avg_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_queue_time_avg_ms
WS_10T,Windows,20.0,747.4321,817.625,699.777,34.22537612488722,1171.37637089,0.045790615796253896,2904.2118799500267,11457.0,2904.2118799500267,11457.0,71.9,3413330.4,1205150.35,1.43987255,97.22840405
