benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,cpu_overall_avg_percent,tasks_count_avg,tasks_channel_full_count_avg,tasks_exec_time_avg_ms,tasks_queue_time_avg_ms
WS_1T,Linux,20.0,659.62395,669.473,653.606,3.470171529982331,12.042090447499913,0.005260833130729003,1064.9110016646632,1653.0,23.5,1273804.9,1273111.6,0.9830608499999999,46.2554324
