benchmark,os,runs_count,runtime_mean_s,runtime_max_s,runtime_min_s,runtime_std_s,runtime_variance_s2,runtime_coefficient_of_variation,ram_thor_private_mean_mb,ram_thor_private_max_mb,ram_thor_private_std_mb,cpu_overall_avg_percent,cpu_overall_std_percent,tasks_count_avg,tasks_count_std,tasks_channel_full_count_avg,tasks_channel_full_count_std,tasks_exec_time_avg_ms,tasks_exec_time_std_ms,tasks_queue_time_avg_ms,tasks_queue_time_std_ms
WS_1T,Windows,20.0,2525.773650 +- 10.210716,2539.733,2503.079,10.210715818565347,104.25871752750061,0.004042609209485318,1389.016593 +- 6.462537,5991.0,6.462536846289808,21.000000 +- 0.000000,0.0,3427029.800000 +- 43.714528,43.71452847738381,3421151.450000 +- 54.681327,54.68132679443687,1.094066 +- 0.004943,0.004942931584596327,65.913344 +- 0.396608,0.3966082208671269
