Time_ms;Thor_WorkingSet_MB;Thor_Private_MB;Free_RAM_MB
1;113;113;10301
1030;206;206;10167
2053;258;258;10101
3078;294;294;10051
4099;331;331;9987
5125;309;309;9975
6147;474;474;9938
7169;528;528;9874
8195;351;351;10072
9216;455;455;9952
10237;482;482;9928
11258;419;419;9926
12280;439;439;9910
13300;450;450;9909
14321;467;467;9867
15342;519;519;9813
16364;710;710;9586
17385;733;733;9569
18407;771;771;9565
19429;829;829;9485
20451;798;798;9484
21472;784;784;9453
22493;782;782;9467
23514;804;804;9590
24536;878;878;9513
25557;908;908;9487
26579;956;956;9422
27600;920;920;9422
28621;936;936;9393
29642;756;756;9564
30662;780;780;9534
31681;849;849;9452
32703;921;921;9447
33724;905;905;9430
34744;933;933;9413
35764;914;914;9397
36785;991;991;9412
37806;935;935;9380
38826;948;948;9348
39849;940;940;9384
40871;934;934;9372
41891;943;943;9369
42912;979;979;9362
43933;958;958;9345
44953;964;964;9330
45977;972;972;9327
47001;992;992;9323
48022;970;970;9330
49042;991;991;9326
50063;968;968;9324
51088;1034;1034;9320
52110;989;989;9308
53131;981;981;9295
54151;939;939;9315
55171;935;935;9338
56191;926;926;9333
57212;926;926;9333
58232;952;952;9331
59252;939;939;9326
60273;936;936;9324
61294;931;931;9324
62314;932;932;9326
63334;933;933;9327
64355;934;934;9328
65374;936;936;9329
66395;935;935;9331
67414;936;936;9324
68432;936;936;9325
69450;936;936;9318
70469;913;913;9341
71491;913;913;9345
72509;878;878;9371
73528;878;878;9367
74546;866;866;9390
75565;866;866;9379
76584;866;866;9379
77603;800;800;9432
78622;800;800;9438
79642;801;801;9441
80662;807;807;9439
81682;807;807;9430
82704;807;807;9428
83725;807;807;9430
84747;807;807;9426
85768;807;807;9408
86788;807;807;9411
87809;807;807;9411
88830;807;807;9411
89852;807;807;9413
90872;807;807;9411
91893;807;807;9409
92913;807;807;9412
93935;807;807;9411
94956;807;807;9408
95976;807;807;9408
96998;807;807;9412
98023;807;807;9408
99043;807;807;9405
100064;807;807;9403
101084;866;866;9380
102104;840;840;9390
103123;1099;1099;9197
104142;1079;1079;9214
105162;1152;1152;9129
106182;1272;1272;9043
107202;1365;1365;8945
108222;1417;1417;8894
109242;1443;1443;8840
110267;1477;1477;8811
111295;1483;1483;8810
112314;1494;1494;8798
113334;1543;1543;8746
114355;1562;1562;8733
115374;1589;1589;8712
116393;1647;1647;8657
117413;1752;1752;8553
118434;1975;1975;8531
119457;2056;2056;8528
120478;2199;2199;8461
121500;1832;1832;8486
122526;2013;2013;8494
123546;2098;2098;8489
124568;2230;2230;8435
125589;1847;1847;8465
126610;1848;1848;8453
127637;1865;1865;8441
128670;1877;1877;8433
129693;1884;1884;8437
130717;1890;1890;8428
131741;1891;1891;8425
132764;1890;1890;8423
133786;1905;1905;8419
134808;1919;1919;8416
135829;1949;1949;8410
136851;1897;1897;8409
137874;1904;1904;8408
138895;1918;1918;8399
139920;2044;2044;8262
140942;2270;2270;8045
141962;2279;2279;8025
142983;2095;2095;8132
144013;2099;2099;8139
145038;2099;2099;8142
146064;2084;2084;8163
147089;2074;2074;8175
148116;2066;2066;8179
149143;2062;2062;8184
150168;2063;2063;8184
151191;2064;2064;8206
152218;2033;2033;8239
153243;2033;2033;8238
154269;2008;2008;8267
155292;2008;2008;8267
156317;2008;2008;8266
